RegID,RegStatus,RegDate,CourseID,StudentID,CourseOffering.CourseID,CourseOffering.CourseName,CourseOffering.CourseDescription,CourseOffering.CourseType,Student.StudentID,Student.StudentName,Student.Semester,RegStatusFlag
6975,"Web Registered",2021-06-11 00:00:00.000,6004,148,6004,"Design Patterns","Introducses to the best practices used by experienced object-oriented software developers","Online",148,"latrish abboud",1,0
7006,"Web Registered",2021-06-06 00:00:00.000,6003,285,6003,"Database Management and Design","Deals with designing databases and running complex queries","Online",285,"mond renton",3,0
7012,"Web Registered",2021-04-21 00:00:00.000,6009,145,6009,"Big Data Systems","Offers students an opportunity to learn a hands-on approach to understanding how large-scale data sets are processed and how data science algorithms are adopted in the industry through case studies and labs","InPerson",145,"latris abbitt",1,0
7017,"Web Registered",2021-06-06 00:00:00.000,6000,163,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",163,"latshia abdelwahed",1,0
7096,"Web Registered",2021-05-16 00:00:00.000,6009,327,6009,"Big Data Systems","Offers students an opportunity to learn a hands-on approach to understanding how large-scale data sets are processed and how data science algorithms are adopted in the industry through case studies and labs","InPerson",327,"raeshawn rigterink",3,0
7179,"Web Registered",2021-06-08 00:00:00.000,6000,131,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",131,"aadhi abbas",2,0
7184,"Web Registered",2021-06-11 00:00:00.000,6007,134,6007,"Application Engineering Development"," Employs the object-oriented paradigm, visual user experience, and system design principles to put together complicated, powerful, real-world applications","Online",134,"aadhish abbate",2,0
7185,"Web Registered",2023-05-05 00:00:00.000,6002,178,6002,"UX Design and Testing","Deals with wireframing and testing softwares","Online",178,"latunia abdulla",4,0
7194,"Web Registered",2021-06-06 00:00:00.000,6001,313,6001,"Web Tools and Methods","Introductory course diving into REST API and Java","InPerson",313,"raenna repenning",3,0
7213,"Web Registered",2021-06-06 00:00:00.000,6000,183,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",183,"latvina candelario",2,0
7278,"Web Registered",2021-04-11 00:00:00.000,6004,128,6004,"Design Patterns","Introducses to the best practices used by experienced object-oriented software developers","Online",128,"aadhan abaza",2,0
7280,"Web Registered",2021-06-25 00:00:00.000,6007,356,6007,"Application Engineering Development"," Employs the object-oriented paradigm, visual user experience, and system design principles to put together complicated, powerful, real-world applications","Online",356,"suprina swehla",3,0
7327,"Web Registered",2021-04-11 00:00:00.000,6004,381,6004,"Design Patterns","Introducses to the best practices used by experienced object-oriented software developers","Online",381,"suree tole",2,0
7329,"Web Registered",2023-05-05 00:00:00.000,6002,152,6002,"UX Design and Testing","Deals with wireframing and testing softwares","Online",152,"latrista abdal",2,0
7381,"Web Registered",2021-06-25 00:00:00.000,6007,346,6007,"Application Engineering Development"," Employs the object-oriented paradigm, visual user experience, and system design principles to put together complicated, powerful, real-world applications","Online",346,"supat rijvan",4,0
7427,"Web Registered",2021-04-21 00:00:00.000,6009,400,6009,"Big Data Systems","Offers students an opportunity to learn a hands-on approach to understanding how large-scale data sets are processed and how data science algorithms are adopted in the industry through case studies and labs","InPerson",400,"suri toller",3,0
7527,"Web Registered",2021-06-08 00:00:00.000,6000,396,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",396,"sureyya tolle",3,0
7562,"Web Registered",2021-05-16 00:00:00.000,6009,187,6009,"Big Data Systems","Offers students an opportunity to learn a hands-on approach to understanding how large-scale data sets are processed and how data science algorithms are adopted in the industry through case studies and labs","InPerson",187,"latwanna candia",1,0
7576,"Web Registered",2021-04-21 00:00:00.000,6009,155,6009,"Big Data Systems","Offers students an opportunity to learn a hands-on approach to understanding how large-scale data sets are processed and how data science algorithms are adopted in the industry through case studies and labs","InPerson",155,"latronda abdel",2,0
7614,"Web Registered",2021-06-11 00:00:00.000,6007,152,6007,"Application Engineering Development"," Employs the object-oriented paradigm, visual user experience, and system design principles to put together complicated, powerful, real-world applications","Online",152,"latrista abdal",2,0
7616,"Web Registered",2021-04-21 00:00:00.000,6009,303,6009,"Big Data Systems","Offers students an opportunity to learn a hands-on approach to understanding how large-scale data sets are processed and how data science algorithms are adopted in the industry through case studies and labs","InPerson",303,"moneca renzullo",2,0
7682,"Web Registered",2021-04-21 00:00:00.000,6009,281,6009,"Big Data Systems","Offers students an opportunity to learn a hands-on approach to understanding how large-scale data sets are processed and how data science algorithms are adopted in the industry through case studies and labs","InPerson",281,"moncrieffe renteria",2,0
7686,"Web Registered",2021-04-21 00:00:00.000,6000,329,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",329,"raeshelle riha",3,0
7707,"Web Registered",2021-04-11 00:00:00.000,6004,292,6004,"Design Patterns","Introducses to the best practices used by experienced object-oriented software developers","Online",292,"mondesir renwick",3,0
7731,"Web Registered",2021-04-11 00:00:00.000,6004,136,6004,"Design Patterns","Introducses to the best practices used by experienced object-oriented software developers","Online",136,"latrice abbay",4,0
7739,"Web Registered",2021-06-11 00:00:00.000,6004,298,6004,"Design Patterns","Introducses to the best practices used by experienced object-oriented software developers","Online",298,"monds renzelman",2,0
7841,"Web Registered",2021-04-21 00:00:00.000,6009,117,6009,"Big Data Systems","Offers students an opportunity to learn a hands-on approach to understanding how large-scale data sets are processed and how data science algorithms are adopted in the industry through case studies and labs","InPerson",117,"Theodore Lovell",1,0
7848,"Web Registered",2021-06-06 00:00:00.000,6003,247,6003,"Database Management and Design","Deals with designing databases and running complex queries","Online",247,"laura jiro",3,0
7876,"Web Registered",2021-06-11 00:00:00.000,6010,269,6010,"Program Structures and Algorithms","Presents data structures and related algorithms, beginning with a brief review of dynamic memory allocation","InPerson",269,"moncerath rensch",3,0
7877,"Web Registered",2021-06-25 00:00:00.000,6007,266,6007,"Application Engineering Development"," Employs the object-oriented paradigm, visual user experience, and system design principles to put together complicated, powerful, real-world applications","Online",266,"moncear renova",3,0
7886,"Web Registered",2021-04-21 00:00:00.000,6001,282,6001,"Web Tools and Methods","Introductory course diving into REST API and Java","InPerson",282,"moncriffe rentfro",2,0
7995,"Web Registered",2021-06-25 00:00:00.000,6010,249,6010,"Program Structures and Algorithms","Presents data structures and related algorithms, beginning with a brief review of dynamic memory allocation","InPerson",249,"laura-ann jirsa",3,0
8058,"Web Registered",2021-05-16 00:00:00.000,6009,257,6009,"Big Data Systems","Offers students an opportunity to learn a hands-on approach to understanding how large-scale data sets are processed and how data science algorithms are adopted in the industry through case studies and labs","InPerson",257,"monast jite",2,0
8070,"Web Registered",2021-06-08 00:00:00.000,6000,172,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",172,"latton abdul-jabbar",2,0
8100,"Web Registered",2021-05-16 00:00:00.000,6010,383,6010,"Program Structures and Algorithms","Presents data structures and related algorithms, beginning with a brief review of dynamic memory allocation","InPerson",383,"surekha toledo",2,0
8142,"Web Registered",2021-04-21 00:00:00.000,6009,301,6009,"Big Data Systems","Offers students an opportunity to learn a hands-on approach to understanding how large-scale data sets are processed and how data science algorithms are adopted in the industry through case studies and labs","InPerson",301,"monea renzoni",3,0
8144,"Web Registered",2023-05-05 00:00:00.000,6002,282,6002,"UX Design and Testing","Deals with wireframing and testing softwares","Online",282,"moncriffe rentfro",2,0
8153,"Web Registered",2021-06-08 00:00:00.000,6000,133,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",133,"aadhiran abbassi",1,0
8194,"Web Registered",2021-06-11 00:00:00.000,6007,282,6007,"Application Engineering Development"," Employs the object-oriented paradigm, visual user experience, and system design principles to put together complicated, powerful, real-world applications","Online",282,"moncriffe rentfro",2,0
8264,"Web Registered",2021-06-06 00:00:00.000,6000,253,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",253,"monarrez jishant",3,0
8370,"Web Registered",2021-06-06 00:00:00.000,6003,131,6003,"Database Management and Design","Deals with designing databases and running complex queries","Online",131,"aadhi abbas",2,0
8418,"Web Registered",2021-06-11 00:00:00.000,6004,388,6004,"Design Patterns","Introducses to the best practices used by experienced object-oriented software developers","Online",388,"surendr toles",4,0
8433,"Web Registered",2021-06-08 00:00:00.000,6000,171,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",171,"lattimore abdul-haqq",2,0
8497,"Web Registered",2021-06-25 00:00:00.000,6007,316,6007,"Application Engineering Development"," Employs the object-oriented paradigm, visual user experience, and system design principles to put together complicated, powerful, real-world applications","Online",316,"raeonna reph",3,0
8499,"Web Registered",2021-06-25 00:00:00.000,6007,186,6007,"Application Engineering Development"," Employs the object-oriented paradigm, visual user experience, and system design principles to put together complicated, powerful, real-world applications","Online",186,"latwanda canders",1,0
8523,"Web Registered",2021-06-06 00:00:00.000,6000,233,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",233,"lauire jinkins",2,0
8525,"Web Registered",2021-06-25 00:00:00.000,6007,393,6007,"Application Engineering Development"," Employs the object-oriented paradigm, visual user experience, and system design principles to put together complicated, powerful, real-world applications","Online",393,"sureshkumar toline",2,0
8541,"Web Registered",2021-05-16 00:00:00.000,6010,147,6010,"Program Structures and Algorithms","Presents data structures and related algorithms, beginning with a brief review of dynamic memory allocation","InPerson",147,"latrise abbott",1,0
8549,"Web Registered",2023-05-05 00:00:00.000,6002,362,6002,"UX Design and Testing","Deals with wireframing and testing softwares","Online",362,"surafel sweley",2,0
8582,"Web Registered",2021-06-06 00:00:00.000,6000,333,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",333,"raetta rihanek",3,0
8629,"Web Registered",2021-06-11 00:00:00.000,6007,144,6007,"Application Engineering Development"," Employs the object-oriented paradigm, visual user experience, and system design principles to put together complicated, powerful, real-world applications","Online",144,"latrinity abbiss",1,0
8632,"Web Registered",2021-04-21 00:00:00.000,6009,153,6009,"Big Data Systems","Offers students an opportunity to learn a hands-on approach to understanding how large-scale data sets are processed and how data science algorithms are adopted in the industry through case studies and labs","InPerson",153,"latrivia abdalla",4,0
8638,"Web Registered",2021-06-25 00:00:00.000,6007,336,6007,"Application Engineering Development"," Employs the object-oriented paradigm, visual user experience, and system design principles to put together complicated, powerful, real-world applications","Online",336,"raevin rihner",3,0
8759,"Web Registered",2021-06-25 00:00:00.000,6007,396,6007,"Application Engineering Development"," Employs the object-oriented paradigm, visual user experience, and system design principles to put together complicated, powerful, real-world applications","Online",396,"sureyya tolle",3,0
8777,"Web Registered",2021-04-11 00:00:00.000,6004,302,6004,"Design Patterns","Introducses to the best practices used by experienced object-oriented software developers","Online",302,"moneak renzulli",2,0
8862,"Web Registered",2021-06-08 00:00:00.000,6000,159,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",159,"latroya abdelhamid",1,0
8883,"Web Registered",2021-06-08 00:00:00.000,6000,298,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",298,"monds renzelman",2,0
8910,"Web Registered",2023-05-05 00:00:00.000,6002,382,6002,"UX Design and Testing","Deals with wireframing and testing softwares","Online",382,"sureena toledano",2,0
8939,"Web Registered",2021-06-11 00:00:00.000,6007,389,6007,"Application Engineering Development"," Employs the object-oriented paradigm, visual user experience, and system design principles to put together complicated, powerful, real-world applications","Online",389,"surendra toleston",4,0
8948,"Web Registered",2021-04-11 00:00:00.000,6004,304,6004,"Design Patterns","Introducses to the best practices used by experienced object-oriented software developers","Online",304,"monecia reola",4,0
8979,"Web Registered",2023-05-05 00:00:00.000,6002,252,6002,"UX Design and Testing","Deals with wireframing and testing softwares","Online",252,"monalisa jishan",3,0
1111,"Waitlisted",2023-05-05 00:00:00.000,6000,316,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",316,"raeonna reph",3,1
1169,"Waitlisted",2021-04-11 00:00:00.000,6000,360,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",360,"sura sweis",2,1
1213,"Waitlisted",2021-04-11 00:00:00.000,6000,132,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",132,"aadhira abbasi",4,1
1232,"Waitlisted",2021-04-11 00:00:00.000,6000,190,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",190,"latyia candis",1,1
1308,"Dropped",2021-04-11 00:00:00.000,6000,280,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",280,"moncrief renter",3,0
1484,"Waitlisted",2023-05-05 00:00:00.000,6000,138,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",138,"latricia abbed",1,1
1526,"Waitlisted",2021-05-05 00:00:00.000,6002,279,6002,"UX Design and Testing","Deals with wireframing and testing softwares","Online",279,"moncia rentas-rivera",4,1
1562,"Dropped",2023-05-05 00:00:00.000,6004,296,6004,"Design Patterns","Introducses to the best practices used by experienced object-oriented software developers","Online",296,"mondre renz",2,0
1626,"Dropped",2021-06-08 00:00:00.000,6010,131,6010,"Program Structures and Algorithms","Presents data structures and related algorithms, beginning with a brief review of dynamic memory allocation","InPerson",131,"aadhi abbas",2,0
1685,"Waitlisted",2021-04-11 00:00:00.000,6007,400,6007,"Application Engineering Development"," Employs the object-oriented paradigm, visual user experience, and system design principles to put together complicated, powerful, real-world applications","Online",400,"suri toller",3,1
1693,"Dropped",2021-06-11 00:00:00.000,6004,108,6004,"Design Patterns","Introducses to the best practices used by experienced object-oriented software developers","Online",108,"Derry Kirk",2,0
1770,"Dropped",2023-05-05 00:00:00.000,6002,269,6002,"UX Design and Testing","Deals with wireframing and testing softwares","Online",269,"moncerath rensch",3,0
1797,"Dropped",2021-06-25 00:00:00.000,6010,132,6010,"Program Structures and Algorithms","Presents data structures and related algorithms, beginning with a brief review of dynamic memory allocation","InPerson",132,"aadhira abbasi",4,0
1811,"Dropped",2021-06-06 00:00:00.000,6002,287,6002,"UX Design and Testing","Deals with wireframing and testing softwares","Online",287,"mondale rentschler",3,0
1822,"Waitlisted",2021-04-11 00:00:00.000,6000,380,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",380,"surbhi toldness",2,1
2145,"Waitlisted",2023-05-05 00:00:00.000,6000,236,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",236,"launa jinright",2,1
2148,"Waitlisted",2023-05-05 00:00:00.000,6000,276,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",276,"monchello rentar",2,1
2178,"Waitlisted",2021-04-11 00:00:00.000,6000,330,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",330,"raeshon rihaan",2,1
2262,"Dropped",2021-05-05 00:00:00.000,6009,295,6009,"Big Data Systems","Offers students an opportunity to learn a hands-on approach to understanding how large-scale data sets are processed and how data science algorithms are adopted in the industry through case studies and labs","InPerson",295,"mondragon renyer",3,0
2430,"Waitlisted",2021-04-11 00:00:00.000,6000,390,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",390,"surenity tolfree",3,1
2653,"Waitlisted",2023-05-05 00:00:00.000,6008,148,6008,"Network Structures and Cloud Computing","focuses on the fundamentals of cloud computing, the principal areas of cloud architectures, cloud security, cloud governance, cloud storage, cloud virtualization and cloud capacity","Online",148,"latrish abboud",1,1
2814,"Waitlisted",2021-04-11 00:00:00.000,6000,350,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",350,"suppiah sweety",3,1
2820,"Waitlisted",2023-05-05 00:00:00.000,6000,294,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",294,"mondra renye",3,1
2830,"Waitlisted",2021-04-11 00:00:00.000,6000,278,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",278,"moncheri rentas-paniagua",2,1
2873,"Waitlisted",2021-04-11 00:00:00.000,6000,160,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",160,"latroyia abdella",1,1
3542,"Dropped",2023-05-05 00:00:00.000,6000,164,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",164,"latson abdi",1,0
3871,"Waitlisted",2023-05-05 00:00:00.000,6000,156,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",156,"latrone abdelal",2,1
3954,"Waitlisted",2021-04-11 00:00:00.000,6000,150,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",150,"latrishia abbs",2,1
3955,"Waitlisted",2023-05-05 00:00:00.000,6000,266,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",266,"moncear renova",3,1
4181,"Waitlisted",2023-05-05 00:00:00.000,6000,306,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",306,"moneeb reon",3,1
4340,"Dropped",2021-04-21 00:00:00.000,6009,284,6009,"Big Data Systems","Offers students an opportunity to learn a hands-on approach to understanding how large-scale data sets are processed and how data science algorithms are adopted in the industry through case studies and labs","InPerson",284,"moncus rentie",4,0
4399,"Waitlisted",2021-04-11 00:00:00.000,6001,101,6001,"Web Tools and Methods","Introductory course diving into REST API and Java","InPerson",101,"Yucong Liu",1,1
4454,"Waitlisted",2023-05-05 00:00:00.000,6000,166,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",166,"latta abdo",1,1
4561,"Dropped",2021-04-11 00:00:00.000,6004,290,6004,"Design Patterns","Introducses to the best practices used by experienced object-oriented software developers","Online",290,"mondel renuart",3,0
4563,"Waitlisted",2021-04-11 00:00:00.000,6000,340,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",340,"raewyn riis",2,1
4678,"Waitlisted",2021-04-11 00:00:00.000,6000,250,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",250,"laura-anne jisaan",3,1
4719,"Dropped",2021-05-05 00:00:00.000,6003,259,6003,"Database Management and Design","Deals with designing databases and running complex queries","Online",259,"monay jitendr",3,0
4875,"Dropped",2021-04-21 00:00:00.000,6003,286,6003,"Database Management and Design","Deals with designing databases and running complex queries","Online",286,"monda rentoulis",3,0
4927,"Waitlisted",2023-05-05 00:00:00.000,6000,246,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",246,"laur jirjis",2,1
5089,"Waitlisted",2021-04-11 00:00:00.000,6000,170,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",170,"lattimer abdul",2,1
5112,"Waitlisted",2023-05-05 00:00:00.000,6004,274,6004,"Design Patterns","Introducses to the best practices used by experienced object-oriented software developers","Online",274,"monchell renta",3,1
5292,"Waitlisted",2023-05-05 00:00:00.000,6000,168,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",168,"latterll abdool",1,1
5366,"Dropped",2021-06-06 00:00:00.000,6000,193,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",193,"latysha candler",2,0
5425,"Dropped",2021-06-08 00:00:00.000,6002,297,6002,"UX Design and Testing","Deals with wireframing and testing softwares","Online",297,"mondrell renze",2,0
5501,"Waitlisted",2023-05-05 00:00:00.000,6008,158,6008,"Network Structures and Cloud Computing","focuses on the fundamentals of cloud computing, the principal areas of cloud architectures, cloud security, cloud governance, cloud storage, cloud virtualization and cloud capacity","Online",158,"latroy abdeldayen",4,1
5781,"Waitlisted",2023-05-05 00:00:00.000,6000,284,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",284,"moncus rentie",4,1
5940,"Waitlisted",2023-05-05 00:00:00.000,6000,128,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",128,"aadhan abaza",2,1
6409,"Waitlisted",2021-06-25 00:00:00.000,6000,290,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",290,"mondel renuart",3,1
6699,"Waitlisted",2021-05-16 00:00:00.000,6008,279,6008,"Network Structures and Cloud Computing","focuses on the fundamentals of cloud computing, the principal areas of cloud architectures, cloud security, cloud governance, cloud storage, cloud virtualization and cloud capacity","Online",279,"moncia rentas-rivera",4,1
6733,"Waitlisted",2021-04-11 00:00:00.000,6000,260,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",260,"monaya jitendra",2,1
6870,"Dropped",2023-05-05 00:00:00.000,6007,294,6007,"Application Engineering Development"," Employs the object-oriented paradigm, visual user experience, and system design principles to put together complicated, powerful, real-world applications","Online",294,"mondra renye",3,0
6940,"Waitlisted",2021-04-11 00:00:00.000,6001,320,6001,"Web Tools and Methods","Introductory course diving into REST API and Java","InPerson",320,"raequel repke",2,1
6956,"Waitlisted",2021-04-11 00:00:00.000,6000,300,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",300,"mone renzo",4,1
7009,"Waitlisted",2021-04-11 00:00:00.000,6000,200,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",200,"laubert caneer",4,1
7038,"Waitlisted",2023-05-05 00:00:00.000,6000,296,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",296,"mondre renz",2,1
7193,"Waitlisted",2021-04-11 00:00:00.000,6000,272,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",272,"moncerrath renshaw",3,1
7204,"Waitlisted",2023-05-05 00:00:00.000,6000,256,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",256,"monasia jitchaku",2,1
7407,"Dropped",2021-11-30 00:00:00.000,6002,280,6002,"UX Design and Testing","Deals with wireframing and testing softwares","Online",280,"moncrief renter",3,0
7481,"Waitlisted",2021-04-11 00:00:00.000,6000,210,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",210,"lauchner canestraro",3,1
7588,"Waitlisted",2023-05-05 00:00:00.000,6000,120,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",120,"James Bond",2,1
7789,"Dropped",2021-04-21 00:00:00.000,6004,285,6004,"Design Patterns","Introducses to the best practices used by experienced object-oriented software developers","Online",285,"mond renton",3,0
7829,"Waitlisted",2021-04-11 00:00:00.000,6000,220,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",220,"laudine jimmerson",4,1
7871,"Waitlisted",2023-05-05 00:00:00.000,6000,130,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",130,"aadhavan abbamonte",2,1
7919,"Waitlisted",2021-06-08 00:00:00.000,6010,239,6010,"Program Structures and Algorithms","Presents data structures and related algorithms, beginning with a brief review of dynamic memory allocation","InPerson",239,"launda jipson",2,1
7921,"Waitlisted",2023-05-05 00:00:00.000,6000,286,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",286,"monda rentoulis",3,1
8335,"Waitlisted",2023-05-05 00:00:00.000,6008,304,6008,"Network Structures and Cloud Computing","focuses on the fundamentals of cloud computing, the principal areas of cloud architectures, cloud security, cloud governance, cloud storage, cloud virtualization and cloud capacity","Online",304,"monecia reola",4,1
8343,"Waitlisted",2021-04-11 00:00:00.000,6000,370,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",370,"surajpal tokuoka",3,1
8659,"Waitlisted",2021-04-11 00:00:00.000,6001,180,6001,"Web Tools and Methods","Introductory course diving into REST API and Java","InPerson",180,"latunya abdullai",1,1
8693,"Waitlisted",2021-04-11 00:00:00.000,6000,240,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",240,"laundes jira",2,1
8819,"Waitlisted",2021-04-11 00:00:00.000,6001,270,6001,"Web Tools and Methods","Introductory course diving into REST API and Java","InPerson",270,"moncerrad renschler",3,1
8942,"Waitlisted",2021-04-11 00:00:00.000,6000,230,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",230,"laughter jingst",3,1
8989,"Waitlisted",2021-04-11 00:00:00.000,6001,310,6001,"Web Tools and Methods","Introductory course diving into REST API and Java","InPerson",310,"moneer repaci",3,1
7156,"Dropped",2021-05-05 00:00:00.000,6005,194,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",194,"latza candlish",2,0
8151,"Dropped",2021-05-05 00:00:00.000,6005,130,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",130,"aadhavan abbamonte",2,0
1022,"Waitlisted",2021-06-25 00:00:00.000,6005,387,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",387,"surender toler",2,1
1077,"Waitlisted",2021-06-08 00:00:00.000,6005,105,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",105,"Rohan Nayak",1,1
1103,"Waitlisted",2021-06-08 00:00:00.000,6005,325,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",325,"raesha repoff",4,1
1189,"Waitlisted",2021-06-08 00:00:00.000,6005,285,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",285,"mond renton",3,1
1214,"Waitlisted",2021-05-05 00:00:00.000,6005,184,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",184,"latwan candell",1,1
1533,"Waitlisted",2021-05-16 00:00:00.000,6005,176,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",176,"latulip abdulaziz",2,1
1583,"Waitlisted",2021-05-05 00:00:00.000,6005,264,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",264,"moncalieri renosky",3,1
1677,"Waitlisted",2021-05-05 00:00:00.000,6005,284,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",284,"moncus rentie",4,1
1702,"Waitlisted",2021-05-16 00:00:00.000,6005,301,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",301,"monea renzoni",3,1
1721,"Waitlisted",2021-06-08 00:00:00.000,6005,165,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",165,"latt abdin",1,1
1953,"Waitlisted",2021-05-16 00:00:00.000,6005,125,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",125,"aaden abatti",1,1
2160,"Waitlisted",2021-05-16 00:00:00.000,6005,251,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",251,"monali jisan",3,1
2205,"Waitlisted",2021-06-25 00:00:00.000,6005,397,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",397,"surgayani tollefsen",3,1
2210,"Waitlisted",2021-05-05 00:00:00.000,6005,394,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",394,"sureskumar toliongco",3,1
2292,"Waitlisted",2021-06-25 00:00:00.000,6005,150,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",150,"latrishia abbs",2,1
2349,"Waitlisted",2021-06-25 00:00:00.000,6005,124,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",124,"aadaya abato",1,1
2395,"Waitlisted",2021-05-16 00:00:00.000,6005,388,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",388,"surendr toles",4,1
2486,"Waitlisted",2021-06-08 00:00:00.000,6005,175,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",175,"latu abdula",1,1
2554,"Waitlisted",2021-05-16 00:00:00.000,6005,281,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",281,"moncrieffe renteria",2,1
2571,"Waitlisted",2021-05-16 00:00:00.000,6005,398,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",398,"surguine tollefson",3,1
