CustomerKey,GeographyKey,CustomerAlternateKey,Title,First Name,Middle Name,Last Name,Name Style,Birth Date,Marital Status,Suffix,Gender,Email Address,Yearly Income,Total Children,Number Children At Home,English Education,Spanish Education,French Education,English Occupation,Spanish Occupation,French Occupation,House Owner Flag,Number Cars Owned,Address Line 1,Address Line 2,Phone,Date First Purchase,Commute Distance,Full Name,Customer Age,Age,Age Breakdown,Date of Most Recent Purchase,Customer Lifetime,Customer Status
27914,312,"AW00027914","","Jasmine","","Foster",False,1974-08-10 00:00:00.000,"S","","F","jasmine55@adventure-works.com",50000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual","Obrero especializado","Technicien",0,1,"419 Mills Dr.","","131-555-0177",2007-10-14 00:00:00.000,"5-10 Miles","Jasmine Foster",48,47,"45-54",2007-10-14 00:00:00.000,0,"Active"
28086,298,"AW00028086","","Bridget","","Anand",False,1979-02-13 00:00:00.000,"S","","F","bridget22@adventure-works.com",40000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual","Obrero especializado","Technicien",1,1,"313 Park Highlands","","144-555-0110",2007-10-10 00:00:00.000,"5-10 Miles","Bridget Anand",43,43,"35-44",2007-10-10 00:00:00.000,0,"Active"
28176,56,"AW00028176","","Natalie","","Roberts",False,1967-07-04 00:00:00.000,"S","","F","natalie47@adventure-works.com",60000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual","Obrero especializado","Technicien",0,1,"3857 Westchester Pl.","","292-555-0119",2006-02-13 00:00:00.000,"0-1 Miles","Natalie Roberts",55,55,"55+",2006-02-13 00:00:00.000,0,"Inactive"
28178,69,"AW00028178","","Katherine","","James",False,1967-04-27 00:00:00.000,"S","","F","katherine20@adventure-works.com",60000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual","Obrero especializado","Technicien",0,1,"5806 West Slough Rd","","195-555-0129",2006-02-06 00:00:00.000,"2-5 Miles","Katherine James",55,55,"55+",2006-02-06 00:00:00.000,0,"Inactive"
28867,338,"AW00028867","","Natalie","","Martinez",False,1974-04-21 00:00:00.000,"M","","F","natalie85@adventure-works.com",50000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual","Obrero especializado","Technicien",1,1,"6782 First Ave","","475-555-0132",2007-12-29 00:00:00.000,"5-10 Miles","Natalie Martinez",48,48,"45-54",2007-12-29 00:00:00.000,0,"Active"
28868,345,"AW00028868","","Jason","","Chen",False,1974-02-06 00:00:00.000,"M","","M","jason23@adventure-works.com",50000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual","Obrero especializado","Technicien",1,1,"906 Cloudview Dr","","325-555-0145",2008-06-26 00:00:00.000,"5-10 Miles","Jason Chen",48,48,"45-54",2008-06-26 00:00:00.000,0,"Active"
29050,298,"AW00029050","","Jack","","Russell",False,1979-07-22 00:00:00.000,"S","","M","jack20@adventure-works.com",40000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual","Obrero especializado","Technicien",1,1,"1733 Thistle Circle","","144-555-0188",2008-06-12 00:00:00.000,"5-10 Miles","Jack Russell",43,43,"35-44",2008-06-12 00:00:00.000,0,"Active"
29154,52,"AW00029154","","Eduardo","","Bennett",False,1967-09-16 00:00:00.000,"S","","M","eduardo45@adventure-works.com",60000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual","Obrero especializado","Technicien",0,1,"6453 Pacific","","587-555-0119",2006-10-27 00:00:00.000,"2-5 Miles","Eduardo Bennett",55,54,"45-54",2006-10-27 00:00:00.000,0,"Inactive"
11684,634,"AW00011684","","Devin","","Parker",False,1965-10-01 00:00:00.000,"S","","M","devin40@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"4024 Calhoun Court","","897-555-0155",2008-01-02 00:00:00.000,"2-5 Miles","Devin Parker",57,56,"55+",2008-06-14 00:00:00.000,5,"Active"
11687,331,"AW00011687","","Cody","","Torres",False,1965-07-13 00:00:00.000,"S","","M","cody5@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"3889 Castle Hill Road","","269-555-0120",2007-10-14 00:00:00.000,"0-1 Miles","Cody Torres",57,57,"55+",2007-12-23 00:00:00.000,2,"Active"
11691,329,"AW00011691","","Kaitlyn","","Wilson",False,1964-01-03 00:00:00.000,"S","","F","kaitlyn29@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"24 Roslyn Drive","","968-555-0196",2007-08-12 00:00:00.000,"2-5 Miles","Kaitlyn Wilson",58,58,"55+",2007-11-20 00:00:00.000,3,"Active"
11703,331,"AW00011703","","Kaylee","","Baker",False,1968-06-24 00:00:00.000,"S","","F","kaylee39@adventure-works.com",60000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"4668 Chilpancingo Park","","609-555-0179",2007-08-17 00:00:00.000,"0-1 Miles","Kaylee Baker",54,54,"45-54",2008-05-19 00:00:00.000,9,"Active"
11813,552,"AW00011813","","Mary","","Patterson",False,1967-11-12 00:00:00.000,"M","","F","mary40@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"1102 Ravenwood","","956-555-0136",2006-04-18 00:00:00.000,"0-1 Miles","Mary Patterson",55,54,"45-54",2007-12-30 00:00:00.000,20,"Active"
11832,644,"AW00011832","","Zoe","","Murphy",False,1965-04-05 00:00:00.000,"S","","F","zoe13@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"3426 Calhoun Court","","798-555-0157",2007-08-22 00:00:00.000,"2-5 Miles","Zoe Murphy",57,57,"55+",2008-03-12 00:00:00.000,7,"Active"
11841,52,"AW00011841","","Sean","","Nelson",False,1964-03-16 00:00:00.000,"M","","M","sean41@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"4594 Hill Drive","","314-555-0153",2007-11-21 00:00:00.000,"0-1 Miles","Sean Nelson",58,58,"55+",2008-05-09 00:00:00.000,6,"Active"
11853,311,"AW00011853","","Grace","","Jones",False,1968-11-18 00:00:00.000,"S","","F","grace2@adventure-works.com",60000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",1,1,"8866 Alpha Way","","388-555-0168",2007-11-11 00:00:00.000,"2-5 Miles","Grace Jones",54,53,"45-54",2007-12-22 00:00:00.000,1,"Active"
11874,385,"AW00011874","","Adrian","","Bell",False,1967-03-10 00:00:00.000,"S","","M","adrian15@adventure-works.com",60000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"302 Briarcliff Ct.","","254-555-0175",2008-01-20 00:00:00.000,"2-5 Miles","Adrian Bell",55,55,"55+",2008-07-21 00:00:00.000,6,"Active"
12914,60,"AW00012914","","Jill","","Miller",False,1967-04-11 00:00:00.000,"S","","F","jill4@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"9425 Calle Verde Dr.","","788-555-0113",2008-01-07 00:00:00.000,"0-1 Miles","Jill Miller",55,55,"55+",2008-01-07 00:00:00.000,0,"Active"
12937,637,"AW00012937","","Megan","","Wilson",False,1965-01-04 00:00:00.000,"S","","F","megan10@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"9444 Camelback Ct.","","773-555-0164",2008-02-05 00:00:00.000,"0-1 Miles","Megan Wilson",57,57,"55+",2008-02-05 00:00:00.000,0,"Active"
12947,298,"AW00012947","","Isaiah","","Sanchez",False,1964-02-17 00:00:00.000,"S","","M","isaiah17@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"5340 Greenwood Circle","","100-555-0137",2006-07-02 00:00:00.000,"2-5 Miles","Isaiah Sanchez",58,58,"55+",2008-04-28 00:00:00.000,21,"Active"
12951,552,"AW00012951","","Blake","","Simmons",False,1963-12-06 00:00:00.000,"S","","M","blake63@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"1680 I St.","","639-555-0126",2007-09-30 00:00:00.000,"0-1 Miles","Blake Simmons",59,58,"55+",2007-09-30 00:00:00.000,0,"Active"
13114,9,"AW00013114","","Claudia","","Zhang",False,1966-05-01 00:00:00.000,"S","","F","claudia0@adventure-works.com",100000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"969 Standing Grove Dr.","","1 (11) 500 555-0126",2006-12-02 00:00:00.000,"5-10 Miles","Claudia Zhang",56,56,"55+",2008-05-26 00:00:00.000,17,"Active"
13882,329,"AW00013882","","Mariah","","Russell",False,1967-10-16 00:00:00.000,"S","","F","mariah24@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",1,1,"2292 Springlake Drive","","403-555-0138",2007-02-13 00:00:00.000,"2-5 Miles","Mariah Russell",55,54,"45-54",2007-08-09 00:00:00.000,6,"Active"
13883,337,"AW00013883","","Brandon","","Lal",False,1967-04-17 00:00:00.000,"S","","M","brandon26@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",1,1,"3577 Pembroke Court","","445-555-0135",2007-02-19 00:00:00.000,"2-5 Miles","Brandon Lal",55,55,"55+",2007-08-03 00:00:00.000,6,"Active"
13884,609,"AW00013884","","Jada","","Rogers",False,1967-06-01 00:00:00.000,"S","","F","jada11@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"8175 Tri-state Ave.","","918-555-0112",2007-02-10 00:00:00.000,"2-5 Miles","Jada Rogers",55,55,"55+",2007-08-15 00:00:00.000,6,"Active"
13914,307,"AW00013914","","Abigail","","Bell",False,1964-10-23 00:00:00.000,"M","","F","abigail9@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"7985 Center Street","","599-555-0155",2007-10-28 00:00:00.000,"0-1 Miles","Abigail Bell",58,57,"55+",2007-10-28 00:00:00.000,0,"Active"
13924,359,"AW00013924","","Hannah","","Hall",False,1968-03-13 00:00:00.000,"S","","F","hannah22@adventure-works.com",60000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",1,1,"1562 Petarct","","762-555-0116",2007-12-30 00:00:00.000,"2-5 Miles","Hannah Hall",54,54,"45-54",2007-12-30 00:00:00.000,0,"Active"
14580,347,"AW00014580","","Kyle","","Diaz",False,1967-03-17 00:00:00.000,"S","","M","kyle17@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"6299 Elmonte Drive","","948-555-0151",2005-09-16 00:00:00.000,"2-5 Miles","Kyle Diaz",55,55,"55+",2008-01-02 00:00:00.000,28,"Active"
14617,614,"AW00014617","","Aaron","","Flores",False,1963-02-03 00:00:00.000,"S","","M","aaron11@adventure-works.com",60000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"8225 Northridge Road","","831-555-0184",2005-11-12 00:00:00.000,"0-1 Miles","Aaron Flores",59,59,"55+",2008-01-14 00:00:00.000,26,"Active"
15520,312,"AW00015520","","Desiree","","Navarro",False,1965-06-19 00:00:00.000,"S","","F","desiree6@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"611 Hilltop Dr.","","489-555-0112",2007-01-08 00:00:00.000,"0-1 Miles","Desiree Navarro",57,57,"55+",2008-06-18 00:00:00.000,17,"Active"
15523,627,"AW00015523","","Jonathan","","Yang",False,1964-02-08 00:00:00.000,"S","","M","jonathan26@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",1,1,"1481 Bent Street","","114-555-0137",2007-02-08 00:00:00.000,"2-5 Miles","Jonathan Yang",58,58,"55+",2008-06-28 00:00:00.000,16,"Active"
15788,35,"AW00015788","","Barbara","","Li",False,1966-03-18 00:00:00.000,"S","","F","barbara13@adventure-works.com",100000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"4334 Contra Costa Blvd.","","1 (11) 500 555-0145",2007-06-20 00:00:00.000,"2-5 Miles","Barbara Li",56,56,"55+",2008-05-05 00:00:00.000,11,"Active"
16131,301,"AW00016131","","Albert","","Romero",False,1960-05-14 00:00:00.000,"S","","M","albert11@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"45 Linton Terr.","","444-555-0178",2008-05-08 00:00:00.000,"2-5 Miles","Albert Romero",62,62,"55+",2008-05-08 00:00:00.000,0,"Active"
17607,302,"AW00017607","","Frederick","","Gonzalez",False,1965-04-15 00:00:00.000,"S","","M","frederick15@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"6569 Endriss","","816-555-0173",2008-03-02 00:00:00.000,"2-5 Miles","Frederick Gonzalez",57,57,"55+",2008-03-02 00:00:00.000,0,"Active"
17609,300,"AW00017609","","Charles","","Davis",False,1965-07-05 00:00:00.000,"S","","M","charles8@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"2678 Village Pl","","952-555-0176",2008-02-02 00:00:00.000,"0-1 Miles","Charles Davis",57,57,"55+",2008-02-02 00:00:00.000,0,"Active"
17863,335,"AW00017863","","Bailey","","Cooper",False,1960-04-19 00:00:00.000,"S","","F","bailey15@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",1,1,"4666 Sierra Ridge","","376-555-0111",2008-03-04 00:00:00.000,"2-5 Miles","Bailey Cooper",62,62,"55+",2008-03-04 00:00:00.000,0,"Active"
18053,494,"AW00018053","","Stefanie","","Smith",False,1960-10-07 00:00:00.000,"S","","F","stefanie5@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"3605 Sinclair Ave.","","172-555-0113",2007-08-15 00:00:00.000,"2-5 Miles","Stefanie Smith",62,61,"55+",2007-08-15 00:00:00.000,0,"Active"
18054,49,"AW00018054","","Jake","","Zeng",False,1960-10-06 00:00:00.000,"S","","M","jake20@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"4058 First Ave","","987-555-0118",2007-10-25 00:00:00.000,"0-1 Miles","Jake Zeng",62,61,"55+",2008-04-12 00:00:00.000,6,"Active"
18282,23,"AW00018282","","Candace","","Kapoor",False,1966-12-07 00:00:00.000,"S","","F","candace0@adventure-works.com",100000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"7459 D Apling Court","","1 (11) 500 555-0190",2007-08-17 00:00:00.000,"5-10 Miles","Candace Kapoor",56,55,"55+",2008-03-20 00:00:00.000,7,"Active"
18284,31,"AW00018284","","Carl","","Deng",False,1966-07-26 00:00:00.000,"S","","M","carl1@adventure-works.com",100000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"7523 Cordoba Way","","1 (11) 500 555-0150",2005-12-14 00:00:00.000,"2-5 Miles","Carl Deng",56,55,"55+",2007-08-30 00:00:00.000,20,"Active"
18587,612,"AW00018587","","Monica","","Arun",False,1965-08-04 00:00:00.000,"S","","F","monica7@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"1747 Corte Segundo","","943-555-0153",2008-04-19 00:00:00.000,"2-5 Miles","Monica Arun",57,56,"55+",2008-04-19 00:00:00.000,0,"Active"
18588,637,"AW00018588","","Isabella","","Rogers",False,1965-11-18 00:00:00.000,"S","","F","isabella84@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"1946 Valley Crest Drive","","199-555-0140",2008-04-05 00:00:00.000,"2-5 Miles","Isabella Rogers",57,56,"55+",2008-04-05 00:00:00.000,0,"Active"
18589,611,"AW00018589","","Anna","","Stewart",False,1965-07-05 00:00:00.000,"S","","F","anna2@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"2482 Buckingham Dr.","","680-555-0159",2008-05-18 00:00:00.000,"0-1 Miles","Anna Stewart",57,57,"55+",2008-05-18 00:00:00.000,0,"Active"
18598,358,"AW00018598","","Norimichi","","Yonekura",False,1964-03-19 00:00:00.000,"S","","M","norimichi0@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"6130 Alderwood Lane","","399-555-0174",2008-05-19 00:00:00.000,"0-1 Miles","Norimichi Yonekura",58,58,"55+",2008-05-19 00:00:00.000,0,"Active"
19131,609,"AW00019131","","Mason","","Blue",False,1967-10-26 00:00:00.000,"S","","M","mason13@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"2225 Ashford Court","","282-555-0154",2008-06-14 00:00:00.000,"2-5 Miles","Mason Blue",55,54,"45-54",2008-06-14 00:00:00.000,0,"Active"
19160,345,"AW00019160","","Sara","","Perez",False,1963-03-25 00:00:00.000,"S","","F","sara38@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"9121 Monte Cresta Avenue","","516-555-0128",2007-07-23 00:00:00.000,"0-1 Miles","Sara Perez",59,59,"55+",2007-07-23 00:00:00.000,0,"Inactive"
19525,68,"AW00019525","","Hannah","","Flores",False,1960-05-24 00:00:00.000,"S","","F","hannah34@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"1191 Rhoda Way","","607-555-0157",2008-03-13 00:00:00.000,"2-5 Miles","Hannah Flores",62,62,"55+",2008-07-06 00:00:00.000,4,"Active"
19602,8,"AW00019602","","Stanley","","Madan",False,1966-04-11 00:00:00.000,"S","","M","stanley8@adventure-works.com",100000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",1,1,"8521 Knewal Rd","","1 (11) 500 555-0116",2006-02-24 00:00:00.000,"2-5 Miles","Stanley Madan",56,56,"55+",2007-11-30 00:00:00.000,21,"Active"
20016,552,"AW00020016","","Katherine","","Kelly",False,1965-08-04 00:00:00.000,"S","","F","katherine23@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"1747 Corte Segundo","","559-555-0188",2008-02-12 00:00:00.000,"2-5 Miles","Katherine Kelly",57,56,"55+",2008-02-12 00:00:00.000,0,"Active"
20024,335,"AW00020024","","Fernando","","Miller",False,1964-11-10 00:00:00.000,"S","","M","fernando6@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",1,1,"9736 Montana","","666-555-0155",2007-11-01 00:00:00.000,"2-5 Miles","Fernando Miller",58,57,"55+",2007-11-01 00:00:00.000,0,"Active"
20026,648,"AW00020026","","Jasmine","","Richardson",False,1964-07-24 00:00:00.000,"S","","F","jasmine29@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"8929 Dayton Court","","514-555-0131",2007-11-21 00:00:00.000,"0-1 Miles","Jasmine Richardson",58,58,"55+",2007-11-21 00:00:00.000,0,"Active"
20246,25,"AW00020246","","Mindy","","Xu",False,1966-02-19 00:00:00.000,"M","","F","mindy9@adventure-works.com",100000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"4144 Show Rd.","","1 (11) 500 555-0155",2006-04-02 00:00:00.000,"2-5 Miles","Mindy Xu",56,56,"55+",2008-01-01 00:00:00.000,21,"Active"
20685,298,"AW00020685","","Mariah","","Powell",False,1965-01-01 00:00:00.000,"M","","F","mariah13@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"6011 Lindenwood Drive","","395-555-0118",2008-02-28 00:00:00.000,"0-1 Miles","Mariah Powell",57,57,"55+",2008-02-28 00:00:00.000,0,"Active"
20686,338,"AW00020686","","Lucas","","Nelson",False,1965-04-07 00:00:00.000,"S","","M","lucas1@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",1,1,"8634 Valley Blvd.","","152-555-0143",2008-02-05 00:00:00.000,"2-5 Miles","Lucas Nelson",57,57,"55+",2008-02-05 00:00:00.000,0,"Active"
20687,542,"AW00020687","","Rebecca","","Campbell",False,1965-02-04 00:00:00.000,"S","","F","rebecca9@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"9750 W. Watson Court","","318-555-0114",2008-04-27 00:00:00.000,"2-5 Miles","Rebecca Campbell",57,57,"55+",2008-04-27 00:00:00.000,0,"Active"
21145,302,"AW00021145","","Mindy","","Lal",False,1960-06-02 00:00:00.000,"M","","F","mindy13@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"9639 M St.","","802-555-0155",2008-05-03 00:00:00.000,"0-1 Miles","Mindy Lal",62,62,"55+",2008-05-03 00:00:00.000,0,"Active"
22274,642,"AW00022274","","Adam","","Chen",False,1965-09-18 00:00:00.000,"S","","M","adam22@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",1,1,"2489 Teakwood Drive","","624-555-0118",2007-07-25 00:00:00.000,"2-5 Miles","Adam Chen",57,56,"55+",2007-07-25 00:00:00.000,0,"Inactive"
22282,542,"AW00022282","","Jonathan","","Hughes",False,1964-01-27 00:00:00.000,"S","","M","jonathan11@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"6706 Ridgeview Dr","","847-555-0120",2007-08-03 00:00:00.000,"0-1 Miles","Jonathan Hughes",58,58,"55+",2007-08-03 00:00:00.000,0,"Active"
23171,312,"AW00023171","","Ethan","","Griffin",False,1967-12-28 00:00:00.000,"M","","M","ethan17@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"8991 Temple Court","","669-555-0149",2007-11-08 00:00:00.000,"0-1 Miles","Ethan Griffin",55,54,"45-54",2007-11-08 00:00:00.000,0,"Active"
23191,612,"AW00023191","","Gilbert","","Raji",False,1965-11-11 00:00:00.000,"S","","M","gilbert41@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"1710 Bouncing Road","","502-555-0176",2008-01-16 00:00:00.000,"2-5 Miles","Gilbert Raji",57,56,"55+",2008-01-16 00:00:00.000,0,"Active"
23205,301,"AW00023205","","Katherine","","Sanders",False,1964-08-25 00:00:00.000,"S","","F","katherine24@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"5205 Sunview Terrace","","942-555-0165",2007-11-10 00:00:00.000,"2-5 Miles","Katherine Sanders",58,57,"55+",2007-11-10 00:00:00.000,0,"Active"
23365,302,"AW00023365","","Vanessa","","Flores",False,1964-10-23 00:00:00.000,"S","","F","vanessa13@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",1,1,"805 Seawind Dr","","134-555-0140",2008-03-09 00:00:00.000,"2-5 Miles","Vanessa Flores",58,57,"55+",2008-03-09 00:00:00.000,0,"Active"
23388,316,"AW00023388","","Ana","","Henderson",False,1960-09-27 00:00:00.000,"S","","F","ana5@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"5464 Muy Verde Cr","","730-555-0116",2008-06-08 00:00:00.000,"2-5 Miles","Ana Henderson",62,61,"55+",2008-06-08 00:00:00.000,0,"Active"
23389,539,"AW00023389","","Jack","","Perry",False,1960-09-25 00:00:00.000,"M","","M","jack8@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"1601 Crown Court","","123-555-0114",2007-10-31 00:00:00.000,"0-1 Miles","Jack Perry",62,61,"55+",2007-10-31 00:00:00.000,0,"Active"
23863,322,"AW00023863","","Christian","","Williams",False,1967-04-08 00:00:00.000,"S","","M","christian32@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"376 Amador Valley Blvd.","","559-555-0188",2007-12-12 00:00:00.000,"0-1 Miles","Christian Williams",55,55,"55+",2007-12-12 00:00:00.000,0,"Active"
23896,631,"AW00023896","","Megan","","Peterson",False,1964-07-21 00:00:00.000,"S","","F","megan42@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"5553 Kahrs Avenue","","140-555-0111",2008-06-17 00:00:00.000,"0-1 Miles","Megan Peterson",58,58,"55+",2008-06-17 00:00:00.000,0,"Active"
24321,635,"AW00024321","","Gabriel","","Scott",False,1964-02-10 00:00:00.000,"S","","M","gabriel43@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"8859 Reliz Valley Road","","464-555-0121",2008-06-08 00:00:00.000,"0-1 Miles","Gabriel Scott",58,58,"55+",2008-06-08 00:00:00.000,0,"Active"
25091,311,"AW00025091","","Jessie","","Zeng",False,1960-01-11 00:00:00.000,"S","","M","jessie28@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"8308 Fox Way","","466-555-0118",2007-10-09 00:00:00.000,"0-1 Miles","Jessie Zeng",62,62,"55+",2007-10-09 00:00:00.000,0,"Active"
25411,345,"AW00025411","","Riley","","Flores",False,1967-02-25 00:00:00.000,"S","","F","riley10@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"5407 Oakgrove","","537-555-0113",2007-12-11 00:00:00.000,"2-5 Miles","Riley Flores",55,55,"55+",2007-12-11 00:00:00.000,0,"Active"
25433,62,"AW00025433","","Zachary","","Kumar",False,1965-11-05 00:00:00.000,"S","","M","zachary26@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"1907 Pinecrest Dr","","924-555-0122",2008-05-04 00:00:00.000,"2-5 Miles","Zachary Kumar",57,56,"55+",2008-05-04 00:00:00.000,0,"Active"
26000,369,"AW00026000","","Connor","","Lopez",False,1960-10-05 00:00:00.000,"S","","M","connor40@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"9073 Mayda Way","","666-555-0112",2007-12-03 00:00:00.000,"0-1 Miles","Connor Lopez",62,61,"55+",2007-12-03 00:00:00.000,0,"Active"
26322,618,"AW00026322","","Justin","","Zhang",False,1967-09-14 00:00:00.000,"S","","M","justin21@adventure-works.com",40000,0,0,"Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre",0,1,"4250 Park Tree Ct","","431-555-0179",2006-09-23 00:00:00.000,"2-5 Miles","Justin Zhang",55,54,"45-54",2007-08-31 00:00:00.000,11,"Active"
