CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,TotalChildren,EducationLevel,Occupation,HomeOwner,Annual Income,Full Name,Email Username,Email Domain,Age,BirthYear,IncomeLevel,BirthYear_CC,CurrentAge,Parent,FullName_CC
13927,"Mr.","Gabriel","Gonzales",1963-12-08 00:00:00.000,"S","M","gabriel14@adventure-works.com",0,"Bachelors","Professional","N",60000,"Mr. Gabriel Gonzales","gabriel14","adventure works",55,1963,"Average",1963,59,"No","Mr. Gabriel Gonzales"
13946,"Mr.","Jason","Powell",1959-07-26 00:00:00.000,"M","M","jason6@adventure-works.com",4,"Bachelors","Professional","Y",60000,"Mr. Jason Powell","jason6","adventure works",60,1959,"Average",1959,63,"Yes","Mr. Jason Powell"
13967,"Mr.","Glenn","Zhang",1965-01-23 00:00:00.000,"S","M","glenn1@adventure-works.com",3,"Bachelors","Professional","Y",60000,"Mr. Glenn Zhang","glenn1","adventure works",54,1965,"Average",1965,57,"Yes","Mr. Glenn Zhang"
13975,"Mr.","Johnny","Raje",1964-03-27 00:00:00.000,"S","M","johnny15@adventure-works.com",4,"Bachelors","Professional","Y",60000,"Mr. Johnny Raje","johnny15","adventure works",55,1964,"Average",1964,58,"Yes","Mr. Johnny Raje"
14048,"Mr.","Wyatt","Mitchell",1962-04-03 00:00:00.000,"M","M","wyatt40@adventure-works.com",1,"Bachelors","Professional","Y",60000,"Mr. Wyatt Mitchell","wyatt40","adventure works",57,1962,"Average",1962,60,"Yes","Mr. Wyatt Mitchell"
14209,"Mr.","Craig","Ramos",1975-04-09 00:00:00.000,"M","M","craig16@adventure-works.com",0,"Bachelors","Professional","Y",60000,"Mr. Craig Ramos","craig16","adventure works",44,1975,"Average",1975,47,"No","Mr. Craig Ramos"
14305,"Mr.","Brendan","Shen",1962-07-11 00:00:00.000,"M","M","brendan2@adventure-works.com",1,"Bachelors","Professional","Y",60000,"Mr. Brendan Shen","brendan2","adventure works",57,1962,"Average",1962,60,"Yes","Mr. Brendan Shen"
14612,"Mr.","Ernest","Zhang",1963-07-20 00:00:00.000,"M","M","ernest0@adventure-works.com",4,"Bachelors","Professional","Y",60000,"Mr. Ernest Zhang","ernest0","adventure works",56,1963,"Average",1963,59,"Yes","Mr. Ernest Zhang"
14613,"Mr.","Glenn","Huang",1963-08-09 00:00:00.000,"M","M","glenn6@adventure-works.com",4,"Bachelors","Professional","Y",60000,"Mr. Glenn Huang","glenn6","adventure works",56,1963,"Average",1963,59,"Yes","Mr. Glenn Huang"
14614,"Mr.","Dylan","Bryant",1968-02-11 00:00:00.000,"S","M","dylan17@adventure-works.com",0,"Bachelors","Professional","N",60000,"Mr. Dylan Bryant","dylan17","adventure works",51,1968,"Average",1968,54,"No","Mr. Dylan Bryant"
14617,"Mr.","Aaron","Flores",1963-02-03 00:00:00.000,"S","M","aaron11@adventure-works.com",0,"Bachelors","Professional","N",60000,"Mr. Aaron Flores","aaron11","adventure works",56,1963,"Average",1963,59,"No","Mr. Aaron Flores"
14654,"Mr.","Kyle","Collins",1959-08-14 00:00:00.000,"M","M","kyle32@adventure-works.com",4,"Bachelors","Professional","Y",60000,"Mr. Kyle Collins","kyle32","adventure works",60,1959,"Average",1959,63,"Yes","Mr. Kyle Collins"
14659,"Mr.","Zachary","Harris",1958-01-20 00:00:00.000,"M","M","zachary44@adventure-works.com",1,"Bachelors","Professional","Y",60000,"Mr. Zachary Harris","zachary44","adventure works",61,1958,"Average",1958,64,"Yes","Mr. Zachary Harris"
14662,"Mr.","Jack","Ross",1958-05-09 00:00:00.000,"M","M","jack4@adventure-works.com",1,"Bachelors","Professional","Y",60000,"Mr. Jack Ross","jack4","adventure works",61,1958,"Average",1958,64,"Yes","Mr. Jack Ross"
14684,"Mr.","James","Zhang",1964-12-14 00:00:00.000,"M","M","james39@adventure-works.com",3,"Bachelors","Professional","Y",60000,"Mr. James Zhang","james39","adventure works",54,1964,"Average",1964,58,"Yes","Mr. James Zhang"
14685,"Mr.","Lawrence","Ortega",1963-09-17 00:00:00.000,"S","M","lawrence21@adventure-works.com",3,"Bachelors","Professional","N",60000,"Mr. Lawrence Ortega","lawrence21","adventure works",56,1963,"Average",1963,59,"Yes","Mr. Lawrence Ortega"
15209,"Mr.","Frank","Romero",1962-07-20 00:00:00.000,"M","M","frank16@adventure-works.com",1,"Bachelors","Professional","Y",60000,"Mr. Frank Romero","frank16","adventure works",57,1962,"Average",1962,60,"Yes","Mr. Frank Romero"
15210,"Mr.","Kurt","Raje",1962-12-26 00:00:00.000,"S","M","kurt14@adventure-works.com",1,"Bachelors","Professional","Y",60000,"Mr. Kurt Raje","kurt14","adventure works",56,1962,"Average",1962,60,"Yes","Mr. Kurt Raje"
15212,"Mr.","Marcus","Henderson",1961-07-14 00:00:00.000,"M","M","marcus54@adventure-works.com",1,"Bachelors","Professional","Y",60000,"Mr. Marcus Henderson","marcus54","adventure works",58,1961,"Average",1961,61,"Yes","Mr. Marcus Henderson"
15528,"Mr.","Lucas","Ramirez",1963-04-07 00:00:00.000,"M","M","lucas79@adventure-works.com",4,"Bachelors","Professional","Y",60000,"Mr. Lucas Ramirez","lucas79","adventure works",56,1963,"Average",1963,59,"Yes","Mr. Lucas Ramirez"
15529,"Mr.","Jason","Allen",1963-07-05 00:00:00.000,"M","M","jason50@adventure-works.com",4,"Bachelors","Professional","Y",60000,"Mr. Jason Allen","jason50","adventure works",56,1963,"Average",1963,59,"Yes","Mr. Jason Allen"
15531,"Mr.","Calvin","Raji",1963-06-14 00:00:00.000,"M","M","calvin20@adventure-works.com",4,"Bachelors","Professional","Y",60000,"Mr. Calvin Raji","calvin20","adventure works",56,1963,"Average",1963,59,"Yes","Mr. Calvin Raji"
15532,"Mr.","Marshall","Jai",1963-02-04 00:00:00.000,"S","M","marshall32@adventure-works.com",4,"Bachelors","Professional","Y",60000,"Mr. Marshall Jai","marshall32","adventure works",56,1963,"Average",1963,59,"Yes","Mr. Marshall Jai"
15559,"Mr.","Devin","Flores",1959-05-26 00:00:00.000,"M","M","devin51@adventure-works.com",5,"Bachelors","Professional","Y",60000,"Mr. Devin Flores","devin51","adventure works",60,1959,"Average",1959,63,"Yes","Mr. Devin Flores"
15561,"Mr.","Angel","Young",1959-01-28 00:00:00.000,"S","M","angel40@adventure-works.com",4,"Bachelors","Professional","Y",60000,"Mr. Angel Young","angel40","adventure works",60,1959,"Average",1959,63,"Yes","Mr. Angel Young"
15563,"Mr.","Luke","Lopez",1959-07-14 00:00:00.000,"M","M","luke44@adventure-works.com",4,"Bachelors","Professional","Y",60000,"Mr. Luke Lopez","luke44","adventure works",60,1959,"Average",1959,63,"Yes","Mr. Luke Lopez"
15564,"Mr.","Eduardo","Hughes",1959-02-25 00:00:00.000,"M","M","eduardo56@adventure-works.com",4,"Bachelors","Professional","N",60000,"Mr. Eduardo Hughes","eduardo56","adventure works",60,1959,"Average",1959,63,"Yes","Mr. Eduardo Hughes"
15571,"Mr.","Angel","Allen",1958-09-10 00:00:00.000,"S","M","angel39@adventure-works.com",1,"Bachelors","Professional","Y",60000,"Mr. Angel Allen","angel39","adventure works",61,1958,"Average",1958,64,"Yes","Mr. Angel Allen"
15599,"Mr.","Darryl","Ma",1965-05-21 00:00:00.000,"S","M","darryl15@adventure-works.com",3,"Bachelors","Professional","Y",60000,"Mr. Darryl Ma","darryl15","adventure works",54,1965,"Average",1965,57,"Yes","Mr. Darryl Ma"
15603,"Mr.","Philip","Blanco",1964-09-05 00:00:00.000,"M","M","philip15@adventure-works.com",3,"Bachelors","Professional","Y",60000,"Mr. Philip Blanco","philip15","adventure works",55,1964,"Average",1964,58,"Yes","Mr. Philip Blanco"
15604,"Mr.","Clifford","Prasad",1964-12-14 00:00:00.000,"M","M","clifford9@adventure-works.com",4,"Bachelors","Professional","Y",60000,"Mr. Clifford Prasad","clifford9","adventure works",54,1964,"Average",1964,58,"Yes","Mr. Clifford Prasad"
15605,"Mr.","Alan","Yang",1964-08-24 00:00:00.000,"M","M","alan9@adventure-works.com",4,"Bachelors","Professional","N",60000,"Mr. Alan Yang","alan9","adventure works",55,1964,"Average",1964,58,"Yes","Mr. Alan Yang"
15606,"Mr.","Marco","Prasad",1964-12-11 00:00:00.000,"M","M","marco10@adventure-works.com",4,"Bachelors","Professional","Y",60000,"Mr. Marco Prasad","marco10","adventure works",54,1964,"Average",1964,58,"Yes","Mr. Marco Prasad"
16149,"Mr.","Dalton","Perry",1958-03-01 00:00:00.000,"S","M","dalton53@adventure-works.com",3,"Bachelors","Professional","Y",60000,"Mr. Dalton Perry","dalton53","adventure works",61,1958,"Average",1958,64,"Yes","Mr. Dalton Perry"
16175,"Mr.","Tony","Shan",1965-09-05 00:00:00.000,"S","M","tony13@adventure-works.com",3,"Bachelors","Professional","N",60000,"Mr. Tony Shan","tony13","adventure works",54,1965,"Average",1965,57,"Yes","Mr. Tony Shan"
16182,"Mr.","Louis","Sun",1964-04-21 00:00:00.000,"M","M","louis7@adventure-works.com",3,"Bachelors","Professional","Y",60000,"Mr. Louis Sun","louis7","adventure works",55,1964,"Average",1964,58,"Yes","Mr. Louis Sun"
16185,"Mr.","Grant","Raji",1964-12-13 00:00:00.000,"S","M","grant23@adventure-works.com",4,"Bachelors","Professional","Y",60000,"Mr. Grant Raji","grant23","adventure works",54,1964,"Average",1964,58,"Yes","Mr. Grant Raji"
16684,"Mr.","Joel","Perez",1962-11-18 00:00:00.000,"M","M","joel20@adventure-works.com",1,"Bachelors","Professional","Y",60000,"Mr. Joel Perez","joel20","adventure works",56,1962,"Average",1962,60,"Yes","Mr. Joel Perez"
17035,"Mr.","Jordan","Flores",1959-10-22 00:00:00.000,"M","M","jordan9@adventure-works.com",4,"Bachelors","Professional","Y",60000,"Mr. Jordan Flores","jordan9","adventure works",59,1959,"Average",1959,63,"Yes","Mr. Jordan Flores"
17040,"Mr.","Adam","Henderson",1958-08-27 00:00:00.000,"M","M","adam3@adventure-works.com",1,"Bachelors","Professional","Y",60000,"Mr. Adam Henderson","adam3","adventure works",61,1958,"Average",1958,64,"Yes","Mr. Adam Henderson"
17041,"Mr.","Connor","Perry",1958-05-14 00:00:00.000,"M","M","connor4@adventure-works.com",1,"Bachelors","Professional","Y",60000,"Mr. Connor Perry","connor4","adventure works",61,1958,"Average",1958,64,"Yes","Mr. Connor Perry"
17042,"Mr.","Tyler","Jackson",1958-10-24 00:00:00.000,"M","M","tyler0@adventure-works.com",1,"Bachelors","Professional","Y",60000,"Mr. Tyler Jackson","tyler0","adventure works",60,1958,"Average",1958,64,"Yes","Mr. Tyler Jackson"
17073,"Mr.","Jonathon","Carlson",1964-03-15 00:00:00.000,"M","M","jonathon14@adventure-works.com",3,"Bachelors","Professional","Y",60000,"Mr. Jonathon Carlson","jonathon14","adventure works",55,1964,"Average",1964,58,"Yes","Mr. Jonathon Carlson"
17074,"Mr.","Ruben","Malhotra",1964-02-24 00:00:00.000,"M","M","ruben5@adventure-works.com",4,"Bachelors","Professional","Y",60000,"Mr. Ruben Malhotra","ruben5","adventure works",55,1964,"Average",1964,58,"Yes","Mr. Ruben Malhotra"
17076,"Mr.","Neil","Serrano",1963-11-22 00:00:00.000,"M","M","neil15@adventure-works.com",5,"Bachelors","Professional","Y",60000,"Mr. Neil Serrano","neil15","adventure works",55,1963,"Average",1963,59,"Yes","Mr. Neil Serrano"
17077,"Mr.","Ronald","Raman",1963-02-28 00:00:00.000,"S","M","ronald14@adventure-works.com",3,"Bachelors","Professional","N",60000,"Mr. Ronald Raman","ronald14","adventure works",56,1963,"Average",1963,59,"Yes","Mr. Ronald Raman"
17269,"Mr.","Kevin","Russell",1958-11-14 00:00:00.000,"S","M","kevin22@adventure-works.com",3,"Bachelors","Professional","N",60000,"Mr. Kevin Russell","kevin22","adventure works",60,1958,"Average",1958,64,"Yes","Mr. Kevin Russell"
17270,"Mr.","Jack","Parker",1958-04-02 00:00:00.000,"S","M","jack34@adventure-works.com",3,"Bachelors","Professional","N",60000,"Mr. Jack Parker","jack34","adventure works",61,1958,"Average",1958,64,"Yes","Mr. Jack Parker"
17301,"Mr.","Nicolas","Raji",1964-04-02 00:00:00.000,"S","M","nicolas19@adventure-works.com",0,"Bachelors","Professional","Y",60000,"Mr. Nicolas Raji","nicolas19","adventure works",55,1964,"Average",1964,58,"No","Mr. Nicolas Raji"
17303,"Mr.","Terrence","Tang",1964-10-18 00:00:00.000,"M","M","terrence4@adventure-works.com",3,"Bachelors","Professional","Y",60000,"Mr. Terrence Tang","terrence4","adventure works",54,1964,"Average",1964,58,"Yes","Mr. Terrence Tang"
17305,"Mr.","Neil","Torres",1963-03-07 00:00:00.000,"M","M","neil11@adventure-works.com",3,"Bachelors","Professional","Y",60000,"Mr. Neil Torres","neil11","adventure works",56,1963,"Average",1963,59,"Yes","Mr. Neil Torres"
17306,"Mr.","Edgar","Prasad",1963-01-13 00:00:00.000,"S","M","edgar10@adventure-works.com",3,"Bachelors","Professional","N",60000,"Mr. Edgar Prasad","edgar10","adventure works",56,1963,"Average",1963,59,"Yes","Mr. Edgar Prasad"
18188,"Mr.","Jeffery","Wang",1975-03-13 00:00:00.000,"M","M","jeffery1@adventure-works.com",0,"Bachelors","Professional","Y",60000,"Mr. Jeffery Wang","jeffery1","adventure works",44,1975,"Average",1975,47,"No","Mr. Jeffery Wang"
18256,"Mr.","Gilbert","Cai",1965-07-20 00:00:00.000,"M","M","gilbert19@adventure-works.com",3,"Bachelors","Professional","Y",60000,"Mr. Gilbert Cai","gilbert19","adventure works",54,1965,"Average",1965,57,"Yes","Mr. Gilbert Cai"
18264,"Mr.","Jeffery","Ma",1964-06-05 00:00:00.000,"S","M","jeffery15@adventure-works.com",4,"Bachelors","Professional","Y",60000,"Mr. Jeffery Ma","jeffery15","adventure works",55,1964,"Average",1964,58,"Yes","Mr. Jeffery Ma"
18267,"Mr.","Brad","Jai",1963-05-23 00:00:00.000,"M","M","brad11@adventure-works.com",3,"Bachelors","Professional","Y",60000,"Mr. Brad Jai","brad11","adventure works",56,1963,"Average",1963,59,"Yes","Mr. Brad Jai"
18268,"Mr.","Preston","Chapman",1963-01-27 00:00:00.000,"M","M","preston2@adventure-works.com",3,"Bachelors","Professional","Y",60000,"Mr. Preston Chapman","preston2","adventure works",56,1963,"Average",1963,59,"Yes","Mr. Preston Chapman"
18277,"Mr.","Terry","Lal",1962-09-14 00:00:00.000,"M","M","terry12@adventure-works.com",1,"Bachelors","Professional","Y",60000,"Mr. Terry Lal","terry12","adventure works",57,1962,"Average",1962,60,"Yes","Mr. Terry Lal"
18715,"Mr.","Rafael","Rai",1965-09-25 00:00:00.000,"M","M","rafael41@adventure-works.com",3,"Bachelors","Professional","Y",60000,"Mr. Rafael Rai","rafael41","adventure works",54,1965,"Average",1965,57,"Yes","Mr. Rafael Rai"
18719,"Mr.","Alberto","Suarez",1964-10-20 00:00:00.000,"M","M","alberto18@adventure-works.com",4,"Bachelors","Professional","Y",60000,"Mr. Alberto Suarez","alberto18","adventure works",54,1964,"Average",1964,58,"Yes","Mr. Alberto Suarez"
18721,"Mr.","Andy","Gomez",1963-06-05 00:00:00.000,"S","M","andy6@adventure-works.com",3,"Bachelors","Professional","N",60000,"Mr. Andy Gomez","andy6","adventure works",56,1963,"Average",1963,59,"Yes","Mr. Andy Gomez"
18722,"Mr.","Jonathon","Navarro",1963-07-19 00:00:00.000,"S","M","jonathon7@adventure-works.com",3,"Bachelors","Professional","Y",60000,"Mr. Jonathon Navarro","jonathon7","adventure works",56,1963,"Average",1963,59,"Yes","Mr. Jonathon Navarro"
19413,"Mr.","Xavier","Kelly",1958-09-05 00:00:00.000,"S","M","xavier68@adventure-works.com",3,"Bachelors","Professional","N",60000,"Mr. Xavier Kelly","xavier68","adventure works",61,1958,"Average",1958,64,"Yes","Mr. Xavier Kelly"
19545,"Mr.","Garrett","Watson",1958-10-22 00:00:00.000,"S","M","garrett4@adventure-works.com",1,"Bachelors","Professional","Y",60000,"Mr. Garrett Watson","garrett4","adventure works",60,1958,"Average",1958,64,"Yes","Mr. Garrett Watson"
19546,"Mr.","Angel","Campbell",1958-06-09 00:00:00.000,"S","M","angel29@adventure-works.com",1,"Bachelors","Professional","Y",60000,"Mr. Angel Campbell","angel29","adventure works",61,1958,"Average",1958,64,"Yes","Mr. Angel Campbell"
19549,"Mr.","Kevin","Sharma",1958-08-21 00:00:00.000,"M","M","kevin33@adventure-works.com",1,"Bachelors","Professional","Y",60000,"Mr. Kevin Sharma","kevin33","adventure works",61,1958,"Average",1958,64,"Yes","Mr. Kevin Sharma"
19550,"Mr.","Lucas","Perez",1958-10-10 00:00:00.000,"M","M","lucas4@adventure-works.com",1,"Bachelors","Professional","Y",60000,"Mr. Lucas Perez","lucas4","adventure works",61,1958,"Average",1958,64,"Yes","Mr. Lucas Perez"
19578,"Mr.","Max","Rubio",1965-08-14 00:00:00.000,"M","M","max19@adventure-works.com",3,"Bachelors","Professional","Y",60000,"Mr. Max Rubio","max19","adventure works",54,1965,"Average",1965,57,"Yes","Mr. Max Rubio"
19580,"Mr.","Eddie","Sanz",1965-09-04 00:00:00.000,"M","M","eddie20@adventure-works.com",3,"Bachelors","Professional","Y",60000,"Mr. Eddie Sanz","eddie20","adventure works",54,1965,"Average",1965,57,"Yes","Mr. Eddie Sanz"
19589,"Mr.","Jake","Huang",1964-09-07 00:00:00.000,"M","M","jake6@adventure-works.com",3,"Bachelors","Professional","Y",60000,"Mr. Jake Huang","jake6","adventure works",55,1964,"Average",1964,58,"Yes","Mr. Jake Huang"
19590,"Mr.","Martin","Subram",1964-03-23 00:00:00.000,"M","M","martin18@adventure-works.com",4,"Bachelors","Professional","Y",60000,"Mr. Martin Subram","martin18","adventure works",55,1964,"Average",1964,58,"Yes","Mr. Martin Subram"
20205,"Mr.","Bryce","Cox",1958-02-08 00:00:00.000,"S","M","bryce9@adventure-works.com",3,"Bachelors","Professional","N",60000,"Mr. Bryce Cox","bryce9","adventure works",61,1958,"Average",1958,64,"Yes","Mr. Bryce Cox"
20207,"Mr.","Angel","Bailey",1958-04-25 00:00:00.000,"M","M","angel15@adventure-works.com",1,"Bachelors","Professional","Y",60000,"Mr. Angel Bailey","angel15","adventure works",61,1958,"Average",1958,64,"Yes","Mr. Angel Bailey"
20208,"Mr.","Austin","Hayes",1958-05-25 00:00:00.000,"M","M","austin19@adventure-works.com",1,"Bachelors","Professional","Y",60000,"Mr. Austin Hayes","austin19","adventure works",61,1958,"Average",1958,64,"Yes","Mr. Austin Hayes"
20230,"Mr.","Gary","Munoz",1965-04-12 00:00:00.000,"M","M","gary18@adventure-works.com",3,"Bachelors","Professional","Y",60000,"Mr. Gary Munoz","gary18","adventure works",54,1965,"Average",1965,57,"Yes","Mr. Gary Munoz"
20232,"Mr.","Franklin","Chande",1964-05-11 00:00:00.000,"M","M","franklin32@adventure-works.com",3,"Bachelors","Professional","Y",60000,"Mr. Franklin Chande","franklin32","adventure works",55,1964,"Average",1964,58,"Yes","Mr. Franklin Chande"
20234,"Mr.","Gerald","Mehta",1964-10-20 00:00:00.000,"S","M","gerald1@adventure-works.com",4,"Bachelors","Professional","Y",60000,"Mr. Gerald Mehta","gerald1","adventure works",54,1964,"Average",1964,58,"Yes","Mr. Gerald Mehta"
20235,"Mr.","Kenneth","Deng",1964-05-23 00:00:00.000,"S","M","kenneth2@adventure-works.com",4,"Bachelors","Professional","Y",60000,"Mr. Kenneth Deng","kenneth2","adventure works",55,1964,"Average",1964,58,"Yes","Mr. Kenneth Deng"
20236,"Mr.","Cesar","Chandra",1963-03-14 00:00:00.000,"S","M","cesar2@adventure-works.com",3,"Bachelors","Professional","N",60000,"Mr. Cesar Chandra","cesar2","adventure works",56,1963,"Average",1963,59,"Yes","Mr. Cesar Chandra"
20604,"Mr.","Harold","Martinez",1974-04-13 00:00:00.000,"S","M","harold15@adventure-works.com",0,"Bachelors","Professional","N",60000,"Mr. Harold Martinez","harold15","adventure works",45,1974,"Average",1974,48,"No","Mr. Harold Martinez"
21157,"Mr.","Robert","Perry",1959-04-20 00:00:00.000,"M","M","robert21@adventure-works.com",5,"Bachelors","Professional","Y",60000,"Mr. Robert Perry","robert21","adventure works",60,1959,"Average",1959,63,"Yes","Mr. Robert Perry"
21158,"Mr.","Trevor","Patterson",1959-07-19 00:00:00.000,"S","M","trevor10@adventure-works.com",4,"Bachelors","Professional","Y",60000,"Mr. Trevor Patterson","trevor10","adventure works",60,1959,"Average",1959,63,"Yes","Mr. Trevor Patterson"
21187,"Mr.","Darrell","Luo",1964-10-16 00:00:00.000,"M","M","darrell14@adventure-works.com",3,"Bachelors","Professional","Y",60000,"Mr. Darrell Luo","darrell14","adventure works",54,1964,"Average",1964,58,"Yes","Mr. Darrell Luo"
21188,"Mr.","Clifford","Sanchez",1964-07-19 00:00:00.000,"M","M","clifford19@adventure-works.com",4,"Bachelors","Professional","Y",60000,"Mr. Clifford Sanchez","clifford19","adventure works",55,1964,"Average",1964,58,"Yes","Mr. Clifford Sanchez"
21191,"Mr.","Willie","Lu",1962-01-23 00:00:00.000,"M","M","willie9@adventure-works.com",1,"Bachelors","Professional","Y",60000,"Mr. Willie Lu","willie9","adventure works",57,1962,"Average",1962,60,"Yes","Mr. Willie Lu"
21193,"Mr.","Philip","Hernandez",1962-01-15 00:00:00.000,"M","M","philip3@adventure-works.com",1,"Bachelors","Professional","Y",60000,"Mr. Philip Hernandez","philip3","adventure works",57,1962,"Average",1962,60,"Yes","Mr. Philip Hernandez"
21195,"Mr.","Rafael","Xu",1962-01-15 00:00:00.000,"M","M","rafael28@adventure-works.com",1,"Bachelors","Professional","Y",60000,"Mr. Rafael Xu","rafael28","adventure works",57,1962,"Average",1962,60,"Yes","Mr. Rafael Xu"
21551,"Mr.","Elijah","Butler",1975-08-20 00:00:00.000,"S","M","elijah18@adventure-works.com",0,"Bachelors","Professional","N",60000,"Mr. Elijah Butler","elijah18","adventure works",44,1975,"Average",1975,47,"No","Mr. Elijah Butler"
21871,"Mr.","Devin","Adams",1976-11-05 00:00:00.000,"S","M","devin29@adventure-works.com",0,"Bachelors","Professional","Y",60000,"Mr. Devin Adams","devin29","adventure works",42,1976,"Average",1976,46,"No","Mr. Devin Adams"
21971,"Mr.","Warren","Shan",1964-05-24 00:00:00.000,"M","M","warren41@adventure-works.com",4,"Bachelors","Professional","Y",60000,"Mr. Warren Shan","warren41","adventure works",55,1964,"Average",1964,58,"Yes","Mr. Warren Shan"
21975,"Mr.","Alfredo","Ruiz",1963-01-05 00:00:00.000,"M","M","alfredo3@adventure-works.com",5,"Bachelors","Professional","Y",60000,"Mr. Alfredo Ruiz","alfredo3","adventure works",56,1963,"Average",1963,59,"Yes","Mr. Alfredo Ruiz"
21979,"Mr.","Philip","Gutierrez",1962-09-16 00:00:00.000,"M","M","philip11@adventure-works.com",1,"Bachelors","Professional","Y",60000,"Mr. Philip Gutierrez","philip11","adventure works",57,1962,"Average",1962,60,"Yes","Mr. Philip Gutierrez"
22896,"Mr.","Logan","Miller",1958-03-19 00:00:00.000,"M","M","logan57@adventure-works.com",3,"Bachelors","Professional","Y",60000,"Mr. Logan Miller","logan57","adventure works",61,1958,"Average",1958,64,"Yes","Mr. Logan Miller"
22899,"Mr.","Charles","Carter",1958-05-21 00:00:00.000,"M","M","charles38@adventure-works.com",1,"Bachelors","Professional","Y",60000,"Mr. Charles Carter","charles38","adventure works",61,1958,"Average",1958,64,"Yes","Mr. Charles Carter"
22900,"Mr.","Hunter","Li",1958-12-06 00:00:00.000,"S","M","hunter21@adventure-works.com",1,"Bachelors","Professional","Y",60000,"Mr. Hunter Li","hunter21","adventure works",60,1958,"Average",1958,64,"Yes","Mr. Hunter Li"
22920,"Mr.","Calvin","Andersen",1965-02-25 00:00:00.000,"M","M","calvin12@adventure-works.com",3,"Bachelors","Professional","Y",60000,"Mr. Calvin Andersen","calvin12","adventure works",54,1965,"Average",1965,57,"Yes","Mr. Calvin Andersen"
22923,"Mr.","Mason","Lopez",1964-01-26 00:00:00.000,"M","M","mason33@adventure-works.com",3,"Bachelors","Professional","Y",60000,"Mr. Mason Lopez","mason33","adventure works",55,1964,"Average",1964,58,"Yes","Mr. Mason Lopez"
22926,"Mr.","Keith","Yuan",1963-02-08 00:00:00.000,"S","M","keith9@adventure-works.com",3,"Bachelors","Professional","Y",60000,"Mr. Keith Yuan","keith9","adventure works",56,1963,"Average",1963,59,"Yes","Mr. Keith Yuan"
22927,"Mr.","Jon","Guo",1963-02-03 00:00:00.000,"S","M","jon38@adventure-works.com",3,"Bachelors","Professional","N",60000,"Mr. Jon Guo","jon38","adventure works",56,1963,"Average",1963,59,"Yes","Mr. Jon Guo"
22937,"Mr.","Jose","Baker",1961-06-14 00:00:00.000,"S","M","jose52@adventure-works.com",1,"Bachelors","Professional","N",60000,"Mr. Jose Baker","jose52","adventure works",58,1961,"Average",1961,61,"Yes","Mr. Jose Baker"
23400,"Mr.","Andrew","Lee",1959-09-07 00:00:00.000,"M","M","andrew29@adventure-works.com",4,"Bachelors","Professional","Y",60000,"Mr. Andrew Lee","andrew29","adventure works",60,1959,"Average",1959,63,"Yes","Mr. Andrew Lee"
23401,"Mr.","Evan","Brooks",1959-03-17 00:00:00.000,"M","M","evan1@adventure-works.com",4,"Bachelors","Professional","Y",60000,"Mr. Evan Brooks","evan1","adventure works",60,1959,"Average",1959,63,"Yes","Mr. Evan Brooks"
23403,"Mr.","Justin","Powell",1958-02-07 00:00:00.000,"S","M","justin5@adventure-works.com",1,"Bachelors","Professional","N",60000,"Mr. Justin Powell","justin5","adventure works",61,1958,"Average",1958,64,"Yes","Mr. Justin Powell"
23523,"Mr.","Steve","Liu",1963-08-19 00:00:00.000,"S","M","steve8@adventure-works.com",3,"Bachelors","Professional","Y",60000,"Mr. Steve Liu","steve8","adventure works",56,1963,"Average",1963,59,"Yes","Mr. Steve Liu"
23524,"Mr.","Ronnie","Yang",1962-07-11 00:00:00.000,"S","M","ronnie4@adventure-works.com",1,"Bachelors","Professional","Y",60000,"Mr. Ronnie Yang","ronnie4","adventure works",57,1962,"Average",1962,60,"Yes","Mr. Ronnie Yang"
23525,"Mr.","Derrick","Rubio",1962-04-21 00:00:00.000,"M","M","derrick19@adventure-works.com",1,"Bachelors","Professional","Y",60000,"Mr. Derrick Rubio","derrick19","adventure works",57,1962,"Average",1962,60,"Yes","Mr. Derrick Rubio"
24357,"Mr.","Eric","Baker",1958-03-15 00:00:00.000,"M","M","eric50@adventure-works.com",3,"Bachelors","Professional","Y",60000,"Mr. Eric Baker","eric50","adventure works",61,1958,"Average",1958,64,"Yes","Mr. Eric Baker"
24358,"Mr.","Kevin","Green",1958-02-08 00:00:00.000,"M","M","kevin52@adventure-works.com",1,"Bachelors","Professional","Y",60000,"Mr. Kevin Green","kevin52","adventure works",61,1958,"Average",1958,64,"Yes","Mr. Kevin Green"
24359,"Mr.","Zachary","Shan",1958-08-05 00:00:00.000,"S","M","zachary0@adventure-works.com",1,"Bachelors","Professional","Y",60000,"Mr. Zachary Shan","zachary0","adventure works",61,1958,"Average",1958,64,"Yes","Mr. Zachary Shan"
24374,"Mr.","Eugene","Ma",1965-10-13 00:00:00.000,"S","M","eugene20@adventure-works.com",3,"Bachelors","Professional","N",60000,"Mr. Eugene Ma","eugene20","adventure works",53,1965,"Average",1965,57,"Yes","Mr. Eugene Ma"
24382,"Mr.","Patrick","Sanchez",1964-02-20 00:00:00.000,"M","M","patrick22@adventure-works.com",3,"Bachelors","Professional","Y",60000,"Mr. Patrick Sanchez","patrick22","adventure works",55,1964,"Average",1964,58,"Yes","Mr. Patrick Sanchez"
