customerkey,nome,sobrenome,nome_completo,genero,primeira_compra,Cidade
13374,"Marco","Martinez","Marco Martinez","Male",2020-10-13 00:00:00.000,"Burlingame"
13388,"Marshall","Shen","Marshall Shen","Male",2020-03-05 00:00:00.000,"Burlingame"
13439,"Arturo","Lin","Arturo Lin","Male",2020-05-18 00:00:00.000,"Burlingame"
13749,"Julio","Alonso","Julio Alonso","Male",2020-06-24 00:00:00.000,"Burlingame"
13992,"Gregory","Xie","Gregory Xie","Male",2019-01-04 00:00:00.000,"Burlingame"
13993,"Zachary","Patterson","Zachary Patterson","Male",2019-01-07 00:00:00.000,"Burlingame"
14373,"Ricardo","Jai","Ricardo Jai","Male",2020-06-21 00:00:00.000,"Burlingame"
14378,"Cory","Mehta","Cory Mehta","Male",2019-09-17 00:00:00.000,"Burlingame"
14755,"Robert","Davis","Robert Davis","Male",2018-10-23 00:00:00.000,"Burlingame"
14889,"Drew","Kumar","Drew Kumar","Male",2020-10-07 00:00:00.000,"Burlingame"
14899,"Rodney","Dominguez","Rodney Dominguez","Male",2020-06-13 00:00:00.000,"Burlingame"
15336,"Marco","Garcia","Marco Garcia","Male",2021-01-20 00:00:00.000,"Burlingame"
15411,"Jay","Chandra","Jay Chandra","Male",2019-06-03 00:00:00.000,"Burlingame"
15500,"Keith","Raji","Keith Raji","Male",2019-07-22 00:00:00.000,"Burlingame"
15506,"Evan","Sanders","Evan Sanders","Male",2019-07-23 00:00:00.000,"Burlingame"
15535,"Jordan","Scott","Jordan Scott","Male",2019-08-23 00:00:00.000,"Burlingame"
15540,"Randall","Ortega","Randall Ortega","Male",2019-08-23 00:00:00.000,"Burlingame"
15955,"Neil","Ortega","Neil Ortega","Male",2020-06-09 00:00:00.000,"Burlingame"
16113,"Roger","Lal","Roger Lal","Male",2020-10-12 00:00:00.000,"Burlingame"
16228,"Rafael","Zhu","Rafael Zhu","Male",2020-12-11 00:00:00.000,"Burlingame"
16719,"Trevor","Russell","Trevor Russell","Male",2020-10-19 00:00:00.000,"Burlingame"
16788,"Ronnie","Gao","Ronnie Gao","Male",2020-04-15 00:00:00.000,"Burlingame"
16806,"Louis","Zhao","Louis Zhao","Male",2020-12-07 00:00:00.000,"Burlingame"
17164,"Ryan","Clark","Ryan Clark","Male",2020-11-15 00:00:00.000,"Burlingame"
17384,"Raymond","Prasad","Raymond Prasad","Male",2020-06-13 00:00:00.000,"Burlingame"
17607,"Frederick","Gonzalez","Frederick Gonzalez","Male",2020-08-30 00:00:00.000,"Burlingame"
18351,"Alexander","Smith","Alexander Smith","Male",2020-11-23 00:00:00.000,"Burlingame"
18354,"Alvin","Nara","Alvin Nara","Male",2020-04-23 00:00:00.000,"Burlingame"
18434,"Clayton","Stone","Clayton Stone","Male",2020-12-27 00:00:00.000,"Burlingame"
18504,"Angel","Adams","Angel Adams","Male",2020-07-09 00:00:00.000,"Burlingame"
18513,"Edwin","Xu","Edwin Xu","Male",2020-12-05 00:00:00.000,"Burlingame"
19233,"Omar","Andersen","Omar Andersen","Male",2020-04-09 00:00:00.000,"Burlingame"
19700,"Gabriel","Hall","Gabriel Hall","Male",2020-08-30 00:00:00.000,"Burlingame"
19814,"Blake","Washington","Blake Washington","Male",2020-08-03 00:00:00.000,"Burlingame"
19876,"Nathan","Edwards","Nathan Edwards","Male",2020-07-01 00:00:00.000,"Burlingame"
20030,"Alexander","Harris","Alexander Harris","Male",2020-05-14 00:00:00.000,"Burlingame"
20099,"Devon","Xie","Devon Xie","Male",2020-09-01 00:00:00.000,"Burlingame"
20458,"Erick","Subram","Erick Subram","Male",2020-04-29 00:00:00.000,"Burlingame"
20495,"Wesley","Wang","Wesley Wang","Male",2020-06-18 00:00:00.000,"Burlingame"
20531,"James","Young","James Young","Male",2020-11-23 00:00:00.000,"Burlingame"
20681,"Walter","Moreno","Walter Moreno","Male",2020-02-01 00:00:00.000,"Burlingame"
21686,"Albert","Ortega","Albert Ortega","Male",2020-07-19 00:00:00.000,"Burlingame"
21747,"Derrick","Munoz","Derrick Munoz","Male",2020-02-28 00:00:00.000,"Burlingame"
22010,"Henry","Lopez","Henry Lopez","Male",2020-10-28 00:00:00.000,"Burlingame"
22142,"Nelson","Alonso","Nelson Alonso","Male",2020-03-27 00:00:00.000,"Burlingame"
22336,"Frank","Moreno","Frank Moreno","Male",2020-03-26 00:00:00.000,"Burlingame"
22369,"Louis","Deng","Louis Deng","Male",2020-06-11 00:00:00.000,"Burlingame"
22979,"Theodore","Hernandez","Theodore Hernandez","Male",2020-11-06 00:00:00.000,"Burlingame"
23004,"Raymond","Fernandez","Raymond Fernandez","Male",2020-10-30 00:00:00.000,"Burlingame"
23357,"Micah","Yang","Micah Yang","Male",2020-04-15 00:00:00.000,"Burlingame"
23505,"Connor","Sharma","Connor Sharma","Male",2020-11-01 00:00:00.000,"Burlingame"
23695,"Elijah","Coleman","Elijah Coleman","Male",2020-02-06 00:00:00.000,"Burlingame"
23718,"Nelson","Blanco","Nelson Blanco","Male",2020-10-18 00:00:00.000,"Burlingame"
24404,"Bryant","Chapman","Bryant Chapman","Male",2020-01-22 00:00:00.000,"Burlingame"
24677,"Blake","Lee","Blake Lee","Male",2020-05-14 00:00:00.000,"Burlingame"
24683,"Shannon","Alonso","Shannon Alonso","Male",2020-07-06 00:00:00.000,"Burlingame"
24997,"Melvin","Kumar","Melvin Kumar","Male",2020-12-19 00:00:00.000,"Burlingame"
25043,"Damien","Rai","Damien Rai","Male",2020-08-23 00:00:00.000,"Burlingame"
25854,"Jordan","Chen","Jordan Chen","Male",2020-06-02 00:00:00.000,"Burlingame"
26257,"Hector","Jimenez","Hector Jimenez","Male",2020-09-03 00:00:00.000,"Burlingame"
26289,"Samuel","Simmons","Samuel Simmons","Male",2020-06-25 00:00:00.000,"Burlingame"
26477,"Joel","Rana","Joel Rana","Male",2020-10-08 00:00:00.000,"Burlingame"
26531,"Jeremy","Reed","Jeremy Reed","Male",2020-05-23 00:00:00.000,"Burlingame"
27077,"Robert","Henderson","Robert Henderson","Male",2019-08-11 00:00:00.000,"Burlingame"
27105,"Sean","Perez","Sean Perez","Male",2019-09-03 00:00:00.000,"Burlingame"
27209,"Erick","Rodriguez","Erick Rodriguez","Male",2020-07-30 00:00:00.000,"Burlingame"
27301,"Clarence","Zhou","Clarence Zhou","Male",2020-10-24 00:00:00.000,"Burlingame"
27386,"James","Garcia","James Garcia","Male",2020-08-01 00:00:00.000,"Burlingame"
27510,"Cole","Bailey","Cole Bailey","Male",2020-10-27 00:00:00.000,"Burlingame"
27750,"Carlos","Phillips","Carlos Phillips","Male",2020-09-16 00:00:00.000,"Burlingame"
28024,"Miguel","Perry","Miguel Perry","Male",2021-01-17 00:00:00.000,"Burlingame"
28033,"Gavin","Jenkins","Gavin Jenkins","Male",2020-10-30 00:00:00.000,"Burlingame"
28061,"Kyle","Lopez","Kyle Lopez","Male",2018-02-16 00:00:00.000,"Burlingame"
28358,"Austin","Powell","Austin Powell","Male",2020-10-13 00:00:00.000,"Burlingame"
28645,"Martin","Fernandez","Martin Fernandez","Male",2018-05-05 00:00:00.000,"Burlingame"
28649,"Nathan","Martinez","Nathan Martinez","Male",2018-05-24 00:00:00.000,"Burlingame"
28800,"Mason","Sanchez","Mason Sanchez","Male",2020-11-07 00:00:00.000,"Burlingame"
28975,"Walter","Gill","Walter Gill","Male",2020-11-06 00:00:00.000,"Burlingame"
29009,"Stanley","Arun","Stanley Arun","Male",2020-07-14 00:00:00.000,"Burlingame"
29028,"Samuel","Parker","Samuel Parker","Male",2020-10-11 00:00:00.000,"Burlingame"
29106,"Calvin","Beck","Calvin Beck","Male",2018-06-26 00:00:00.000,"Burlingame"
12218,"Mitchell","Xu","Mitchell Xu","Male",2019-05-25 00:00:00.000,"Berlin"
12257,"Ross","Ruiz","Ross Ruiz","Male",2020-12-05 00:00:00.000,"Berlin"
12268,"Edwin","Shan","Edwin Shan","Male",2020-04-16 00:00:00.000,"Berlin"
12407,"Shawn","Raji","Shawn Raji","Male",2020-10-26 00:00:00.000,"Berlin"
12481,"Victor","Diaz","Victor Diaz","Male",2020-03-08 00:00:00.000,"Berlin"
12832,"Douglas","Prasad","Douglas Prasad","Male",2020-03-23 00:00:00.000,"Berlin"
14174,"Alberto","Diaz","Alberto Diaz","Male",2020-02-22 00:00:00.000,"Berlin"
14537,"Clayton","Cai","Clayton Cai","Male",2020-07-07 00:00:00.000,"Berlin"
14549,"Arturo","Goel","Arturo Goel","Male",2020-08-16 00:00:00.000,"Berlin"
14703,"Clifford","Srini","Clifford Srini","Male",2020-02-17 00:00:00.000,"Berlin"
14996,"Ross","Gill","Ross Gill","Male",2020-06-30 00:00:00.000,"Berlin"
15065,"Alejandro","Gao","Alejandro Gao","Male",2020-03-02 00:00:00.000,"Berlin"
15443,"Francisco","Patel","Francisco Patel","Male",2020-02-05 00:00:00.000,"Berlin"
15927,"Gilbert","Huang","Gilbert Huang","Male",2019-03-07 00:00:00.000,"Berlin"
16270,"Jerome","Hernandez","Jerome Hernandez","Male",2019-04-26 00:00:00.000,"Berlin"
16389,"Arturo","Shen","Arturo Shen","Male",2019-05-02 00:00:00.000,"Berlin"
16397,"Andy","Navarro","Andy Navarro","Male",2020-07-31 00:00:00.000,"Berlin"
16572,"Jon","Xu","Jon Xu","Male",2019-07-27 00:00:00.000,"Berlin"
16582,"Frank","Torres","Frank Torres","Male",2020-02-22 00:00:00.000,"Berlin"
16824,"Randall","Munoz","Randall Munoz","Male",2019-07-21 00:00:00.000,"Berlin"
17092,"Devon","Beck","Devon Beck","Male",2020-02-09 00:00:00.000,"Berlin"
17103,"Franklin","Xu","Franklin Xu","Male",2019-08-13 00:00:00.000,"Berlin"
17189,"Clarence","Goel","Clarence Goel","Male",2020-03-09 00:00:00.000,"Berlin"
17199,"Dennis","Zhou","Dennis Zhou","Male",2019-09-10 00:00:00.000,"Berlin"
17220,"Glenn","Wang","Glenn Wang","Male",2019-09-01 00:00:00.000,"Berlin"
17738,"Nicolas","Deng","Nicolas Deng","Male",2020-02-21 00:00:00.000,"Berlin"
17777,"Armando","Alvarez","Armando Alvarez","Male",2019-10-27 00:00:00.000,"Berlin"
17788,"Jeffery","Liu","Jeffery Liu","Male",2020-04-01 00:00:00.000,"Berlin"
17824,"Mario","Pal","Mario Pal","Male",2019-09-28 00:00:00.000,"Berlin"
17970,"Erick","Martinez","Erick Martinez","Male",2020-04-01 00:00:00.000,"Berlin"
17994,"Bradley","Xu","Bradley Xu","Male",2020-02-16 00:00:00.000,"Berlin"
18001,"Ross","Suri","Ross Suri","Male",2020-11-11 00:00:00.000,"Berlin"
18017,"Kurt","Shan","Kurt Shan","Male",2020-02-17 00:00:00.000,"Berlin"
18022,"Victor","Alvarez","Victor Alvarez","Male",2020-02-27 00:00:00.000,"Berlin"
18154,"Calvin","She","Calvin She","Male",2020-05-27 00:00:00.000,"Berlin"
19331,"Jessie","Hu","Jessie Hu","Male",2020-12-28 00:00:00.000,"Berlin"
19420,"Stanley","Raman","Stanley Raman","Male",2018-07-28 00:00:00.000,"Berlin"
19934,"Neil","Blanco","Neil Blanco","Male",2020-05-14 00:00:00.000,"Berlin"
20056,"Johnny","She","Johnny She","Male",2020-11-21 00:00:00.000,"Berlin"
20174,"Douglas","Gonzalez","Douglas Gonzalez","Male",2020-10-16 00:00:00.000,"Berlin"
20548,"Phillip","Rodriguez","Phillip Rodriguez","Male",2019-04-03 00:00:00.000,"Berlin"
20835,"Ruben","Gutierrez","Ruben Gutierrez","Male",2019-07-17 00:00:00.000,"Berlin"
20898,"Grant","Ferrier","Grant Ferrier","Male",2020-10-20 00:00:00.000,"Berlin"
20914,"Gilbert","Zeng","Gilbert Zeng","Male",2019-11-03 00:00:00.000,"Berlin"
20981,"Craig","Romero","Craig Romero","Male",2020-02-06 00:00:00.000,"Berlin"
21043,"Johnathan","McDonald","Johnathan McDonald","Male",2020-08-30 00:00:00.000,"Berlin"
21097,"Gary","Ruiz","Gary Ruiz","Male",2020-08-19 00:00:00.000,"Berlin"
21549,"Jerome","Ruiz","Jerome Ruiz","Male",2020-03-04 00:00:00.000,"Berlin"
21661,"Terry","Champion","Terry Champion","Male",2020-06-27 00:00:00.000,"Berlin"
21825,"Randy","Zhou","Randy Zhou","Male",2020-12-29 00:00:00.000,"Berlin"
22380,"Brendan","Nath","Brendan Nath","Male",2020-04-03 00:00:00.000,"Berlin"
22473,"Clifford","Patel","Clifford Patel","Male",2020-03-22 00:00:00.000,"Berlin"
22598,"Donald","Sanchez","Donald Sanchez","Male",2020-05-26 00:00:00.000,"Berlin"
22609,"Clarence","Cai","Clarence Cai","Male",2020-06-07 00:00:00.000,"Berlin"
22610,"Brent","Chen","Brent Chen","Male",2020-06-04 00:00:00.000,"Berlin"
22834,"Darryl","Zhou","Darryl Zhou","Male",2020-09-06 00:00:00.000,"Berlin"
23772,"Cory","Raman","Cory Raman","Male",2020-07-15 00:00:00.000,"Berlin"
23915,"Lawrence","Serrano","Lawrence Serrano","Male",2020-11-30 00:00:00.000,"Berlin"
23953,"Shane","Mehta","Shane Mehta","Male",2020-05-03 00:00:00.000,"Berlin"
24080,"Billy","Serrano","Billy Serrano","Male",2020-07-28 00:00:00.000,"Berlin"
24097,"Francisco","Fernandez","Francisco Fernandez","Male",2020-12-31 00:00:00.000,"Berlin"
24117,"Shannon","Gill","Shannon Gill","Male",2020-09-21 00:00:00.000,"Berlin"
24180,"Arturo","Jai","Arturo Jai","Male",2020-09-17 00:00:00.000,"Berlin"
24694,"Theodore","Carlson","Theodore Carlson","Male",2020-05-08 00:00:00.000,"Berlin"
24848,"Jeffery","Zhou","Jeffery Zhou","Male",2021-01-13 00:00:00.000,"Berlin"
24864,"Jeffery","Sun","Jeffery Sun","Male",2020-07-19 00:00:00.000,"Berlin"
24875,"Darryl","Zhang","Darryl Zhang","Male",2020-06-27 00:00:00.000,"Berlin"
25521,"Douglas","Sanchez","Douglas Sanchez","Male",2020-02-15 00:00:00.000,"Berlin"
25645,"Tommy","Shen","Tommy Shen","Male",2020-02-08 00:00:00.000,"Berlin"
25658,"Ricky","Dominguez","Ricky Dominguez","Male",2020-08-29 00:00:00.000,"Berlin"
25680,"Manuel","Subram","Manuel Subram","Male",2020-06-15 00:00:00.000,"Berlin"
25734,"Alvin","Zheng","Alvin Zheng","Male",2020-06-23 00:00:00.000,"Berlin"
25768,"Tyrone","Ruiz","Tyrone Ruiz","Male",2020-04-18 00:00:00.000,"Berlin"
26366,"Johnathan","Schmidt","Johnathan Schmidt","Male",2020-11-05 00:00:00.000,"Berlin"
26419,"Geoffrey","Suri","Geoffrey Suri","Male",2020-06-24 00:00:00.000,"Berlin"
26946,"Andre","Madan","Andre Madan","Male",2020-06-04 00:00:00.000,"Berlin"
27139,"Jon","Liu","Jon Liu","Male",2020-10-26 00:00:00.000,"Berlin"
27161,"Reginald","Gill","Reginald Gill","Male",2020-11-28 00:00:00.000,"Berlin"
27314,"Jarrod","Arthur","Jarrod Arthur","Male",2020-07-17 00:00:00.000,"Berlin"
27930,"Clarence","Sharma","Clarence Sharma","Male",2020-04-01 00:00:00.000,"Berlin"
28381,"Cedric","Tang","Cedric Tang","Male",2020-09-14 00:00:00.000,"Berlin"
28400,"Cedric","Anand","Cedric Anand","Male",2020-06-08 00:00:00.000,"Berlin"
28500,"Jermaine","Gonzalez","Jermaine Gonzalez","Male",2020-07-13 00:00:00.000,"Berlin"
28563,"Dennis","Cai","Dennis Cai","Male",2020-10-08 00:00:00.000,"Berlin"
28706,"Reginald","Ashe","Reginald Ashe","Male",2020-10-17 00:00:00.000,"Berlin"
28752,"Andre","Subram","Andre Subram","Male",2020-12-13 00:00:00.000,"Berlin"
28754,"Chad","Nara","Chad Nara","Male",2020-07-31 00:00:00.000,"Berlin"
29385,"Don","Lal","Don Lal","Male",2018-01-19 00:00:00.000,"Berlin"
11287,"Henry","Garcia","Henry Garcia","Male",2020-01-29 00:00:00.000,"Cliffside"
11498,"Arturo","Sun","Arturo Sun","Male",2020-02-28 00:00:00.000,"Cliffside"
11519,"Jerome","Navarro","Jerome Navarro","Male",2020-03-13 00:00:00.000,"Cliffside"
11618,"Brian","Ramirez","Brian Ramirez","Male",2020-02-09 00:00:00.000,"Cliffside"
11641,"James","Chen","James Chen","Male",2020-01-30 00:00:00.000,"Cliffside"
11647,"Randy","Wu","Randy Wu","Male",2020-02-15 00:00:00.000,"Cliffside"
11661,"Jeremiah","James","Jeremiah James","Male",2020-04-06 00:00:00.000,"Cliffside"
11719,"Blake","Green","Blake Green","Male",2020-04-26 00:00:00.000,"Cliffside"
11888,"Aaron","Ross","Aaron Ross","Male",2020-03-18 00:00:00.000,"Cliffside"
12031,"Logan","Jai","Logan Jai","Male",2020-11-06 00:00:00.000,"Cliffside"
12136,"Blake","Turner","Blake Turner","Male",2020-04-24 00:00:00.000,"Cliffside"
12783,"Jerome","Gutierrez","Jerome Gutierrez","Male",2020-07-29 00:00:00.000,"Cliffside"
12944,"Jose","Jai","Jose Jai","Male",2020-03-26 00:00:00.000,"Cliffside"
13222,"Arturo","Liu","Arturo Liu","Male",2020-03-22 00:00:00.000,"Cliffside"
13270,"Mason","Baker","Mason Baker","Male",2020-09-27 00:00:00.000,"Cliffside"
13328,"Albert","Serrano","Albert Serrano","Male",2020-04-13 00:00:00.000,"Cliffside"
14578,"Jonathan","Carter","Jonathan Carter","Male",2020-06-28 00:00:00.000,"Cliffside"
14724,"Dylan","Robinson","Dylan Robinson","Male",2020-05-20 00:00:00.000,"Cliffside"
14745,"Luke","Hall","Luke Hall","Male",2020-07-28 00:00:00.000,"Cliffside"
14897,"Hunter","Moore","Hunter Moore","Male",2020-03-11 00:00:00.000,"Cliffside"
15283,"Eugene","Li","Eugene Li","Male",2020-10-10 00:00:00.000,"Cliffside"
15413,"Donald","Prasad","Donald Prasad","Male",2020-01-31 00:00:00.000,"Cliffside"
16763,"Juan","Suarez","Juan Suarez","Male",2020-04-11 00:00:00.000,"Cliffside"
16791,"Leonard","Yuan","Leonard Yuan","Male",2020-05-23 00:00:00.000,"Cliffside"
16836,"David","Thomas","David Thomas","Male",2020-08-16 00:00:00.000,"Cliffside"
16840,"Xavier","Torres","Xavier Torres","Male",2020-05-24 00:00:00.000,"Cliffside"
16910,"Ryan","Diaz","Ryan Diaz","Male",2020-02-13 00:00:00.000,"Cliffside"
16958,"Pedro","Torres","Pedro Torres","Male",2020-02-11 00:00:00.000,"Cliffside"
17037,"Kenneth","Nath","Kenneth Nath","Male",2020-09-04 00:00:00.000,"Cliffside"
18054,"Jake","Zeng","Jake Zeng","Male",2020-04-23 00:00:00.000,"Cliffside"
18077,"Philip","Ruiz","Philip Ruiz","Male",2020-05-30 00:00:00.000,"Cliffside"
18078,"Ruben","Srini","Ruben Srini","Male",2020-03-27 00:00:00.000,"Cliffside"
18368,"Austin","Hughes","Austin Hughes","Male",2020-12-19 00:00:00.000,"Cliffside"
18390,"Blake","Thompson","Blake Thompson","Male",2020-06-06 00:00:00.000,"Cliffside"
18449,"Derrick","Ramos","Derrick Ramos","Male",2020-02-18 00:00:00.000,"Cliffside"
18535,"Donald","Kapoor","Donald Kapoor","Male",2021-01-02 00:00:00.000,"Cliffside"
18641,"Cameron","Garcia","Cameron Garcia","Male",2020-04-06 00:00:00.000,"Cliffside"
18677,"Logan","Shan","Logan Shan","Male",2020-02-03 00:00:00.000,"Cliffside"
19026,"Logan","Hayes","Logan Hayes","Male",2020-03-04 00:00:00.000,"Cliffside"
19554,"Emmanuel","Raman","Emmanuel Raman","Male",2020-09-24 00:00:00.000,"Cliffside"
19726,"Javier","Rubio","Javier Rubio","Male",2020-02-14 00:00:00.000,"Cliffside"
19847,"Brendan","Anand","Brendan Anand","Male",2020-11-16 00:00:00.000,"Cliffside"
20035,"Cesar","Fernandez","Cesar Fernandez","Male",2018-12-26 00:00:00.000,"Cliffside"
20104,"Louis","Xu","Louis Xu","Male",2020-02-12 00:00:00.000,"Cliffside"
20519,"Trevor","Diaz","Trevor Diaz","Male",2020-11-29 00:00:00.000,"Cliffside"
21238,"Carl","Tang","Carl Tang","Male",2020-04-03 00:00:00.000,"Cliffside"
21431,"Preston","Kapoor","Preston Kapoor","Male",2020-12-26 00:00:00.000,"Cliffside"
21453,"Wayne","Deng","Wayne Deng","Male",2020-03-08 00:00:00.000,"Cliffside"
21480,"Alfredo","Martin","Alfredo Martin","Male",2020-12-26 00:00:00.000,"Cliffside"
21489,"Neil","Gutierrez","Neil Gutierrez","Male",2020-09-08 00:00:00.000,"Cliffside"
21614,"William","Thomas","William Thomas","Male",2019-11-18 00:00:00.000,"Cliffside"
21631,"Martin","Sanchez","Martin Sanchez","Male",2020-07-14 00:00:00.000,"Cliffside"
22027,"Franklin","Luo","Franklin Luo","Male",2020-05-11 00:00:00.000,"Cliffside"
22058,"Jake","Zukowski","Jake Zukowski","Male",2018-03-02 00:00:00.000,"Cliffside"
22713,"Joseph","Miller","Joseph Miller","Male",2018-06-21 00:00:00.000,"Cliffside"
22755,"Christian","Brown","Christian Brown","Male",2020-12-12 00:00:00.000,"Cliffside"
22877,"Xavier","Griffin","Xavier Griffin","Male",2018-07-30 00:00:00.000,"Cliffside"
23267,"Juan","James","Juan James","Male",2018-08-24 00:00:00.000,"Cliffside"
23866,"Xavier","Flores","Xavier Flores","Male",2018-11-13 00:00:00.000,"Cliffside"
24344,"Wayne","Chander","Wayne Chander","Male",2018-11-13 00:00:00.000,"Cliffside"
24621,"Chad","Shan","Chad Shan","Male",2020-05-22 00:00:00.000,"Cliffside"
24744,"Brendan","Yuan","Brendan Yuan","Male",2020-10-09 00:00:00.000,"Cliffside"
25090,"Ivan","Sara","Ivan Sara","Male",2020-12-10 00:00:00.000,"Cliffside"
25177,"Alberto","Gomez","Alberto Gomez","Male",2021-01-25 00:00:00.000,"Cliffside"
25335,"Cesar","Rodriguez","Cesar Rodriguez","Male",2020-02-05 00:00:00.000,"Cliffside"
25620,"Alejandro","Lu","Alejandro Lu","Male",2020-04-10 00:00:00.000,"Cliffside"
26049,"Christopher","White","Christopher White","Male",2019-07-02 00:00:00.000,"Cliffside"
26582,"Fernando","Moore","Fernando Moore","Male",2019-11-21 00:00:00.000,"Cliffside"
27024,"Austin","Patterson","Austin Patterson","Male",2020-12-13 00:00:00.000,"Cliffside"
27110,"Andrew","Miller","Andrew Miller","Male",2020-11-14 00:00:00.000,"Cliffside"
27253,"Connor","Jai","Connor Jai","Male",2019-06-27 00:00:00.000,"Cliffside"
27283,"Jamie","Hernandez","Jamie Hernandez","Male",2020-02-09 00:00:00.000,"Cliffside"
27401,"Micah","He","Micah He","Male",2020-04-30 00:00:00.000,"Cliffside"
27757,"Bobby","Van","Bobby Van","Male",2020-03-25 00:00:00.000,"Cliffside"
28173,"Timothy","Young","Timothy Young","Male",2018-08-26 00:00:00.000,"Cliffside"
28669,"Jordan","Carter","Jordan Carter","Male",2019-01-23 00:00:00.000,"Cliffside"
28767,"Gilbert","Hu","Gilbert Hu","Male",2020-05-26 00:00:00.000,"Cliffside"
28778,"Maurice","Sharma","Maurice Sharma","Male",2018-08-02 00:00:00.000,"Cliffside"
28818,"Dwayne","Hernandez","Dwayne Hernandez","Male",2019-02-12 00:00:00.000,"Cliffside"
28850,"Nelson","Hernandez","Nelson Hernandez","Male",2019-02-03 00:00:00.000,"Cliffside"
28992,"Darren","Fernandez","Darren Fernandez","Male",2020-07-19 00:00:00.000,"Cliffside"
29001,"Carl","Nath","Carl Nath","Male",2020-12-04 00:00:00.000,"Cliffside"
29229,"Lance","Moreno","Lance Moreno","Male",2020-09-07 00:00:00.000,"Cliffside"
29351,"Jason","Hall","Jason Hall","Male",2020-10-11 00:00:00.000,"Cliffside"
11227,"Marshall","Chavez","Marshall Chavez","Male",2018-08-03 00:00:00.000,"Colma"
11537,"Dakota","Ross","Dakota Ross","Male",2018-09-21 00:00:00.000,"Colma"
11694,"Jonathon","Ortega","Jonathon Ortega","Male",2020-04-11 00:00:00.000,"Colma"
12023,"Fernando","Johnson","Fernando Johnson","Male",2018-10-30 00:00:00.000,"Colma"
12200,"Rafael","Sharma","Rafael Sharma","Male",2018-12-20 00:00:00.000,"Colma"
12768,"Johnathan","Chapman","Johnathan Chapman","Male",2018-12-12 00:00:00.000,"Colma"
12932,"Tyler","Johnson","Tyler Johnson","Male",2020-04-26 00:00:00.000,"Colma"
12933,"Jonathan","Hall","Jonathan Hall","Male",2020-06-22 00:00:00.000,"Colma"
12971,"Carl","Nara","Carl Nara","Male",2020-07-11 00:00:00.000,"Colma"
13059,"Keith","Deng","Keith Deng","Male",2019-01-01 00:00:00.000,"Colma"
13228,"Thomas","Sanchez","Thomas Sanchez","Male",2020-07-26 00:00:00.000,"Colma"
13332,"Neil","Alonso","Neil Alonso","Male",2020-10-17 00:00:00.000,"Colma"
13375,"Jason","Kumar","Jason Kumar","Male",2020-12-03 00:00:00.000,"Colma"
14112,"Charles","Sanchez","Charles Sanchez","Male",2019-05-04 00:00:00.000,"Colma"
14614,"Dylan","Bryant","Dylan Bryant","Male",2018-05-28 00:00:00.000,"Colma"
14663,"Arturo","Hu","Arturo Hu","Male",2020-11-16 00:00:00.000,"Colma"
15165,"Carl","Anand","Carl Anand","Male",2020-07-08 00:00:00.000,"Colma"
15193,"Samuel","King","Samuel King","Male",2019-01-15 00:00:00.000,"Colma"
15194,"Erik","Suarez","Erik Suarez","Male",2019-01-18 00:00:00.000,"Colma"
15284,"Jay","Prasad","Jay Prasad","Male",2019-01-31 00:00:00.000,"Colma"
15432,"Alvin","Kumar","Alvin Kumar","Male",2019-06-21 00:00:00.000,"Colma"
15477,"Jose","Adams","Jose Adams","Male",2020-12-14 00:00:00.000,"Colma"
15501,"Justin","Simmons","Justin Simmons","Male",2019-07-29 00:00:00.000,"Colma"
16100,"Jose","Johnson","Jose Johnson","Male",2020-10-06 00:00:00.000,"Colma"
16379,"Marc","Jimenez","Marc Jimenez","Male",2020-12-03 00:00:00.000,"Colma"
16881,"Ruben","Alonso","Ruben Alonso","Male",2020-10-28 00:00:00.000,"Colma"
17123,"Pedro","Romero","Pedro Romero","Male",2020-06-16 00:00:00.000,"Colma"
17571,"James","Li","James Li","Male",2020-08-17 00:00:00.000,"Colma"
18108,"Colin","Gao","Colin Gao","Male",2020-09-01 00:00:00.000,"Colma"
18119,"Shawn","Nath","Shawn Nath","Male",2020-10-19 00:00:00.000,"Colma"
18398,"Geoffrey","Sanchez","Geoffrey Sanchez","Male",2020-12-10 00:00:00.000,"Colma"
18440,"Joe","Ashe","Joe Ashe","Male",2020-10-14 00:00:00.000,"Colma"
18879,"Garrett","Morgan","Garrett Morgan","Male",2020-11-05 00:00:00.000,"Colma"
18892,"Chase","Howard","Chase Howard","Male",2020-11-15 00:00:00.000,"Colma"
18946,"Brandon","Simmons","Brandon Simmons","Male",2020-08-12 00:00:00.000,"Colma"
19161,"Jeremiah","Hughes","Jeremiah Hughes","Male",2020-05-01 00:00:00.000,"Colma"
19531,"John","Robinson","John Robinson","Male",2020-02-08 00:00:00.000,"Colma"
19768,"Christopher","Jackson","Christopher Jackson","Male",2020-04-21 00:00:00.000,"Colma"
20303,"Bryce","Morgan","Bryce Morgan","Male",2020-03-24 00:00:00.000,"Colma"
20335,"Adam","Gonzales","Adam Gonzales","Male",2020-09-23 00:00:00.000,"Colma"
20650,"Bryan","Gray","Bryan Gray","Male",2020-08-05 00:00:00.000,"Colma"
21426,"Jon","Raje","Jon Raje","Male",2020-10-17 00:00:00.000,"Colma"
21591,"Clayton","Goel","Clayton Goel","Male",2020-12-22 00:00:00.000,"Colma"
21928,"Karl","Luo","Karl Luo","Male",2020-12-08 00:00:00.000,"Colma"
