EmployeeKey,Employee Last Name,Employee Name,Employee Email Address,Employee Department,Employee Gender,Employee Marital Status,Employee Title,Employee Phone,Employee Login ID,Current Flag,Salaried Flag,Employee Status,Employee Sales Territory Country,Employee Sales Territory Group,Employee Sales Territory Region,ParentEmployeeKey,Employee Manager Last Name,Employee Manager Name,Employee Base Rate,Employee Alternate Key,Employee Hire Date,Employee Pay Frequency,Employee Vacation Hours,Employee Row Start Date,Employee Row End Date
3,"Tamburello","Roberto Tamburello","roberto0@adventure-works.com","Engineering","M","M","Engineering Manager","212-555-0187","adventure-works\roberto0","Current","Salaried","Active","NA","NA","NA",14,"Duffy","Terri Duffy",43.2692,"509647174",2007-06-11 00:00:00.000,2,2,2007-06-11 00:00:00.000,
5,"Walters","Rob Walters","rob0@adventure-works.com","Tool Design","M","S","Senior Tool Designer","612-555-0100","adventure-works\rob0","Current","Not Salaried","Active","NA","NA","NA",3,"Tamburello","Roberto Tamburello",29.8462,"112457891",2007-07-05 00:00:00.000,2,48,2009-12-28 00:00:00.000,
6,"D'Hers","Thierry D'Hers","thierry0@adventure-works.com","Tool Design","M","M","Tool Designer","168-555-0183","adventure-works\thierry0","Current","Not Salaried","Active","NA","NA","NA",267,"Cracium","Ovidiu Cracium",25,"480168528",2007-07-11 00:00:00.000,2,9,2007-07-11 00:00:00.000,
8,"Bradley","David Bradley","david0@adventure-works.com","Marketing","M","S","Marketing Manager","913-555-0172","adventure-works\david0","Current","Salaried","Active","NA","NA","NA",112,"Sánchez","Ken Sánchez",37.5,"24756624",2007-07-20 00:00:00.000,2,40,2009-02-12 00:00:00.000,
11,"Erickson","Gail Erickson","gail0@adventure-works.com","Engineering","F","M","Design Engineer","849-555-0139","adventure-works\gail0","Current","Salaried","Active","NA","NA","NA",3,"Tamburello","Roberto Tamburello",32.6923,"695256908",2007-08-06 00:00:00.000,2,5,2007-08-06 00:00:00.000,
13,"Goldberg","Jossef Goldberg","jossef0@adventure-works.com","Engineering","M","M","Design Engineer","122-555-0189","adventure-works\jossef0","Current","Salaried","Active","NA","NA","NA",3,"Tamburello","Roberto Tamburello",32.6923,"998320692",2007-08-24 00:00:00.000,2,6,2007-08-24 00:00:00.000,
14,"Duffy","Terri Duffy","terri0@adventure-works.com","Engineering","F","S","Vice President of Engineering","819-555-0175","adventure-works\terri0","Current","Salaried","Active","NA","NA","NA",112,"Sánchez","Ken Sánchez",63.4615,"245797967",2007-08-31 00:00:00.000,2,1,2007-08-31 00:00:00.000,
23,"Krebs","Peter Krebs","peter0@adventure-works.com","Production Control","M","M","Production Control Manager","913-555-0196","adventure-works\peter0","Current","Salaried","Active","NA","NA","NA",112,"Sánchez","Ken Sánchez",24.5192,"277173473",2008-07-01 00:00:00.000,2,43,2008-07-01 00:00:00.000,
30,"Sharma","Ashvini Sharma","ashvini0@adventure-works.com","Information Services","M","S","Network Administrator","656-555-0119","adventure-works\ashvini0","Current","Not Salaried","Active","NA","NA","NA",154,"Conroy","Stephanie Conroy",32.4519,"749389530",2008-07-04 00:00:00.000,2,70,2008-07-04 00:00:00.000,
32,"Barreto de Mattos","Paula Barreto de Mattos","paula0@adventure-works.com","Human Resources","F","M","Human Resources Manager","523-555-0175","adventure-works\paula0","Current","Salaried","Active","NA","NA","NA",143,"Norman","Laura Norman",27.1394,"535145551",2008-07-06 00:00:00.000,2,54,2008-07-06 00:00:00.000,
37,"Kuppa","Vamsi Kuppa","vamsi0@adventure-works.com","Shipping and Receiving","M","M","Shipping and Receiving Clerk","937-555-0137","adventure-works\vamsi0","Current","Not Salaried","Active","NA","NA","NA",87,"Ackerman","Pilar Ackerman",9.5,"337752649",2008-07-07 00:00:00.000,2,95,2008-07-07 00:00:00.000,
43,"Wu","Peng Wu","peng0@adventure-works.com","Quality Assurance","M","M","Quality Assurance Supervisor","164-555-0164","adventure-works\peng0","Current","Salaried","Active","NA","NA","NA",204,"Abolrous","Hazem Abolrous",21.6346,"885055826",2008-07-09 00:00:00.000,2,81,2008-07-09 00:00:00.000,
44,"Trenary","Jean Trenary","jean0@adventure-works.com","Information Services","F","S","Information Services Manager","685-555-0120","adventure-works\jean0","Current","Salaried","Active","NA","NA","NA",112,"Sánchez","Ken Sánchez",50.4808,"441044382",2008-07-11 00:00:00.000,2,65,2008-07-11 00:00:00.000,
46,"Wright","A. Scott Wright","ascott0@adventure-works.com","Production Control","M","S","Master Scheduler","992-555-0194","adventure-works\ascott0","Current","Not Salaried","Active","NA","NA","NA",23,"Krebs","Peter Krebs",23.5577,"685233686",2008-07-12 00:00:00.000,2,44,2008-07-12 00:00:00.000,
48,"Harnpadoungsataya","Sariya Harnpadoungsataya","sariya0@adventure-works.com","Marketing","M","S","Marketing Specialist","399-555-0176","adventure-works\sariya0","Current","Not Salaried","Active","NA","NA","NA",7,"Bradley","David Bradley",14.4231,"95958330",2008-07-12 00:00:00.000,2,45,2008-07-12 00:00:00.000,
49,"Johnson","Willis Johnson","willis0@adventure-works.com","Human Resources","M","S","Recruiter","778-555-0141","adventure-works\willis0","Current","Not Salaried","Active","NA","NA","NA",32,"Barreto de Mattos","Paula Barreto de Mattos",18.2692,"332040978",2008-07-13 00:00:00.000,2,49,2008-07-13 00:00:00.000,
51,"Kleinerman","Christian Kleinerman","christian0@adventure-works.com","Facilities and Maintenance","M","M","Maintenance Supervisor","846-555-0157","adventure-works\christian0","Current","Salaried","Active","NA","NA","NA",222,"Altman","Gary Altman",20.4327,"553069203",2008-07-14 00:00:00.000,2,92,2008-07-14 00:00:00.000,
56,"Kharatishvili","Tengiz Kharatishvili","tengiz0@adventure-works.com","Document Control","M","S","Control Specialist","910-555-0116","adventure-works\tengiz0","Current","Not Salaried","Active","NA","NA","NA",92,"Arifin","Zainal Arifin",16.8269,"540688287",2008-07-16 00:00:00.000,2,76,2008-07-16 00:00:00.000,
61,"Poe","Deborah Poe","deborah0@adventure-works.com","Finance","F","M","Accounts Receivable Specialist","602-555-0194","adventure-works\deborah0","Current","Not Salaried","Active","NA","NA","NA",142,"Liu","David Liu",19,"363923697",2008-07-18 00:00:00.000,2,60,2008-07-18 00:00:00.000,
68,"Bueno","Janaina Bueno","janaina0@adventure-works.com","Information Services","F","M","Application Specialist","623-555-0155","adventure-works\janaina0","Current","Salaried","Active","NA","NA","NA",44,"Trenary","Jean Trenary",27.4038,"525932996",2008-07-23 00:00:00.000,2,71,2008-07-23 00:00:00.000,
72,"Martin","Mindy Martin","mindy0@adventure-works.com","Human Resources","F","M","Benefits Specialist","522-555-0147","adventure-works\mindy0","Current","Not Salaried","Active","NA","NA","NA",32,"Barreto de Mattos","Paula Barreto de Mattos",16.5865,"619308550",2008-07-25 00:00:00.000,2,51,2008-07-25 00:00:00.000,
73,"Kahn","Wendy Kahn","wendy0@adventure-works.com","Finance","F","S","Finance Manager","248-555-0134","adventure-works\wendy0","Current","Salaried","Active","NA","NA","NA",143,"Norman","Laura Norman",43.2692,"121491555",2008-07-25 00:00:00.000,2,55,2008-07-25 00:00:00.000,
79,"Alexander","Sean Alexander","sean0@adventure-works.com","Quality Assurance","M","S","Quality Assurance Technician","420-555-0173","adventure-works\sean0","Current","Not Salaried","Active","NA","NA","NA",43,"Wu","Peng Wu",10.5769,"403414852",2008-07-28 00:00:00.000,2,82,2008-07-28 00:00:00.000,
81,"Margheim","Diane Margheim","diane1@adventure-works.com","Research and Development","F","S","Research and Development Engineer","815-555-0138","adventure-works\diane1","Current","Salaried","Active","NA","NA","NA",162,"Miller","Dylan Miller",40.8654,"811994146",2008-07-29 00:00:00.000,2,62,2008-07-29 00:00:00.000,
84,"Luthra","Vidur Luthra","vidur0@adventure-works.com","Human Resources","M","S","Recruiter","153-555-0186","adventure-works\vidur0","Current","Not Salaried","Active","NA","NA","NA",32,"Barreto de Mattos","Paula Barreto de Mattos",18.2692,"264306399",2008-08-01 00:00:00.000,2,50,2008-08-01 00:00:00.000,
87,"Ackerman","Pilar Ackerman","pilar0@adventure-works.com","Shipping and Receiving","M","S","Shipping and Receiving Supervisor","577-555-0185","adventure-works\pilar0","Current","Salaried","Active","NA","NA","NA",23,"Krebs","Peter Krebs",19.2308,"521265716",2008-08-02 00:00:00.000,2,93,2008-08-02 00:00:00.000,
92,"Arifin","Zainal Arifin","zainal0@adventure-works.com","Document Control","M","M","Document Control Manager","204-555-0115","adventure-works\zainal0","Current","Not Salaried","Active","NA","NA","NA",204,"Abolrous","Hazem Abolrous",17.7885,"345106466",2008-08-04 00:00:00.000,2,77,2008-08-04 00:00:00.000,
96,"Spoon","Candy Spoon","candy0@adventure-works.com","Finance","F","S","Accounts Receivable Specialist","920-555-0177","adventure-works\candy0","Current","Not Salaried","Active","NA","NA","NA",142,"Liu","David Liu",19,"60517918",2008-08-06 00:00:00.000,2,61,2008-08-06 00:00:00.000,
99,"Vong","William Vong","william0@adventure-works.com","Production Control","M","M","Scheduling Assistant","148-555-0145","adventure-works\william0","Current","Not Salaried","Active","NA","NA","NA",46,"Wright","A. Scott Wright",16,"621209647",2008-08-07 00:00:00.000,2,45,2011-04-01 00:00:00.000,
105,"Bacon","Dan Bacon","dan0@adventure-works.com","Information Services","M","M","Application Specialist","166-555-0159","adventure-works\dan0","Current","Salaried","Active","NA","NA","NA",44,"Trenary","Jean Trenary",27.4038,"671089628",2008-08-11 00:00:00.000,2,72,2008-08-11 00:00:00.000,
106,"Barber","David Barber","david5@adventure-works.com","Finance","M","S","Assistant to the Chief Financial Officer","477-555-0132","adventure-works\david5","Current","Not Salaried","Active","NA","NA","NA",143,"Norman","Laura Norman",13.4615,"231203233",2008-08-12 00:00:00.000,2,56,2008-08-12 00:00:00.000,
109,"Gibson","Mary Gibson","mary0@adventure-works.com","Marketing","F","M","Marketing Specialist","531-555-0183","adventure-works\mary0","Current","Not Salaried","Active","NA","NA","NA",7,"Bradley","David Bradley",14.4231,"767955365",2008-08-12 00:00:00.000,2,46,2008-08-12 00:00:00.000,
112,"Sánchez","Ken Sánchez","ken0@adventure-works.com","Executive","M","S","Chief Executive Officer","697-555-0142","adventure-works\ken0","Current","Salaried","Active","NA","NA","NA",,"","",125.5,"295847284",2008-08-14 00:00:00.000,2,99,2008-08-14 00:00:00.000,
114,"Harrington","Mark Harrington","mark0@adventure-works.com","Quality Assurance","M","S","Quality Assurance Technician","147-555-0179","adventure-works\mark0","Current","Not Salaried","Active","NA","NA","NA",43,"Wu","Peng Wu",10.5769,"381772114",2008-08-15 00:00:00.000,2,83,2008-08-15 00:00:00.000,
117,"Matthew","Gigi Matthew","gigi0@adventure-works.com","Research and Development","F","M","Research and Development Engineer","185-555-0186","adventure-works\gigi0","Current","Salaried","Active","NA","NA","NA",162,"Miller","Dylan Miller",40.8654,"658797903",2008-08-16 00:00:00.000,2,63,2008-08-16 00:00:00.000,
120,"Ajenstat","François Ajenstat","françois0@adventure-works.com","Information Services","M","S","Database Administrator","785-555-0110","adventure-works\françois0","Current","Salaried","Active","NA","NA","NA",44,"Trenary","Jean Trenary",38.4615,"643805155",2008-08-17 00:00:00.000,2,67,2008-08-17 00:00:00.000,
122,"Williams","Jill Williams","jill0@adventure-works.com","Marketing","F","M","Marketing Specialist","510-555-0121","adventure-works\jill0","Current","Not Salaried","Active","NA","NA","NA",7,"Bradley","David Bradley",14.4231,"72636981",2008-08-18 00:00:00.000,2,47,2008-08-18 00:00:00.000,
124,"Berndt","Matthias Berndt","matthias0@adventure-works.com","Shipping and Receiving","M","M","Shipping and Receiving Clerk","139-555-0120","adventure-works\matthias0","Current","Not Salaried","Active","NA","NA","NA",87,"Ackerman","Pilar Ackerman",9.5,"584205124",2008-08-20 00:00:00.000,2,94,2008-08-20 00:00:00.000,
130,"Chai","Sean Chai","sean1@adventure-works.com","Document Control","M","S","Document Control Assistant","205-555-0132","adventure-works\sean1","Current","Not Salaried","Active","NA","NA","NA",92,"Arifin","Zainal Arifin",10.25,"242381745",2008-08-22 00:00:00.000,2,78,2008-08-22 00:00:00.000,
131,"Wilson","Dan Wilson","dan1@adventure-works.com","Information Services","M","M","Database Administrator","653-555-0144","adventure-works\dan1","Current","Salaried","Active","NA","NA","NA",44,"Trenary","Jean Trenary",38.4615,"929666391",2008-08-22 00:00:00.000,2,66,2008-08-22 00:00:00.000,
133,"Walton","Bryan Walton","bryan1@adventure-works.com","Finance","M","S","Accounts Receivable Specialist","935-555-0199","adventure-works\bryan1","Current","Not Salaried","Active","NA","NA","NA",142,"Liu","David Liu",19,"931190412",2008-08-24 00:00:00.000,2,62,2008-08-24 00:00:00.000,
135,"Uddin","Sairaj Uddin","sairaj0@adventure-works.com","Production Control","M","M","Scheduling Assistant","500-555-0159","adventure-works\sairaj0","Current","Not Salaried","Active","NA","NA","NA",46,"Wright","A. Scott Wright",16,"981495526",2008-08-26 00:00:00.000,2,46,2008-08-26 00:00:00.000,
142,"Liu","David Liu","david6@adventure-works.com","Finance","M","M","Accounts Manager","646-555-0185","adventure-works\david6","Current","Salaried","Active","NA","NA","NA",143,"Norman","Laura Norman",34.7356,"30845",2008-08-30 00:00:00.000,2,57,2008-08-30 00:00:00.000,
144,"Norman","Laura Norman","laura1@adventure-works.com","Executive","F","M","Chief Financial Officer","615-555-0110","adventure-works\laura1","Current","Salaried","Active","NA","NA","NA",112,"Sánchez","Ken Sánchez",60.0962,"184188301",2008-08-31 00:00:00.000,2,0,2013-06-13 00:00:00.000,
149,"Berglund","Andreas Berglund","andreas0@adventure-works.com","Quality Assurance","M","M","Quality Assurance Technician","181-555-0124","adventure-works\andreas0","Current","Not Salaried","Active","NA","NA","NA",43,"Wu","Peng Wu",10.5769,"131471224",2008-09-02 00:00:00.000,2,84,2008-09-02 00:00:00.000,
153,"Meyyappan","Ramesh Meyyappan","ramesh0@adventure-works.com","Information Services","M","S","Application Specialist","182-555-0134","adventure-works\ramesh0","Current","Salaried","Active","NA","NA","NA",44,"Trenary","Jean Trenary",27.4038,"314747499",2008-09-03 00:00:00.000,2,73,2008-09-03 00:00:00.000,
154,"Conroy","Stephanie Conroy","stephanie0@adventure-works.com","Information Services","F","S","Network Manager","594-555-0110","adventure-works\stephanie0","Current","Salaried","Active","NA","NA","NA",44,"Trenary","Jean Trenary",39.6635,"858323870",2008-09-04 00:00:00.000,2,68,2008-09-04 00:00:00.000,
158,"Chen","Hao Chen","hao0@adventure-works.com","Human Resources","M","S","Human Resources Administrative Assistant","806-555-0136","adventure-works\hao0","Current","Not Salaried","Active","NA","NA","NA",32,"Barreto de Mattos","Paula Barreto de Mattos",13.9423,"416679555",2008-09-06 00:00:00.000,2,52,2008-09-06 00:00:00.000,
162,"Miller","Dylan Miller","dylan0@adventure-works.com","Research and Development","M","M","Research and Development Manager","181-555-0156","adventure-works\dylan0","Current","Salaried","Active","NA","NA","NA",3,"Tamburello","Roberto Tamburello",50.4808,"134969118",2008-09-08 00:00:00.000,2,61,2008-09-08 00:00:00.000,
165,"Berge","Karen Berge","karen0@adventure-works.com","Document Control","F","M","Document Control Assistant","746-555-0164","adventure-works\karen0","Current","Not Salaried","Active","NA","NA","NA",92,"Arifin","Zainal Arifin",10.25,"260770918",2008-09-09 00:00:00.000,2,79,2008-09-09 00:00:00.000,
168,"Sandberg","Mikael Sandberg","mikael0@adventure-works.com","Purchasing","M","S","Buyer","309-555-0170","adventure-works\mikael0","Current","Not Salaried","Active","NA","NA","NA",278,"Word","Sheela Word",18.2692,"603686790",2008-09-10 00:00:00.000,2,59,2008-09-10 00:00:00.000,
170,"Tomic","Dragan Tomic","dragan0@adventure-works.com","Finance","M","M","Accounts Payable Specialist","117-555-0185","adventure-works\dragan0","Current","Not Salaried","Active","NA","NA","NA",142,"Liu","David Liu",19,"663843431",2008-09-11 00:00:00.000,2,63,2008-09-11 00:00:00.000,
174,"Brewer","Alan Brewer","alan0@adventure-works.com","Production Control","M","M","Scheduling Assistant","438-555-0172","adventure-works\alan0","Current","Not Salaried","Active","NA","NA","NA",46,"Wright","A. Scott Wright",16,"470689086",2008-09-13 00:00:00.000,2,47,2008-09-13 00:00:00.000,
180,"Berg","Karen Berg","karen1@adventure-works.com","Information Services","F","S","Application Specialist","654-555-0177","adventure-works\karen1","Current","Salaried","Active","NA","NA","NA",44,"Trenary","Jean Trenary",27.4038,"58317344",2008-09-16 00:00:00.000,2,74,2008-09-16 00:00:00.000,
182,"Moreland","Barbara Moreland","barbara1@adventure-works.com","Finance","F","M","Accountant","822-555-0145","adventure-works\barbara1","Current","Salaried","Active","NA","NA","NA",142,"Liu","David Liu",26.4423,"363910111",2008-09-18 00:00:00.000,2,58,2008-09-18 00:00:00.000,
192,"Connelly","Peter Connelly","peter1@adventure-works.com","Information Services","M","S","Network Administrator","310-555-0133","adventure-works\peter1","Current","Not Salaried","Active","NA","NA","NA",154,"Conroy","Stephanie Conroy",32.4519,"672243793",2008-09-23 00:00:00.000,2,69,2008-09-23 00:00:00.000,
195,"Culbertson","Grant Culbertson","grant0@adventure-works.com","Human Resources","M","S","Human Resources Administrative Assistant","955-555-0131","adventure-works\grant0","Current","Not Salaried","Active","NA","NA","NA",32,"Barreto de Mattos","Paula Barreto de Mattos",13.9423,"476980013",2008-09-25 00:00:00.000,2,53,2008-09-25 00:00:00.000,
202,"Rao","Arvind Rao","arvind0@adventure-works.com","Purchasing","M","M","Buyer","848-555-0163","adventure-works\arvind0","Current","Not Salaried","Active","NA","NA","NA",278,"Word","Sheela Word",18.2692,"792847334",2008-09-28 00:00:00.000,2,60,2008-09-28 00:00:00.000,
204,"Abolrous","Hazem Abolrous","hazem0@adventure-works.com","Quality Assurance","M","S","Quality Assurance Manager","869-555-0125","adventure-works\hazem0","Current","Salaried","Active","NA","NA","NA",23,"Krebs","Peter Krebs",28.8462,"398223854",2008-09-28 00:00:00.000,2,80,2008-09-28 00:00:00.000,
205,"Sheperdigian","Janet Sheperdigian","janet0@adventure-works.com","Finance","F","M","Accounts Payable Specialist","393-555-0186","adventure-works\janet0","Current","Not Salaried","Active","NA","NA","NA",142,"Liu","David Liu",19,"519756660",2008-09-29 00:00:00.000,2,64,2008-09-29 00:00:00.000,
207,"Eminhizer","Terry Eminhizer","terry0@adventure-works.com","Marketing","M","M","Marketing Specialist","138-555-0118","adventure-works\terry0","Current","Not Salaried","Active","NA","NA","NA",7,"Bradley","David Bradley",14.4231,"243322160",2008-09-30 00:00:00.000,2,44,2008-09-30 00:00:00.000,
210,"LaMee","Brian LaMee","brian1@adventure-works.com","Production Control","M","M","Scheduling Assistant","313-555-0196","adventure-works\brian1","Current","Not Salaried","Active","NA","NA","NA",46,"Wright","A. Scott Wright",16,"368691270",2008-10-01 00:00:00.000,2,48,2008-10-01 00:00:00.000,
216,"Norred","Chris Norred","chris1@adventure-works.com","Document Control","M","M","Control Specialist","575-555-0126","adventure-works\chris1","Current","Not Salaried","Active","NA","NA","NA",92,"Arifin","Zainal Arifin",16.8269,"260805477",2008-10-04 00:00:00.000,2,75,2008-10-04 00:00:00.000,
220,"Seamans","Mike Seamans","mike0@adventure-works.com","Finance","M","S","Accountant","927-555-0150","adventure-works\mike0","Current","Salaried","Active","NA","NA","NA",142,"Liu","David Liu",26.4423,"480951955",2008-10-06 00:00:00.000,2,59,2008-10-06 00:00:00.000,
221,"Raheem","Michael Raheem","michael6@adventure-works.com","Research and Development","M","M","Research and Development Manager","330-555-2568","adventure-works\michael6","Current","Salaried","Active","NA","NA","NA",162,"Miller","Dylan Miller",42.4808,"879342154",2008-12-01 00:00:00.000,2,16,2008-12-01 00:00:00.000,
222,"Altman","Gary Altman","gary1@adventure-works.com","Facilities and Maintenance","M","M","Facilities Manager","110-555-0112","adventure-works\gary1","Current","Salaried","Active","NA","NA","NA",152,"Hamilton","James Hamilton",24.0385,"141165819",2009-07-02 00:00:00.000,2,86,2009-07-02 00:00:00.000,
227,"Meisner","Linda Meisner","linda2@adventure-works.com","Purchasing","F","M","Buyer","916-555-0165","adventure-works\linda2","Current","Not Salaried","Active","NA","NA","NA",278,"Word","Sheela Word",18.2692,"407505660",2009-07-17 00:00:00.000,2,56,2009-07-17 00:00:00.000,
229,"Hedlund","Magnus Hedlund","magnus0@adventure-works.com","Facilities and Maintenance","M","M","Facilities Administrative Assistant","583-555-0182","adventure-works\magnus0","Current","Not Salaried","Active","NA","NA","NA",222,"Altman","Gary Altman",9.75,"552560652",2009-07-21 00:00:00.000,2,87,2009-07-21 00:00:00.000,
235,"Ogisu","Fukiko Ogisu","fukiko0@adventure-works.com","Purchasing","M","M","Buyer","520-555-0177","adventure-works\fukiko0","Current","Not Salaried","Active","NA","NA","NA",278,"Word","Sheela Word",18.2692,"482810518",2009-08-04 00:00:00.000,2,57,2009-08-04 00:00:00.000,
237,"Hee","Gordon Hee","gordon0@adventure-works.com","Purchasing","M","M","Buyer","230-555-0144","adventure-works\gordon0","Current","Not Salaried","Active","NA","NA","NA",278,"Word","Sheela Word",18.2692,"466142721",2009-08-11 00:00:00.000,2,52,2009-08-11 00:00:00.000,
242,"Pellow","Frank Pellow","frank2@adventure-works.com","Purchasing","M","M","Buyer","163-555-0147","adventure-works\frank2","Current","Not Salaried","Active","NA","NA","NA",278,"Word","Sheela Word",18.2692,"367453993",2009-08-23 00:00:00.000,2,58,2009-08-23 00:00:00.000,
245,"Kurjan","Eric Kurjan","eric2@adventure-works.com","Purchasing","M","S","Buyer","265-555-0195","adventure-works\eric2","Current","Not Salaried","Active","NA","NA","NA",278,"Word","Sheela Word",18.2692,"381073001",2009-08-27 00:00:00.000,2,54,2009-08-27 00:00:00.000,
248,"Hagens","Erin Hagens","erin0@adventure-works.com","Purchasing","F","S","Buyer","842-555-0158","adventure-works\erin0","Current","Not Salaried","Active","NA","NA","NA",278,"Word","Sheela Word",18.2692,"785853949",2009-08-31 00:00:00.000,2,53,2009-08-31 00:00:00.000,
257,"Charncherngkha","Sootha Charncherngkha","sootha0@adventure-works.com","Quality Assurance","M","M","Quality Assurance Technician","325-555-0137","adventure-works\sootha0","Current","Not Salaried","Active","NA","NA","NA",43,"Wu","Peng Wu",10.5769,"343861179",2009-09-23 00:00:00.000,2,85,2009-09-23 00:00:00.000,
265,"Miller","Ben Miller","ben0@adventure-works.com","Purchasing","M","M","Buyer","151-555-0113","adventure-works\ben0","Current","Not Salaried","Active","NA","NA","NA",278,"Word","Sheela Word",18.2692,"20269531",2009-10-07 00:00:00.000,2,55,2009-10-07 00:00:00.000,
267,"Cracium","Ovidiu Cracium","ovidiu0@adventure-works.com","Tool Design","M","S","Senior Tool Designer","719-555-0181","adventure-works\ovidiu0","Current","Not Salaried","Active","NA","NA","NA",3,"Tamburello","Roberto Tamburello",28.8462,"974026903",2010-07-05 00:00:00.000,2,7,2010-07-05 00:00:00.000,
268,"Hill","Annette Hill","annette0@adventure-works.com","Purchasing","F","M","Purchasing Assistant","125-555-0196","adventure-works\annette0","Current","Not Salaried","Active","NA","NA","NA",278,"Word","Sheela Word",12.75,"437296311",2010-07-06 00:00:00.000,2,50,2010-07-06 00:00:00.000,
269,"Galvin","Janice Galvin","janice0@adventure-works.com","Tool Design","F","M","Tool Designer","473-555-0117","adventure-works\janice0","Current","Not Salaried","Active","NA","NA","NA",267,"Cracium","Ovidiu Cracium",25,"486228782",2010-07-23 00:00:00.000,2,8,2010-07-23 00:00:00.000,
270,"Hillmann","Reinout Hillmann","reinout0@adventure-works.com","Purchasing","M","M","Purchasing Assistant","370-555-0163","adventure-works\reinout0","Current","Not Salaried","Active","NA","NA","NA",278,"Word","Sheela Word",12.75,"280633567",2010-07-25 00:00:00.000,2,51,2010-07-25 00:00:00.000,
271,"Sullivan","Michael Sullivan","michael8@adventure-works.com","Engineering","M","S","Senior Design Engineer","465-555-0156","adventure-works\michael8","Current","Salaried","Active","NA","NA","NA",3,"Tamburello","Roberto Tamburello",36.0577,"42487730",2010-07-30 00:00:00.000,2,3,2010-07-30 00:00:00.000,
272,"Jiang","Stephen Jiang","stephen0@adventure-works.com","Sales","M","M","North American Sales Manager","238-555-0197","adventure-works\stephen0","Current","Salaried","Active","NA","NA","NA",277,"Welcker","Brian Welcker",48.101,"502097814",2010-08-04 00:00:00.000,2,14,2010-08-04 00:00:00.000,
273,"Benshoof","Wanida Benshoof","wanida0@adventure-works.com","Marketing","F","M","Marketing Assistant","708-555-0141","adventure-works\wanida0","Current","Not Salaried","Active","NA","NA","NA",7,"Bradley","David Bradley",13.4615,"323403273",2010-08-07 00:00:00.000,2,41,2010-08-07 00:00:00.000,
274,"Salavaria","Sharon Salavaria","sharon0@adventure-works.com","Engineering","F","M","Design Engineer","970-555-0138","adventure-works\sharon0","Current","Salaried","Active","NA","NA","NA",3,"Tamburello","Roberto Tamburello",32.6923,"56920285",2010-08-18 00:00:00.000,2,4,2010-08-18 00:00:00.000,
275,"Wood","John Wood","john5@adventure-works.com","Marketing","M","S","Marketing Specialist","486-555-0150","adventure-works\john5","Current","Not Salaried","Active","NA","NA","NA",7,"Bradley","David Bradley",14.4231,"222969461",2010-09-07 00:00:00.000,2,48,2010-09-07 00:00:00.000,
276,"Dempsey","Mary Dempsey","mary2@adventure-works.com","Marketing","F","S","Marketing Assistant","124-555-0114","adventure-works\mary2","Current","Not Salaried","Active","NA","NA","NA",7,"Bradley","David Bradley",13.4615,"52541318",2010-09-14 00:00:00.000,2,43,2010-09-14 00:00:00.000,
277,"Welcker","Brian Welcker","brian3@adventure-works.com","Sales","M","S","Vice President of Sales","716-555-0127","adventure-works\brian3","Current","Salaried","Active","NA","NA","NA",112,"Sánchez","Ken Sánchez",72.1154,"112432117",2010-09-15 00:00:00.000,2,10,2010-09-15 00:00:00.000,
280,"Word","Sheela Word","sheela0@adventure-works.com","Purchasing","F","S","Purchasing Manager","210-555-0193","adventure-works\sheela0","Current","Salaried","Active","NA","NA","NA",73,"Kahn","Wendy Kahn",30,"895209680",2010-09-25 00:00:00.000,2,49,2012-02-13 00:00:00.000,
290,"Alberts","Amy Alberts","amy0@adventure-works.com","Sales","F","M","European Sales Manager","775-555-0164","adventure-works\amy0","Current","Salaried","Active","NA","NA","NA",277,"Welcker","Brian Welcker",48.101,"982310417",2011-11-15 00:00:00.000,2,21,2011-11-15 00:00:00.000,
294,"Abbas","Syed Abbas","syed0@adventure-works.com","Sales","M","M","Pacific Sales Manager","926-555-0182","adventure-works\syed0","Current","Salaried","Active","NA","NA","NA",277,"Welcker","Brian Welcker",48.101,"481044938",2012-10-12 00:00:00.000,2,20,2012-10-12 00:00:00.000,
4,"Walters","Rob Walters","rob0@adventure-works.com","Tool Design","M","S","Senior Tool Designer","612-555-0100","adventure-works\rob0","Current","Not Salaried","Inactive","NA","NA","NA",3,"Tamburello","Roberto Tamburello",29.8462,"112457891",2007-07-05 00:00:00.000,2,48,2007-07-05 00:00:00.000,2009-12-28 00:00:00.000
7,"Bradley","David Bradley","david0@adventure-works.com","Marketing","M","S","Marketing Manager","913-555-0172","adventure-works\david0","Current","Salaried","Inactive","NA","NA","NA",112,"Sánchez","Ken Sánchez",37.5,"24756624",2007-07-20 00:00:00.000,2,40,2007-07-20 00:00:00.000,2009-02-11 00:00:00.000
98,"Vong","William Vong","william0@adventure-works.com","Production Control","M","M","Scheduling Assistant","148-555-0145","adventure-works\william0","Current","Not Salaried","Inactive","NA","NA","NA",46,"Wright","A. Scott Wright",16,"621209647",2008-08-07 00:00:00.000,2,45,2008-08-07 00:00:00.000,2011-03-31 00:00:00.000
143,"Norman","Laura Norman","laura1@adventure-works.com","Executive","F","M","Chief Financial Officer","615-555-0110","adventure-works\laura1","Current","Salaried","Inactive","NA","NA","NA",112,"Sánchez","Ken Sánchez",60.0962,"184188301",2008-08-31 00:00:00.000,2,0,2008-08-31 00:00:00.000,2013-06-13 00:00:00.000
