Customer Name,State,Profit Margins
Jonathan Hawkins,Florida,31.03%
Jonathan Jones,New York,25.56%
Jonathan Lynch,Connecticut,36.04%
Jonathan Lynch,Florida,28.13%
Jonathan Lynch,Massachusetts,22.02%
Jonathan Lynch,New York,46.01%
Jonathan Lynch,Virginia,28.96%
Jonathan Moreno,Florida,31.92%
Jonathan Pierce,Connecticut,28.96%
Jonathan Pierce,Florida,37.40%
Jonathan Pierce,Virginia,17.99%
Jonathan Reed,Florida,24.54%
Jonathan Reed,New Hampshire,31.99%
Jonathan Reed,New York,26.99%
Jose Barnes,Connecticut,17.99%
Jose Barnes,Florida,33.19%
Jose Barnes,Georgia,43.74%
Jose Barnes,Massachusetts,31.03%
Jose Barnes,New York,42.93%
Jose Ellis,Florida,28.98%
Jose Ellis,New Jersey,26.99%
Jose Ellis,New York,31.03%
Jose Ellis,North Carolina,41.04%
Jose Griffin,Florida,31.79%
Jose Griffin,Georgia,28.98%
Jose Griffin,New York,32.00%
Jose Griffin,North Carolina,49.00%
Jose Griffin,South Carolina,37.80%
Jose Lewis,Florida,29.62%
Jose Lewis,New Hampshire,28.18%
Jose Lewis,North Carolina,26.97%
Jose Lewis,Virginia,26.99%
Jose Riley,Florida,30.02%
Jose Riley,New York,22.02%
Jose Watson,Florida,43.18%
Jose Watson,Georgia,46.05%
Jose Watson,Massachusetts,49.00%
Jose Watson,New York,20.99%
Jose Williams,New Jersey,44.99%
Jose Williams,New York,28.00%
Jose Wright,Florida,18.53%
Jose Wright,Georgia,36.67%
Jose Wright,Massachusetts,44.99%
Jose Wright,New York,36.85%
Jose Wright,North Carolina,35.01%
Joseph Lawson,Georgia,28.96%
Joseph Lawson,Virginia,31.97%
Joseph Lopez,Maryland,36.04%
Joseph Lopez,New Hampshire,37.01%
Joseph Lopez,New Jersey,41.04%
Joseph Lopez,North Carolina,32.46%
Joseph Lopez,Virginia,28.98%
Joseph Murphy,Florida,18.02%
Joseph Murphy,New Jersey,40.30%
Joseph Murphy,New York,29.60%
Joseph Murphy,North Carolina,36.02%
Joseph Walker,New Jersey,36.02%
Joseph Walker,New York,49.00%
Joseph Warren,New Jersey,37.01%
Joseph Warren,New York,37.01%
Joshua Anderson,Connecticut,31.03%
Joshua Anderson,Florida,28.98%
Joshua Anderson,Georgia,36.02%
Joshua Anderson,Massachusetts,44.99%
Joshua Anderson,New York,36.04%
Joshua Bennett,Connecticut,29.62%
Joshua Bennett,Florida,34.90%
Joshua Bennett,New York,23.02%
Joshua Bennett,South Carolina,37.01%
Joshua Bennett,Virginia,44.99%
Joshua Brooks,Florida,17.99%
Joshua Brooks,North Carolina,18.02%
Joshua Collins,Connecticut,28.96%
Joshua Collins,Florida,40.00%
Joshua Collins,New York,44.99%
Joshua Collins,Virginia,35.01%
Joshua Flores,Connecticut,30.21%
Joshua Flores,Florida,28.96%
Joshua Flores,Georgia,33.15%
Joshua Flores,Massachusetts,38.96%
Joshua Flores,New Jersey,36.04%
Joshua Garza,Connecticut,49.00%
Joshua Garza,Florida,28.96%
Joshua Garza,Georgia,31.43%
Joshua Garza,North Carolina,35.01%
Joshua Garza,Virginia,28.18%
Joshua Hunt,Florida,35.67%
Joshua Hunt,Georgia,31.97%
Joshua Hunt,Massachusetts,33.44%
Joshua Hunt,New York,42.79%
Joshua Hunt,Virginia,38.96%
Joshua Jones,Connecticut,27.08%
Joshua Jones,New Hampshire,36.04%
Joshua Jones,New York,31.48%
Joshua Jones,South Carolina,28.13%
Joshua Little,Connecticut,36.02%
Joshua Little,Florida,22.02%
Joshua Little,New Jersey,44.99%
Joshua Peterson,Connecticut,49.00%
Joshua Peterson,Florida,36.02%
Joshua Peterson,Georgia,28.98%
Joshua Peterson,Massachusetts,32.46%
Joshua Peterson,New Jersey,37.80%
Joshua Peterson,New York,33.40%
Joshua Peterson,North Carolina,26.99%
Joshua Peterson,Virginia,28.18%
Joshua Romero,Florida,36.41%
Joshua Romero,Massachusetts,31.99%
Joshua Romero,South Carolina,39.93%
Joshua Rose,Florida,28.96%
Joshua Rose,Massachusetts,37.01%
Joshua Rose,New Jersey,47.06%
Joshua Rose,New York,36.02%
Joshua Ryan,Florida,31.04%
Joshua Ryan,Virginia,17.99%
Joshua Watkins,Florida,38.55%
Joshua Watkins,Massachusetts,36.44%
Joshua Watkins,New Jersey,31.03%
Joshua Watkins,New York,25.71%
Joshua Watkins,Virginia,28.96%
Joshua Williams,Florida,35.01%
Joshua Williams,New York,47.06%
Juan Collins,New Jersey,46.05%
Juan Collins,North Carolina,49.00%
Juan Collins,Rhode Island,38.96%
Juan Cruz,Connecticut,28.96%
Juan Cruz,Florida,31.00%
Juan Cruz,Maryland,26.99%
Juan Cruz,Massachusetts,23.02%
Juan Cruz,New Jersey,33.81%
Juan Cruz,New York,37.01%
Juan Cruz,Virginia,31.03%
Juan Griffin,Massachusetts,37.01%
Juan Griffin,North Carolina,37.80%
Juan Harvey,Florida,28.56%
Juan Harvey,Maryland,36.02%
Juan Harvey,New Jersey,23.02%
Juan Harvey,New York,46.01%
Juan Harvey,South Carolina,28.96%
Juan Harvey,Virginia,24.01%
Juan Hunt,Connecticut,39.93%
Juan Hunt,Florida,36.04%
Juan Hunt,New Hampshire,23.02%
Juan Hunt,New York,41.49%
Juan Hunt,North Carolina,44.99%
Juan Lawrence,Florida,18.02%
Juan Lawrence,Georgia,28.98%
Juan Perez,Connecticut,38.96%
Juan Perez,Florida,31.97%
Juan Perez,New York,36.02%
Juan Ramirez,Connecticut,43.68%
Juan Ramirez,Florida,39.79%
Juan Ramirez,Virginia,24.01%
Juan Rivera,Florida,38.13%
Juan Rivera,Massachusetts,45.62%
Juan Rivera,New Hampshire,36.04%
Juan Rivera,New York,34.62%
Juan Rivera,North Carolina,31.96%
Juan Rivera,Virginia,31.96%
Juan Scott,Florida,30.23%
Juan Scott,Georgia,46.01%
Juan Scott,New Jersey,37.01%
Juan Scott,New York,28.00%
Juan Scott,Virginia,40.82%
Juan Wood,Florida,37.01%
Juan Wood,Maryland,28.18%
Juan Wood,New Jersey,28.00%
Juan Wood,Virginia,31.97%
Justin Butler,Florida,18.00%
Justin Butler,Georgia,28.96%
Justin Butler,Massachusetts,37.01%
Justin Butler,New York,31.03%
Justin Graham,Georgia,40.00%
Justin Graham,New Jersey,38.96%
Justin Graham,New York,33.51%
Justin Graham,North Carolina,36.04%
Justin Graham,Virginia,36.04%
Justin Johnston,Connecticut,39.82%
Justin Johnston,Massachusetts,31.97%
Justin Johnston,New Jersey,33.20%
Justin Johnston,New York,31.99%
Justin Miller,Connecticut,35.01%
Justin Miller,Florida,44.89%
Justin Miller,New York,37.38%
Justin Miller,North Carolina,47.06%
Justin Miller,Virginia,38.96%
Justin Rodriguez,Connecticut,38.96%
Justin Rodriguez,New York,28.18%
Justin Rodriguez,Virginia,44.99%
Justin Romero,Florida,23.02%
Justin Romero,Rhode Island,37.80%
Keith Campbell,Connecticut,49.00%
Keith Campbell,Florida,42.87%
Keith Campbell,New York,31.99%
Keith Campbell,North Carolina,32.03%
Keith Campbell,Virginia,37.80%
Keith Griffin,Connecticut,28.00%
Keith Griffin,New York,47.06%
Keith Griffin,South Carolina,49.00%
Keith Hamilton,Connecticut,39.93%
Keith Hamilton,Florida,39.16%
Keith Hamilton,Massachusetts,41.04%
Keith Hamilton,New York,37.64%
Keith James,Florida,41.42%
Keith James,Massachusetts,31.97%
Keith James,New Jersey,38.96%
Keith James,New York,39.93%
Keith James,Rhode Island,28.98%
Keith Jordan,Connecticut,17.99%
Keith Jordan,Florida,28.18%
Keith Jordan,North Carolina,28.22%
Keith Moore,Connecticut,49.00%
Keith Moore,Florida,18.02%
Keith Moore,New York,34.68%
Keith Moore,Virginia,35.01%
Keith Murphy,Florida,49.00%
Keith Murphy,New York,31.03%
Keith Murphy,Virginia,28.98%
Keith Murray,New York,23.02%
Keith Murray,Virginia,44.99%
Keith Robinson,Florida,33.68%
Keith Robinson,Georgia,41.04%
Keith Robinson,New Hampshire,26.99%
Keith Schmidt,Connecticut,28.00%
Keith Schmidt,Florida,47.06%
Keith Schmidt,Massachusetts,22.02%
Keith Schmidt,North Carolina,36.04%
Keith Stephens,Florida,33.37%
Keith Stephens,Massachusetts,38.96%
Keith Stephens,New Jersey,28.18%
Keith Stephens,New York,33.95%
Keith Stephens,Rhode Island,17.99%
Keith Stephens,Virginia,49.00%
Keith Wheeler,New York,39.93%
Keith Wheeler,North Carolina,26.97%
Keith Wheeler,Virginia,36.15%
Kenneth Arnold,Connecticut,35.01%
Kenneth Arnold,Florida,32.03%
Kenneth Arnold,Georgia,32.03%
Kenneth Arnold,New Hampshire,38.96%
Kenneth Arnold,New York,24.01%
Kenneth Arnold,North Carolina,31.97%
Kenneth Dunn,Florida,40.00%
Kenneth Dunn,Georgia,37.80%
Kenneth Dunn,New Jersey,23.02%
Kenneth Dunn,Rhode Island,35.01%
Kenneth Foster,Connecticut,46.01%
Kenneth Foster,Florida,24.01%
Kenneth Foster,North Carolina,23.81%
Kenneth Foster,South Carolina,23.02%
Kenneth Foster,Virginia,28.18%
Kenneth Hill,Georgia,31.99%
Kenneth Hill,New York,17.99%
Kenneth Hill,South Carolina,31.77%
Kenneth Hill,Virginia,35.01%
Kenneth Marshall,Florida,41.21%
Kenneth Marshall,North Carolina,36.15%
Kenneth Ross,Connecticut,28.98%
Kenneth Ross,Florida,46.05%
Kenneth Ross,New Hampshire,23.02%
Kenneth Ryan,Connecticut,28.98%
Kenneth Ryan,Florida,28.02%
Kenneth Ryan,Georgia,27.48%
Kenneth Simpson,Florida,28.18%
Kenneth Simpson,Maryland,22.02%
Kenneth Simpson,Massachusetts,37.01%
Kenneth Simpson,New York,35.53%
Kenneth Simpson,North Carolina,38.96%
Kevin Campbell,Georgia,31.97%
Kevin Campbell,North Carolina,35.01%
Kevin Gilbert,Connecticut,49.00%
Kevin Gilbert,Florida,46.05%
Kevin Gilbert,North Carolina,31.97%
Kevin Gilbert,Virginia,44.99%
Kevin Gomez,Florida,40.00%
Kevin Gomez,Georgia,32.03%
Kevin Gomez,New Jersey,39.93%
Kevin Gomez,Virginia,22.02%
Kevin Jones,Florida,37.80%
Kevin Jones,Georgia,39.44%
Kevin Jones,Maryland,36.04%
Kevin Jones,New York,17.99%
Kevin Kim,Florida,37.80%
Kevin Kim,Georgia,46.01%
Kevin Lopez,Florida,24.57%
Kevin Moreno,Connecticut,26.99%
Kevin Moreno,Florida,46.03%
Kevin Webb,Connecticut,18.02%
Kevin Webb,Florida,47.06%
Kevin Webb,Massachusetts,38.96%
Kevin Webb,North Carolina,31.96%
Kevin Webb,South Carolina,17.99%
Kevin Wheeler,Connecticut,47.21%
Kevin Wheeler,Florida,49.00%
Kevin Wheeler,New Hampshire,38.96%
Kevin Wheeler,New Jersey,37.80%
Kevin Wheeler,New York,17.99%
Kevin Wheeler,North Carolina,33.99%
Kevin Wheeler,Virginia,47.06%
Kevin Willis,Connecticut,34.87%
Kevin Willis,Florida,24.18%
Kevin Willis,Georgia,31.03%
Kevin Willis,New York,29.40%
Kevin Willis,North Carolina,28.18%
Kevin Willis,Virginia,39.93%
Kevin Wood,Florida,28.13%
Kevin Wood,New York,46.05%
Kevin Wood,North Carolina,28.18%
Kevin Wood,Virginia,31.96%
Larry Dunn,Connecticut,31.97%
Larry Dunn,Florida,41.04%
Larry Dunn,New York,22.02%
Larry Dunn,South Carolina,49.00%
Larry Freeman,Connecticut,24.01%
Larry Freeman,Florida,30.21%
Larry Freeman,New York,47.06%
Larry Freeman,Virginia,28.96%
Larry Ray,Connecticut,42.00%
Larry Ray,Florida,39.51%
Larry Ray,Massachusetts,40.59%
Larry Ray,New York,37.80%
Larry Ross,Connecticut,31.99%
Larry Ross,Florida,41.33%
Larry Ross,New York,41.49%
Larry Ross,North Carolina,46.05%
Larry Stone,Connecticut,40.05%
Larry Stone,New Jersey,36.04%
Larry Stone,New York,34.59%
Lawrence Kelly,Connecticut,41.04%
Lawrence Kelly,Florida,30.48%
Lawrence Kelly,New York,26.99%
Lawrence Kelly,Virginia,18.02%
Lawrence Rogers,Florida,37.01%
Lawrence Rogers,Georgia,38.96%
Lawrence Rogers,New York,25.09%
Lawrence Sanchez,Connecticut,39.93%
Lawrence Sanchez,Florida,28.95%
Lawrence Sanchez,Georgia,38.96%
Lawrence Sanchez,New York,46.05%
Lawrence Sanchez,North Carolina,28.18%
Lawrence Watson,Florida,32.00%
Lawrence Watson,Massachusetts,17.99%
Lawrence Watson,New York,37.01%
Louis Austin,Connecticut,28.96%
Louis Austin,Florida,38.96%
Louis Austin,Georgia,18.96%
Louis Austin,North Carolina,17.99%
Louis Chavez,New York,46.05%
Louis Ellis,Connecticut,40.00%
Louis Ellis,Florida,36.04%
Louis Ellis,New York,40.00%
Louis Ellis,North Carolina,24.01%
Louis Ellis,South Carolina,37.80%
Louis Harris,Florida,31.97%
Louis Harris,Georgia,32.03%
Louis Harris,New Hampshire,38.96%
Louis Johnston,Florida,23.02%
Louis Johnston,New York,25.31%
Louis Johnston,North Carolina,28.98%
Louis Mccoy,Florida,26.88%
Louis Mccoy,Georgia,29.58%
Louis Mccoy,New York,45.62%
Louis Mccoy,Rhode Island,46.05%
Louis Mccoy,Virginia,38.96%
Louis Perry,Florida,33.29%
Louis Perry,New Jersey,34.24%
Louis Torres,New Jersey,40.59%
Louis Torres,New York,44.14%
Louis Torres,Virginia,39.25%
Louis White,Connecticut,28.18%
Louis White,New York,31.03%
Mark Elliott,Florida,38.96%
Mark Elliott,Virginia,18.02%
Mark Gonzalez,Florida,22.02%
Mark Gonzalez,Virginia,44.99%
Mark Kim,Florida,38.96%
Mark Kim,Georgia,46.01%
Mark Kim,Massachusetts,32.03%
Mark Kim,New York,37.01%
Mark Lee,Georgia,28.96%
Mark Lee,Massachusetts,48.63%
Mark Lee,New Jersey,23.02%
Mark Lee,New York,32.03%
Mark Lee,North Carolina,22.79%
Mark Montgomery,Florida,37.37%
Mark Montgomery,Georgia,17.99%
Mark Montgomery,New York,35.66%
Mark Montgomery,North Carolina,38.74%
Mark Montgomery,Virginia,36.04%
Mark Morales,Florida,26.97%
Mark Morales,North Carolina,27.18%
Mark Morales,Virginia,49.00%
Mark Simmons,Florida,37.01%
Mark Simmons,Massachusetts,35.01%
Mark Simmons,North Carolina,28.98%
Mark Simmons,Virginia,37.80%
Mark Spencer,Florida,36.32%
Mark Spencer,Massachusetts,40.00%
Mark Spencer,New Hampshire,32.03%
Mark Spencer,New York,44.99%
Martin Berry,Florida,34.53%
Martin Berry,New York,28.00%
Martin Johnston,Connecticut,26.99%
Martin Johnston,Florida,28.98%
Martin Johnston,New York,37.80%
Martin Johnston,Virginia,46.01%
Martin Mason,Connecticut,31.99%
Martin Mason,Florida,23.16%
Martin Mason,Massachusetts,31.03%
Martin Mason,New York,31.96%
Martin Mason,Virginia,46.01%
Martin Olson,Florida,31.97%
Martin Olson,New Jersey,28.98%
Martin Olson,New York,17.99%
Martin Olson,South Carolina,24.01%
Martin Olson,Virginia,49.00%
Martin Reyes,Connecticut,46.05%
Martin Reyes,Florida,24.01%
Martin Reyes,New Jersey,36.04%
Martin Reyes,North Carolina,36.02%
Matthew Campbell,Massachusetts,36.04%
Matthew Campbell,New Jersey,36.04%
Matthew Campbell,New York,41.75%
Matthew Campbell,North Carolina,23.02%
Matthew Campbell,South Carolina,31.99%
Matthew Duncan,New Jersey,18.02%
Matthew Duncan,Rhode Island,36.02%
Matthew Fernandez,Connecticut,30.82%
Matthew Fernandez,Florida,22.02%
Matthew Fernandez,Georgia,31.97%
Matthew Lewis,Florida,23.02%
Matthew Lewis,New York,18.79%
Matthew Nguyen,Florida,36.86%
Matthew Nguyen,Massachusetts,39.83%
Matthew Phillips,New Jersey,32.03%
Matthew Phillips,North Carolina,47.99%
Matthew Phillips,South Carolina,46.05%
Matthew Smith,Connecticut,36.44%
Matthew Smith,Florida,46.05%
Matthew Smith,New York,36.61%
Matthew Smith,South Carolina,31.96%
Matthew Smith,Virginia,38.96%
Matthew Walker,Connecticut,28.63%
Matthew Walker,Florida,49.00%
Matthew Walker,New York,38.65%
Michael Allen,Connecticut,39.93%
Michael Austin,Georgia,45.36%
Michael Austin,New York,22.02%
Michael Austin,Rhode Island,37.80%
Michael Austin,South Carolina,22.02%
Michael Cole,Maryland,36.02%
Michael Cole,New York,38.96%
Michael Cole,Virginia,36.04%
Michael Hill,Georgia,31.99%
Michael Hill,North Carolina,41.04%
Michael Hill,Virginia,41.10%
Michael Lane,Connecticut,28.18%
Michael Lewis,Connecticut,26.99%
Michael Lewis,Florida,23.02%
Michael Lewis,New Jersey,37.80%
Michael Lewis,New York,31.03%
Michael Lewis,South Carolina,46.01%
Michael Lewis,Virginia,38.96%
Michael Mills,Connecticut,28.00%
Michael Mills,Florida,33.61%
Michael Mills,Georgia,37.80%
Michael Mills,New Hampshire,17.99%
Michael Reed,Connecticut,18.02%
Michael Reed,Florida,26.73%
Michael Reed,New Jersey,39.93%
Michael Reed,New York,39.93%
Michael Thomas,Florida,38.92%
Michael Thomas,Georgia,36.04%
Michael Thomas,New York,37.80%
Michael Ward,Florida,39.02%
Michael Ward,New Jersey,46.01%
Michael Ward,New York,37.16%
Michael Ward,North Carolina,32.03%
Nicholas Arnold,Connecticut,39.93%
Nicholas Arnold,New Jersey,32.85%
Nicholas Arnold,North Carolina,34.96%
Nicholas Cunningham,Connecticut,18.02%
Nicholas Cunningham,Massachusetts,28.96%
Nicholas Cunningham,New Jersey,46.01%
Nicholas Garcia,Florida,39.03%
Nicholas Garcia,New York,49.00%
Nicholas Garcia,Virginia,47.06%
Nicholas Gilbert,Connecticut,31.03%
Nicholas Gilbert,Florida,47.06%
Nicholas Gilbert,Massachusetts,24.01%
Nicholas Gilbert,New York,32.03%
Nicholas Gilbert,Virginia,38.96%
Nicholas Hamilton,Florida,26.99%
Nicholas Hamilton,Massachusetts,38.96%
Nicholas Hernandez,Florida,17.99%
Nicholas Hernandez,Georgia,25.00%
Nicholas Hernandez,New York,36.02%
Nicholas Hernandez,North Carolina,35.01%
Nicholas Morrison,Connecticut,46.01%
Nicholas Morrison,New York,36.02%
Nicholas Sanders,Connecticut,24.01%
Nicholas Sanders,Georgia,36.02%
Nicholas Sanders,New York,37.80%
Nicholas Sanders,Virginia,24.01%
Nicholas Simmons,Connecticut,17.99%
Nicholas Simmons,Georgia,24.01%
Nicholas Simmons,New York,46.05%
Nicholas Simmons,North Carolina,38.96%
Nicholas Stanley,Florida,44.99%
Nicholas Stanley,Georgia,31.39%
Nicholas Stanley,New York,35.11%
Nicholas Ward,Florida,31.97%
Nicholas Ward,Maryland,47.06%
Nicholas Ward,New York,32.97%
Nicholas Ward,Virginia,46.01%
Nicholas West,Florida,39.93%
Nicholas West,New York,28.98%
Nicholas Williamson,Florida,28.96%
Nicholas Williamson,New York,34.73%
Nicholas Williamson,North Carolina,43.15%
Patrick Brown,Connecticut,31.14%
Patrick Brown,Florida,44.99%
Patrick Brown,Massachusetts,24.01%
Patrick Brown,North Carolina,40.00%
Patrick Brown,Rhode Island,37.80%
Patrick Graham,Florida,27.03%
Patrick Graham,New Jersey,33.84%
Patrick Graham,New York,36.59%
Patrick Graham,North Carolina,38.20%
Patrick Hall,Massachusetts,32.03%
Patrick Hall,New York,29.95%
Patrick Hall,Virginia,24.01%
Patrick Morales,Florida,31.60%
Patrick Morales,Maryland,39.93%
Patrick Morales,North Carolina,32.03%
Patrick Morales,South Carolina,37.01%
Patrick Rivera,Connecticut,31.03%
Patrick Rivera,Florida,31.96%
Patrick Rivera,Georgia,28.96%
Patrick Rivera,New York,39.93%
Patrick Wells,Connecticut,40.54%
Patrick Wells,North Carolina,37.01%
Patrick Wells,Virginia,26.99%
Patrick Williamson,Connecticut,39.93%
Patrick Williamson,Florida,27.41%
Patrick Williamson,New Jersey,36.04%
Patrick Williamson,New York,37.89%
Paul Carpenter,Connecticut,17.99%
Paul Carpenter,Florida,35.40%
Paul Carpenter,Georgia,46.01%
Paul Carpenter,New Jersey,37.80%
Paul Carpenter,New York,36.02%
Paul Chapman,Connecticut,32.51%
Paul Chapman,New York,31.97%
Paul Chapman,North Carolina,30.21%
Paul Henderson,New York,37.93%
Paul Holmes,Florida,46.05%
Paul Holmes,New York,32.47%
Paul Holmes,North Carolina,35.05%
Paul Holmes,Virginia,35.01%
Paul Johnson,Connecticut,39.93%
Paul Johnson,Florida,44.99%
Paul Johnson,New York,45.67%
Paul Johnson,North Carolina,36.04%
Paul Johnson,South Carolina,18.67%
Paul Lane,Florida,23.30%
Paul Lane,New York,49.00%
Paul Lane,North Carolina,37.01%
Paul Larson,Florida,32.03%
Paul Larson,Massachusetts,28.18%
Paul Larson,New Jersey,45.53%
Paul Larson,New York,23.02%
Paul Larson,North Carolina,17.99%
Paul Richardson,Connecticut,28.15%
Paul Richardson,Florida,34.34%
Paul Richardson,Virginia,41.04%
Paul Taylor,New York,31.76%
Paul Taylor,South Carolina,28.96%
Peter Boyd,Florida,39.61%
Peter Boyd,New Jersey,41.04%
Peter Boyd,New York,44.30%
Peter Boyd,Virginia,41.04%
Peter Bradley,Connecticut,47.06%
Peter Bradley,Florida,40.83%
Peter Bradley,Georgia,37.80%
Peter Castillo,Connecticut,37.01%
Peter Castillo,Florida,17.99%
Peter Castillo,Massachusetts,30.00%
Peter Castillo,New York,39.20%
Peter Castillo,North Carolina,33.64%
Peter Castillo,Virginia,32.53%
Peter Cook,Florida,37.65%
Peter Cook,New York,38.96%
Peter Cook,Virginia,41.04%
Peter Fernandez,Connecticut,28.18%
Peter Fernandez,Florida,44.99%
Peter Fernandez,Massachusetts,35.01%
Peter Fernandez,New York,30.47%
Peter Fernandez,Virginia,35.01%
Peter Freeman,Florida,37.39%
Peter Freeman,Georgia,31.99%
Peter Freeman,Massachusetts,37.80%
Peter Freeman,New Jersey,26.97%
Peter Freeman,New York,31.40%
Peter Gilbert,Connecticut,23.27%
Peter Gilbert,Georgia,28.00%
Peter Gilbert,Massachusetts,23.02%
Peter Gilbert,New York,49.00%
Peter Gilbert,North Carolina,31.99%
Peter Gray,Florida,36.04%
Peter Gray,Georgia,49.00%
Peter Gray,New York,31.96%
Peter Gray,Virginia,37.01%
Peter Meyer,Connecticut,37.01%
Peter Meyer,Florida,44.49%
Peter Meyer,Georgia,36.02%
Peter Meyer,New York,24.01%
Peter Warren,Florida,37.78%
Peter Warren,Georgia,32.52%
Peter Warren,New York,17.99%
Peter Warren,North Carolina,46.05%
Peter Warren,Virginia,39.93%
Peter Wells,Florida,32.64%
Peter Wells,New York,28.96%
Philip Bailey,Florida,44.66%
Philip Bailey,Maryland,40.00%
Philip Bailey,South Carolina,44.99%
Philip Burton,Florida,39.93%
Philip Burton,North Carolina,36.02%
Philip Burton,South Carolina,28.00%
Philip Burton,Virginia,41.57%
Philip Crawford,Massachusetts,39.93%
Philip Crawford,New York,42.09%
Philip Crawford,Virginia,28.18%
Philip Cunningham,Connecticut,37.80%
Philip Cunningham,Georgia,47.06%
Philip Cunningham,New York,35.01%
Philip Cunningham,Rhode Island,32.03%
Philip Foster,Connecticut,36.02%
Philip Wheeler,Florida,36.02%
Philip Wheeler,Georgia,47.06%
Philip Wheeler,Massachusetts,31.03%
Philip Wheeler,New Hampshire,35.01%
Philip Wheeler,New Jersey,31.96%
Philip Wheeler,New York,47.06%
Phillip Carpenter,Connecticut,28.00%
Phillip Carpenter,Georgia,41.04%
Phillip Carpenter,New Hampshire,44.99%
Phillip Carpenter,North Carolina,23.02%
Phillip Coleman,Connecticut,47.06%
Phillip Coleman,Florida,32.48%
Phillip Coleman,Massachusetts,26.99%
Phillip Coleman,New Jersey,36.04%
Phillip Coleman,New York,31.97%
Phillip Edwards,Florida,17.99%
Phillip Edwards,New York,37.01%
Phillip Edwards,Virginia,17.99%
Phillip Ellis,Georgia,39.93%
Phillip Ellis,New Jersey,36.02%
Phillip Ellis,North Carolina,18.02%
Phillip Harvey,Massachusetts,38.96%
Phillip Harvey,New York,29.76%
Phillip Harvey,North Carolina,38.96%
Phillip Harvey,Virginia,28.98%
Phillip Morrison,Connecticut,44.99%
Phillip Morrison,Florida,36.26%
Phillip Morrison,Georgia,31.03%
Phillip Morrison,Maryland,32.03%
Phillip Morrison,New York,31.06%
Phillip Peters,Florida,31.03%
Phillip Peters,Georgia,29.59%
Phillip Peters,New York,28.18%
Phillip Tucker,Connecticut,35.21%
Phillip Tucker,Massachusetts,31.96%
Phillip Tucker,North Carolina,35.01%
Phillip Watkins,Florida,28.98%
Phillip Watkins,New Hampshire,37.80%
Phillip Watkins,New York,28.96%
Phillip Watkins,North Carolina,31.96%
Phillip Webb,Connecticut,44.99%
Phillip Webb,Florida,30.60%
Phillip Webb,New York,32.56%
Ralph Banks,Virginia,44.44%
Ralph Cooper,Virginia,21.07%
Ralph Davis,Florida,32.91%
Ralph Davis,New York,36.62%
Ralph Davis,North Carolina,26.99%
Ralph Davis,Virginia,41.04%
Ralph Elliott,Maryland,37.80%
Ralph Elliott,New Jersey,17.99%
Ralph Elliott,New York,26.99%
Ralph Elliott,North Carolina,30.43%
Ralph Elliott,Virginia,31.96%
Ralph Jacobs,Florida,32.03%
Ralph Jacobs,Massachusetts,46.01%
Ralph Jacobs,New York,24.01%
Ralph Jacobs,North Carolina,49.00%
Ralph Jacobs,Virginia,28.98%
Ralph Kelley,Florida,28.05%
Ralph Kelley,Georgia,28.00%
Ralph Kelley,New York,28.00%
Ralph Nichols,Florida,28.66%
Ralph Nichols,New York,36.56%
Ralph Nichols,South Carolina,28.98%
Ralph Oliver,Florida,33.27%
Ralph Oliver,Georgia,27.59%
Ralph Oliver,New Jersey,17.99%
Ralph Oliver,New York,23.88%
Ralph Oliver,South Carolina,18.02%
Ralph Oliver,Virginia,31.96%
Ralph Olson,Connecticut,39.93%
Ralph Olson,Florida,41.04%
Ralph Olson,Georgia,40.00%
Ralph Olson,Massachusetts,44.99%
Ralph Olson,New Jersey,38.96%
Ralph Olson,New York,31.96%
Ralph Richardson,Florida,37.80%
Ralph Richardson,Georgia,26.41%
Ralph Richardson,New Jersey,46.05%
Ralph Richardson,New York,36.10%
Ralph Richardson,South Carolina,46.05%
Ralph Wheeler,Connecticut,26.99%
Ralph Wheeler,Florida,41.04%
Ralph Wheeler,New York,46.05%
Ralph Wheeler,North Carolina,28.98%
Ralph Wheeler,Virginia,37.01%
Ralph Willis,Connecticut,28.00%
Ralph Willis,Florida,46.05%
Ralph Willis,Georgia,46.05%
Ralph Willis,New Jersey,38.96%
Ralph Willis,New York,37.01%
Ralph Willis,North Carolina,28.00%
Ralph Willis,Virginia,41.59%
Ralph Wood,Connecticut,23.02%
Ralph Wood,Florida,40.00%
Ralph Wood,Georgia,28.18%
Ralph Wood,New Jersey,26.97%
Ralph Wood,South Carolina,23.02%
Randy Hayes,Connecticut,19.64%
Randy Hayes,Maryland,17.99%
Randy Hayes,New York,36.63%
Randy Hayes,Virginia,36.04%
Randy Simpson,Connecticut,35.01%
Randy Simpson,Florida,31.97%
Randy Simpson,Maryland,23.02%
Randy Simpson,Massachusetts,36.04%
Randy Simpson,North Carolina,31.97%
Randy Webb,Connecticut,35.01%
Randy Webb,Florida,39.93%
Randy Webb,Georgia,37.50%
Randy Webb,Maryland,41.04%
Randy Webb,North Carolina,34.40%
Raymond Alexander,Connecticut,47.06%
Raymond Alexander,Florida,41.04%
Raymond Alexander,New York,38.83%
Raymond Allen,Florida,41.04%
Raymond Allen,Georgia,35.01%
Raymond Allen,New York,36.04%
Raymond Allen,Rhode Island,40.00%
Raymond Arnold,Connecticut,46.01%
Raymond Arnold,Maryland,40.00%
Raymond Arnold,New York,33.30%
Raymond Arnold,North Carolina,26.99%
