first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,Age,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value,Age_Group,Full_name
"Candy","","Female",23,"08/12/1977",44,"N/A","Financial Services","Mass Customer","N","No",6,"59252 Maryland Drive",3500,"VIC","Australia",3,951,0.4505,"40-49","Candy "
"Afton","Andrassy","Female",78,"14/10/1998",23,"Web Designer II","Retail","Mass Customer","N","No",7,"220 Cody Alley",3075,"VIC","Australia",8,956,0.44625,"20-29","Afton Andrassy"
"Blondell","Dibdall","Female",62,"03/01/1967",55,"Programmer III","N/A","Mass Customer","N","No",4,"34 Bunting Pass",3048,"VIC","Australia",4,960,0.442,"50-59","Blondell Dibdall"
"Lauralee","Fudge","Female",83,"21/09/1987",34,"Research Nurse","Health","Mass Customer","N","No",15,"9460 Monument Park",3277,"VIC","Australia",4,985,0.408,"30-39","Lauralee Fudge"
"Datha","Fishburn","Female",15,"02/07/1990",31,"Office Assistant IV","Retail","Mass Customer","N","No",3,"6 Caliangt Way",3079,"VIC","Australia",12,994,0.3825,"30-39","Datha Fishburn"
"Druci","Brandli","Female",39,"29/04/1951",70,"Assistant Media Planner","Entertainment","High Net Worth","N","Yes",22,"89105 Pearson Terrace",4075,"QLD","Australia",7,6,1.671875,"70-79","Druci Brandli"
"Rockwell","Matson","Male",94,"01/01/1995",27,"Programmer Analyst I","Retail","High Net Worth","N","No",3,"3682 Crowley Point",4573,"QLD","Australia",6,10,1.640625,"20-29","Rockwell Matson"
"Claudine","Barstowk","Female",71,"20/07/1966",55,"Nurse","Property","High Net Worth","N","Yes",5,"1859 Forest Circle",4000,"QLD","Australia",11,26,1.46875,"50-59","Claudine Barstowk"
"Blinnie","Roze","Female",84,"10/12/1960",61,"Librarian","Entertainment","High Net Worth","N","No",11,"44557 Rutledge Court",4171,"QLD","Australia",7,26,1.46875,"60-69","Blinnie Roze"
"Rhona","De Freyne","Female",45,"22/11/1960",61,"N/A","Health","High Net Worth","N","No",8,"11184 East Drive",3056,"VIC","Australia",10,30,1.4609375,"60-69","Rhona De Freyne"
"Brooke","Arling","Male",76,"05/12/1961",60,"N/A","N/A","High Net Worth","N","No",6,"6 Melby Center",3027,"VIC","Australia",5,44,1.42109375,"60-69","Brooke Arling"
"Jobina","Gobourn","Female",85,"04/12/1994",27,"VP Quality Control","N/A","High Net Worth","N","Yes",14,"18 Grim Road",4305,"QLD","Australia",4,46,1.4078125,"20-29","Jobina Gobourn"
"Griswold","Kelsall","Male",55,"19/12/1993",28,"Social Worker","Health","High Net Worth","N","Yes",11,"74127 Blaine Point",3805,"VIC","Australia",7,52,1.39453125,"20-29","Griswold Kelsall"
"Loise","Iltchev","Female",70,"18/03/1967",55,"Electrical Engineer","Manufacturing","High Net Worth","N","Yes",17,"45 Becker Place",4504,"QLD","Australia",6,62,1.36796875,"50-59","Loise Iltchev"
"Cristen","Maroney","Female",22,"21/11/1999",22,"Accountant IV","IT","High Net Worth","N","Yes",7,"27 Karstens Crossing",4214,"QLD","Australia",7,65,1.3625,"20-29","Cristen Maroney"
"Gunner","Petti","Male",62,"08/06/1999",22,"Executive Secretary","Financial Services","High Net Worth","N","Yes",3,"29778 Mendota Drive",4036,"QLD","Australia",5,68,1.3546875,"20-29","Gunner Petti"
"Vivienne","Crayden","Female",82,"18/09/1988",33,"Associate Professor","N/A","High Net Worth","N","Yes",6,"69 Algoma Center",4173,"QLD","Australia",7,68,1.3546875,"30-39","Vivienne Crayden"
"Kevina","Ferandez","Female",73,"21/09/1999",22,"Assistant Professor","Financial Services","High Net Worth","N","No",15,"9608 Heffernan Drive",4068,"QLD","Australia",9,72,1.35,"20-29","Kevina Ferandez"
"Gardie","Crellim","Male",58,"12/09/1975",46,"Biostatistician IV","Manufacturing","High Net Worth","N","No",8,"564 Forest Dale Avenue",3161,"VIC","Australia",12,84,1.328125,"40-49","Gardie Crellim"
"Evangelin","Boc","Female",30,"09/05/2000",21,"Structural Analysis Engineer","Manufacturing","High Net Worth","N","Yes",14,"0 Meadow Ridge Street",3173,"VIC","Australia",8,99,1.296875,"20-29","Evangelin Boc"
"Cristen","Wiltshire","Female",59,"20/10/1961",60,"VP Sales","Financial Services","High Net Worth","N","Yes",15,"93 Judy Drive",3047,"VIC","Australia",6,104,1.2875,"60-69","Cristen Wiltshire"
"Lyon","Brittan","Male",14,"23/04/1972",50,"Sales Representative","Retail","High Net Worth","N","No",19,"540 Sachs Road",3153,"VIC","Australia",8,104,1.2875,"50-59","Lyon Brittan"
"Jerrine","Cosbey","Female",21,"11/01/1978",44,"Junior Executive","Financial Services","High Net Worth","N","Yes",6,"29307 Russell Avenue",3094,"VIC","Australia",9,114,1.275,"40-49","Jerrine Cosbey"
"Ludvig","Andren","Male",44,"22/02/1941",81,"Media Manager III","N/A","High Net Worth","N","Yes",15,"578 Waywood Circle",4306,"QLD","Australia",5,125,1.26171875,"80+","Ludvig Andren"
"Agnella","Capener","Female",58,"21/05/1969",52,"Teacher","Health","High Net Worth","N","No",19,"49185 Derek Circle",3977,"VIC","Australia",6,146,1.225,"50-59","Agnella Capener"
"Fonsie","Levane","Male",96,"10/07/1951",70,"Account Representative III","N/A","High Net Worth","N","Yes",19,"83 Armistice Terrace",4011,"QLD","Australia",3,163,1.18203125,"70-79","Fonsie Levane"
"Devonne","Alderwick","Female",79,"29/01/1939",83,"Research Associate","N/A","High Net Worth","N","Yes",9,"534 Lien Lane",3122,"VIC","Australia",7,177,1.1625,"80+","Devonne Alderwick"
"Maury","Galego","Male",65,"27/07/1992",29,"Social Worker","Health","High Net Worth","N","Yes",3,"370 Division Junction",3032,"VIC","Australia",10,181,1.158125,"20-29","Maury Galego"
"Kinna","Kollasch","Female",7,"09/11/1986",35,"Safety Technician I","Property","High Net Worth","N","No",9,"232 Knutson Park",4060,"QLD","Australia",10,188,1.15625,"30-39","Kinna Kollasch"
"Mandie","Jeffryes","Female",60,"16/02/1981",41,"Business Systems Development Analyst","N/A","High Net Worth","N","No",7,"96515 Di Loreto Pass",4109,"QLD","Australia",9,195,1.1475,"40-49","Mandie Jeffryes"
"Charlena","Berney","Female",55,"02/01/1966",56,"Geological Engineer","Manufacturing","High Net Worth","N","Yes",12,"496 Logan Center",4207,"QLD","Australia",4,195,1.1475,"50-59","Charlena Berney"
"Farra","Matyushkin","Female",18,"24/01/1974",48,"VP Quality Control","Manufacturing","High Net Worth","N","Yes",9,"52761 Portage Crossing",3170,"VIC","Australia",9,241,1.0875,"40-49","Farra Matyushkin"
"Cammy","Stoneham","Female",74,"02/05/1963",58,"Business Systems Development Analyst","Financial Services","High Net Worth","N","No",14,"8648 Green Alley",4680,"QLD","Australia",3,244,1.08375,"50-59","Cammy Stoneham"
"Ferdy","Hornung","Male",57,"14/05/1974",47,"Analog Circuit Design manager","Entertainment","High Net Worth","N","No",18,"0686 Hallows Trail",4506,"QLD","Australia",3,250,1.075,"40-49","Ferdy Hornung"
"Shannen","Lewin","Female",21,"07/06/1991",30,"Analog Circuit Design manager","Argiculture","High Net Worth","N","No",6,"29 Aberg Crossing",4210,"QLD","Australia",6,259,1.0625,"30-39","Shannen Lewin"
"Cletis","Longley","Male",84,"01/07/1996",25,"Chemical Engineer","Manufacturing","High Net Worth","N","Yes",1,"667 Waxwing Plaza",3199,"VIC","Australia",7,271,1.06,"20-29","Cletis Longley"
"Morton","Petkens","Male",50,"13/11/1990",31,"Account Coordinator","Manufacturing","High Net Worth","N","Yes",10,"385 Montana Place",3012,"VIC","Australia",1,289,1.0375,"30-39","Morton Petkens"
"Manya","Abramovici","Female",42,"17/07/1955",66,"Quality Engineer","Financial Services","High Net Worth","N","Yes",13,"8 Randy Park",4214,"QLD","Australia",8,304,1.025,"60-69","Manya Abramovici"
"Natividad","Balducci","Female",39,"07/02/1991",31,"N/A","Property","High Net Worth","N","Yes",10,"4472 Washington Junction",3206,"VIC","Australia",11,310,1.02265625,"30-39","Natividad Balducci"
"Julietta","Setchfield","Female",73,"31/01/1992",30,"Operator","N/A","High Net Worth","N","Yes",3,"4 Manufacturers Crossing",4170,"QLD","Australia",8,312,1.02,"30-39","Julietta Setchfield"
"Roch","Symson","Female",96,"13/05/1978",43,"Office Assistant I","Manufacturing","High Net Worth","N","No",18,"016 Westport Park",3073,"VIC","Australia",9,312,1.02,"40-49","Roch Symson"
"Paxon","Roomes","Male",78,"06/11/1976",45,"Information Systems Manager","N/A","High Net Worth","N","Yes",7,"3 Express Lane",3021,"VIC","Australia",7,320,1.015625,"40-49","Paxon Roomes"
"Sonny","McCart","Male",35,"27/08/1992",29,"Account Representative I","Manufacturing","High Net Worth","N","No",9,"52752 Barby Hill",3020,"VIC","Australia",9,324,1.01,"20-29","Sonny McCart"
"Deirdre","Burgoine","Female",14,"08/01/1955",67,"Programmer III","Health","High Net Worth","N","No",7,"0 Stoughton Park",3000,"VIC","Australia",1,326,1.009375,"60-69","Deirdre Burgoine"
"Zechariah","McReidy","Male",32,"22/07/1978",43,"Technical Writer","Manufacturing","High Net Worth","N","No",21,"797 Westend Street",4207,"QLD","Australia",6,329,1,"40-49","Zechariah McReidy"
"Kylynn","Drowsfield","Female",80,"28/03/1975",47,"Editor","N/A","High Net Worth","N","Yes",7,"5 Trailsway Avenue",3059,"VIC","Australia",9,338,0.99609375,"40-49","Kylynn Drowsfield"
"Eddy","Sturch","Male",22,"11/02/1961",61,"Software Consultant","Financial Services","High Net Worth","N","Yes",17,"1 Kinsman Crossing",4158,"QLD","Australia",6,345,0.988125,"60-69","Eddy Sturch"
"Sandor","Stirland","Male",67,"26/05/1981",40,"Web Developer IV","Manufacturing","High Net Worth","N","No",12,"48578 Farmco Park",3235,"VIC","Australia",10,349,0.9875,"40-49","Sandor Stirland"
"Pace","Clemonts","Male",99,"28/07/1990",31,"Media Manager IV","Retail","High Net Worth","N","No",10,"335 Cambridge Hill",3122,"VIC","Australia",7,358,0.98,"30-39","Pace Clemonts"
"Gerik","Woodroof","Male",18,"13/06/1959",62,"Paralegal","Financial Services","High Net Worth","N","Yes",9,"41 Kropf Road",3175,"VIC","Australia",7,366,0.97500000000000009,"60-69","Gerik Woodroof"
"Arty","Fontelles","Male",50,"21/10/1994",27,"Help Desk Technician","IT","High Net Worth","N","No",4,"7872 South Junction",3197,"VIC","Australia",4,370,0.97,"20-29","Arty Fontelles"
"Reginald","Jermy","Male",7,"12/09/1960",61,"Director of Sales","N/A","High Net Worth","N","Yes",20,"540 Katie Street",4128,"QLD","Australia",8,375,0.96,"60-69","Reginald Jermy"
"Link","Gorini","Male",60,"09/11/1974",47,"N/A","IT","High Net Worth","N","No",10,"9495 Jenna Way",4600,"QLD","Australia",2,375,0.96,"40-49","Link Gorini"
"Harriet","Brattan","Female",81,"03/12/1986",35,"Human Resources Assistant I","Financial Services","High Net Worth","N","No",2,"66 Ruskin Parkway",3579,"VIC","Australia",1,378,0.95624999999999993,"30-39","Harriet Brattan"
"Porter","Buckenhill","Male",46,"14/06/1954",67,"Help Desk Operator","Manufacturing","High Net Worth","N","Yes",9,"376 Talmadge Street",4124,"QLD","Australia",7,386,0.945625,"60-69","Porter Buckenhill"
"Carolann","Raatz","Female",25,"26/02/1979",43,"Chief Design Engineer","N/A","High Net Worth","N","No",21,"817 Bunker Hill Place",3977,"VIC","Australia",6,386,0.945625,"40-49","Carolann Raatz"
"Nora","Anselm","Female",84,"05/01/1961",61,"N/A","Entertainment","High Net Worth","N","Yes",15,"2 Emmet Parkway",4342,"QLD","Australia",5,396,0.9375,"60-69","Nora Anselm"
"Leese","Huckleby","Female",67,"10/09/1977",44,"Help Desk Operator","Manufacturing","High Net Worth","N","Yes",16,"73 Riverside Trail",3777,"VIC","Australia",7,405,0.93,"40-49","Leese Huckleby"
"Corinna","Beretta","Female",24,"29/02/1996",26,"Programmer III","Health","High Net Worth","N","No",12,"72 Mccormick Circle",3023,"VIC","Australia",7,408,0.9296875,"20-29","Corinna Beretta"
"Laurie","Odlin","Female",75,"08/03/1983",39,"Social Worker","Health","High Net Worth","N","No",10,"15669 Arizona Trail",3194,"VIC","Australia",10,409,0.925,"30-39","Laurie Odlin"
"Skipp","Swales","Male",15,"14/11/1973",48,"Community Outreach Specialist","Entertainment","High Net Worth","N","Yes",22,"76 Green Ridge Drive",3029,"VIC","Australia",7,436,0.903125,"40-49","Skipp Swales"
"Garwin","Nurden","Male",54,"19/04/1958",64,"Programmer I","Property","High Net Worth","N","Yes",5,"0 Union Parkway",3142,"VIC","Australia",11,444,0.9,"60-69","Garwin Nurden"
"Bunny","Leebetter","Female",83,"30/04/1966",55,"Quality Engineer","Manufacturing","High Net Worth","N","Yes",8,"4 Lukken Lane",4301,"QLD","Australia",4,444,0.9,"50-59","Bunny Leebetter"
"Katie","Warhurst","Female",0,"02/12/1991",30,"Help Desk Operator","Retail","High Net Worth","N","Yes",14,"96 Rutledge Drive",3064,"VIC","Australia",5,450,0.89999999999999991,"30-39","Katie Warhurst"
"Laurena","","Female",21,"31/07/1961",60,"VP Sales","N/A","High Net Worth","N","No",10,"7 Messerschmidt Crossing",3810,"VIC","Australia",6,455,0.8925,"60-69","Laurena "
"Heloise","Fairpool","Female",17,"07/09/1976",45,"Information Systems Manager","Manufacturing","High Net Worth","N","No",17,"005 Loeprich Way",4680,"QLD","Australia",3,455,0.8925,"40-49","Heloise Fairpool"
"Lynnett","Tipper","Female",22,"03/08/1993",28,"Social Worker","Health","High Net Worth","N","Yes",2,"9 Ridgeview Avenue",3109,"VIC","Australia",10,466,0.89,"20-29","Lynnett Tipper"
"Georgi","","Male",29,"14/01/1970",52,"Assistant Manager","Manufacturing","High Net Worth","N","No",11,"59 Garrison Terrace",3215,"VIC","Australia",4,485,0.8755,"50-59","Georgi "
"Adolpho","Bellerby","Male",46,"25/10/1944",77,"VP Sales","Financial Services","High Net Worth","N","Yes",13,"2763 Buhler Circle",4305,"QLD","Australia",4,486,0.875,"70-79","Adolpho Bellerby"
"Kelsey","Hatt","Female",69,"27/06/1966",55,"Senior Sales Associate","Financial Services","High Net Worth","N","No",8,"309 Maple Wood Pass",3930,"VIC","Australia",6,486,0.875,"50-59","Kelsey Hatt"
"Lucien","","Male",83,"14/09/1966",55,"N/A","Financial Services","High Net Worth","N","Yes",19,"777 Fairfield Court",4305,"QLD","Australia",3,486,0.875,"50-59","Lucien "
"Ariel","McCloid","Male",4,"13/03/1994",28,"Human Resources Manager","N/A","High Net Worth","N","Yes",6,"99 Quincy Parkway",3630,"VIC","Australia",1,486,0.875,"20-29","Ariel McCloid"
"George","Jose","Male",68,"19/12/1960",61,"Payment Adjustment Coordinator","Retail","High Net Worth","N","Yes",20,"535 Corben Point",4680,"QLD","Australia",4,504,0.85000000000000009,"60-69","George Jose"
"Jammal","Devenny","Male",57,"14/05/1999",22,"Marketing Manager","Retail","High Net Worth","N","No",12,"18 Sage Plaza",3152,"VIC","Australia",9,507,0.85,"20-29","Jammal Devenny"
"Adriane","Richardson","Female",81,"10/03/1976",46,"Data Coordiator","Manufacturing","High Net Worth","N","No",9,"4 Randy Street",3070,"VIC","Australia",8,513,0.8415,"40-49","Adriane Richardson"
"Zabrina","Margram","Female",87,"15/05/1964",57,"N/A","Manufacturing","High Net Worth","N","Yes",11,"1092 Kinsman Parkway",4053,"QLD","Australia",8,515,0.839375,"50-59","Zabrina Margram"
"Perry","Whitehurst","Male",79,"29/05/1980",41,"Structural Engineer","Manufacturing","High Net Worth","N","Yes",8,"0 Nelson Crossing",3155,"VIC","Australia",7,524,0.83671875,"40-49","Perry Whitehurst"
"Antony","Tuma","Male",11,"10/03/1954",68,"Environmental Tech","Telecommunications","High Net Worth","N","Yes",13,"93264 Almo Plaza",3078,"VIC","Australia",10,526,0.833,"60-69","Antony Tuma"
"Jacobo","Mucklow","Male",62,"04/12/1952",69,"Computer Systems Analyst I","Financial Services","High Net Worth","N","Yes",22,"5512 Ronald Regan Hill",3122,"VIC","Australia",8,530,0.8287500000000001,"60-69","Jacobo Mucklow"
"Lucretia","D'Agostini","Female",41,"14/12/1978",43,"Database Administrator III","Manufacturing","High Net Worth","N","No",15,"4 Gale Center",3185,"VIC","Australia",7,536,0.82500000000000007,"40-49","Lucretia D'Agostini"
"Terrence","Dalligan","Male",60,"19/02/1998",24,"Chemical Engineer","Manufacturing","High Net Worth","N","Yes",2,"240 Main Hill",3200,"VIC","Australia",6,544,0.8245,"20-29","Terrence Dalligan"
"Cami","Eitter","Female",34,"03/01/1979",43,"Professor","Manufacturing","High Net Worth","N","Yes",11,"1408 Hovde Circle",3081,"VIC","Australia",9,551,0.818125,"40-49","Cami Eitter"
"Reiko","Degenhardt","Female",83,"16/01/1976",46,"Financial Analyst","Financial Services","High Net Worth","N","Yes",5,"50897 Northfield Road",4280,"QLD","Australia",6,552,0.816,"40-49","Reiko Degenhardt"
"Worthington","Ahmed","Male",79,"24/03/1972",50,"Senior Cost Accountant","Financial Services","High Net Worth","N","No",13,"39408 Manufacturers Road",3335,"VIC","Australia",3,555,0.8125,"50-59","Worthington Ahmed"
"Charmain","Styles","Female",49,"25/02/1965",57,"Programmer Analyst I","Property","High Net Worth","N","Yes",18,"423 Holy Cross Lane",3029,"VIC","Australia",7,574,0.79899999999999993,"50-59","Charmain Styles"
"Debbie","Tillman","Female",3,"06/07/1990",31,"Account Coordinator","Manufacturing","High Net Worth","N","Yes",13,"527 Jay Trail",4551,"QLD","Australia",8,582,0.79,"30-39","Debbie Tillman"
"Dena","Pabst","Female",39,"20/04/1987",35,"Account Executive","Manufacturing","High Net Worth","N","Yes",17,"02023 Loeprich Drive",3037,"VIC","Australia",7,590,0.78359374999999987,"30-39","Dena Pabst"
"Nicol","Swinford","Male",65,"07/12/1976",45,"VP Marketing","Property","High Net Worth","N","No",16,"976 Roxbury Alley",4157,"QLD","Australia",7,609,0.7625,"40-49","Nicol Swinford"
"Reinhard","Oscroft","Male",23,"18/03/1950",72,"Pharmacist","Health","High Net Worth","N","No",18,"045 Magdeline Court",3690,"VIC","Australia",1,634,0.73949999999999994,"70-79","Reinhard Oscroft"
"Nady","Withinshaw","Female",96,"17/02/1968",54,"Database Administrator III","N/A","High Net Worth","N","No",8,"7 Brentwood Circle",4000,"QLD","Australia",7,641,0.73437499999999989,"50-59","Nady Withinshaw"
"Annabelle","Hanwell","Female",11,"28/11/1951",70,"Professor","Manufacturing","High Net Worth","N","Yes",15,"99 Sherman Parkway",3083,"VIC","Australia",12,655,0.7171875,"70-79","Annabelle Hanwell"
"Orly","Nesbitt","Female",6,"25/03/1985",37,"Analyst Programmer","Manufacturing","High Net Worth","N","Yes",14,"7 Beilfuss Road",3163,"VIC","Australia",6,657,0.714,"30-39","Orly Nesbitt"
"Stephen","Tittershill","Male",73,"21/12/1991",30,"Nurse Practicioner","Financial Services","High Net Worth","N","No",6,"8 Scott Drive",3150,"VIC","Australia",11,658,0.71249999999999991,"30-39","Stephen Tittershill"
"Shane","Diss","Female",50,"29/10/1980",41,"N/A","Financial Services","High Net Worth","N","Yes",16,"22 Shelley Plaza",3198,"VIC","Australia",8,662,0.711875,"40-49","Shane Diss"
"Essie","Withur","Female",42,"26/02/1941",81,"Director of Sales","Financial Services","High Net Worth","N","No",19,"539 Graceland Pass",3444,"VIC","Australia",7,668,0.7054999999999999,"80+","Essie Withur"
"Ted","Izacenko","Male",3,"01/08/1959",62,"Librarian","Entertainment","High Net Worth","N","No",9,"2 Shasta Place",3130,"VIC","Australia",10,668,0.7054999999999999,"60-69","Ted Izacenko"
"Andrew","Froment","Male",58,"19/07/1977",44,"Office Assistant IV","Retail","High Net Worth","N","No",7,"78 Bluestem Road",3860,"VIC","Australia",2,684,0.7,"40-49","Andrew Froment"
"Renie","Fiveash","Female",92,"10/10/1992",29,"Occupational Therapist","Health","High Net Worth","N","No",16,"2 Anniversary Trail",4508,"QLD","Australia",4,688,0.697,"20-29","Renie Fiveash"
"Cathleen","Le Teve","Female",75,"06/11/1950",71,"Recruiting Manager","N/A","High Net Worth","N","No",18,"32834 Caliangt Way",4211,"QLD","Australia",3,691,0.69062499999999993,"70-79","Cathleen Le Teve"
"Jillane","Simion","Female",8,"03/07/1974",47,"VP Marketing","Manufacturing","High Net Worth","N","No",7,"7 Caliangt Street",4209,"QLD","Australia",3,700,0.6875,"40-49","Jillane Simion"
"Zebulen","Emtage","Male",52,"01/09/1963",58,"Senior Developer","N/A","High Net Worth","N","Yes",17,"44 Ronald Regan Parkway",4352,"QLD","Australia",7,733,0.66250000000000009,"50-59","Zebulen Emtage"
"Glory","Chilcott","Female",49,"09/09/1939",82,"N/A","Telecommunications","High Net Worth","N","No",9,"4286 Rowland Circle",4165,"QLD","Australia",5,741,0.65875,"80+","Glory Chilcott"
"Cazzie","Stanwix","Male",37,"01/10/1960",61,"Research Assistant IV","Manufacturing","High Net Worth","N","Yes",11,"6026 Mallory Drive",4561,"QLD","Australia",7,760,0.6375,"60-69","Cazzie Stanwix"
"Andrea","Pendle","Female",86,"05/08/1938",83,"N/A","N/A","High Net Worth","N","Yes",13,"31281 Meadow Valley Way",4500,"QLD","Australia",6,760,0.6375,"80+","Andrea Pendle"
"Reinaldos","Simmig","Male",55,"15/01/1955",67,"Nurse Practicioner","Manufacturing","High Net Worth","N","No",8,"6112 Mariners Cove Park",3147,"VIC","Australia",10,782,0.62049999999999994,"60-69","Reinaldos Simmig"
"Fey","","Female",48,"04/09/1957",64,"Research Nurse","Health","High Net Worth","N","Yes",11,"77 Paget Park",3147,"VIC","Australia",12,786,0.61625,"60-69","Fey "
"Luci","Dyter","Female",12,"30/05/1952",69,"Software Test Engineer I","Manufacturing","High Net Worth","N","No",20,"2 Namekagon Trail",3981,"VIC","Australia",7,804,0.59500000000000008,"60-69","Luci Dyter"
"Dmitri","","Male",72,"06/02/1991",31,"N/A","Financial Services","High Net Worth","N","Yes",15,"4 Mallory Pass",3690,"VIC","Australia",4,810,0.58749999999999991,"30-39","Dmitri "
"Maddalena","Hencke","Female",61,"09/12/1952",69,"Help Desk Operator","N/A","High Net Worth","N","No",22,"64037 Swallow Crossing",4170,"QLD","Australia",5,810,0.58749999999999991,"60-69","Maddalena Hencke"
"Keelby","Sudlow","Male",96,"01/09/1988",33,"Marketing Assistant","Manufacturing","High Net Worth","N","No",12,"8042 Cherokee Court",3163,"VIC","Australia",8,820,0.584375,"30-39","Keelby Sudlow"
"Cristie","Bence","Female",49,"17/04/2000",22,"Automation Specialist II","N/A","High Net Worth","N","No",9,"3413 Schmedeman Court",4122,"QLD","Australia",8,828,0.58,"20-29","Cristie Bence"
"Teodor","Mullinder","Male",56,"26/08/1962",59,"Nuclear Power Engineer","Manufacturing","High Net Worth","N","No",11,"43 Pond Junction",3216,"VIC","Australia",5,832,0.57500000000000007,"50-59","Teodor Mullinder"
"Leeland","","Male",66,"24/01/1957",65,"VP Quality Control","Telecommunications","High Net Worth","N","No",12,"9 Stephen Center",4122,"QLD","Australia",4,845,0.5631250000000001,"60-69","Leeland "
"Gerta","Porrett","Female",46,"13/11/1959",62,"Registered Nurse","Health","High Net Worth","N","No",12,"074 Badeau Crossing",3250,"VIC","Australia",2,851,0.5625,"60-69","Gerta Porrett"
"Sile","Zappel","Female",47,"29/03/1958",64,"Business Systems Development Analyst","IT","High Net Worth","N","No",15,"44350 Buell Alley",4018,"QLD","Australia",6,859,0.55781249999999993,"60-69","Sile Zappel"
"Craggy","Happel","Male",37,"10/02/1979",43,"Marketing Manager","Manufacturing","High Net Worth","N","Yes",8,"23 Del Sol Alley",3064,"VIC","Australia",6,859,0.55781249999999993,"40-49","Craggy Happel"
"Karoly","Burgoine","Male",57,"06/04/1947",75,"Account Representative IV","Health","High Net Worth","N","Yes",21,"18 Morning Circle",3012,"VIC","Australia",2,865,0.55,"70-79","Karoly Burgoine"
"Clarine","Piecha","Female",99,"07/12/1964",57,"Dental Hygienist","Health","High Net Worth","N","No",14,"7523 Eggendart Hill",4151,"QLD","Australia",10,865,0.55,"50-59","Clarine Piecha"
"Jeno","Strafford","Male",67,"21/07/1941",80,"Tax Accountant","Financial Services","High Net Worth","N","No",7,"891 Sachtjen Hill",4170,"QLD","Australia",9,879,0.5375,"80+","Jeno Strafford"
"Hildegarde","Bamb","Female",16,"10/02/1961",61,"Help Desk Operator","N/A","High Net Worth","N","Yes",10,"5070 Division Parkway",3910,"VIC","Australia",9,913,0.4993749999999999,"60-69","Hildegarde Bamb"
"Julita","Prene","Female",14,"16/05/1979",42,"Chemical Engineer","Manufacturing","High Net Worth","N","Yes",13,"5 Myrtle Junction",4128,"QLD","Australia",2,913,0.4993749999999999,"40-49","Julita Prene"
"Ashlen","Willbond","Female",64,"15/05/1984",37,"Software Consultant","Health","High Net Worth","N","No",16,"723 Grayhawk Way",3934,"VIC","Australia",8,913,0.4993749999999999,"30-39","Ashlen Willbond"
"Keely","Bointon","Female",71,"16/10/1988",33,"Nurse","Telecommunications","High Net Worth","N","No",3,"55 Dorton Point",4154,"QLD","Australia",9,913,0.4993749999999999,"30-39","Keely Bointon"
"Felice","Dechelette","Male",75,"05/02/1998",24,"Librarian","Entertainment","High Net Worth","N","No",3,"4 Kingsford Trail",4051,"QLD","Australia",4,928,0.48,"20-29","Felice Dechelette"
"Reinold","Natt","Male",16,"23/08/1964",57,"Help Desk Technician","Financial Services","High Net Worth","N","Yes",8,"70 Evergreen Hill",3207,"VIC","Australia",8,937,0.47,"50-59","Reinold Natt"
"Michele","Pammenter","Male",23,"26/06/1983",38,"Teacher","Health","High Net Worth","N","No",2,"37 Mesta Road",3198,"VIC","Australia",8,948,0.456875,"30-39","Michele Pammenter"
"Karly","Willavize","Female",2,"12/08/1954",67,"Internal Auditor","Manufacturing","High Net Worth","N","No",12,"193 North Point",2190,"NSW","Australia",10,19,1.53125,"60-69","Karly Willavize"
"Sharron","Claibourn","Female",62,"26/01/1980",42,"N/A","Financial Services","High Net Worth","N","Yes",17,"555 Hermina Avenue",2280,"NSW","Australia",8,30,1.4609375,"40-49","Sharron Claibourn"
"Farlie","Petford","Male",76,"25/03/1968",54,"Recruiting Manager","N/A","High Net Worth","N","No",13,"2330 Butternut Trail",2017,"NSW","Australia",10,36,1.44765625,"50-59","Farlie Petford"
"Vinny","Incogna","Female",73,"13/02/1953",69,"N/A","Health","High Net Worth","N","No",10,"8 Grayhawk Circle",2756,"NSW","Australia",8,40,1.434375,"60-69","Vinny Incogna"
"Gipsy","Ewestace","Female",29,"30/08/1956",65,"Business Systems Development Analyst","Retail","High Net Worth","N","Yes",5,"08708 Moulton Park",2034,"NSW","Australia",12,46,1.4078125,"60-69","Gipsy Ewestace"
"Lorrie","Antonelli","Male",47,"11/02/1983",39,"Cost Accountant","Financial Services","High Net Worth","N","Yes",17,"06936 Bobwhite Circle",2257,"NSW","Australia",7,57,1.375,"30-39","Lorrie Antonelli"
"Kaine","Smallcombe","Male",59,"06/02/1942",80,"Senior Financial Analyst","Financial Services","High Net Worth","N","No",11,"9 Mosinee Parkway",2072,"NSW","Australia",10,62,1.36796875,"80+","Kaine Smallcombe"
"Dorothy","Barnardo","Female",58,"01/02/1983",39,"Human Resources Manager","Retail","High Net Worth","N","No",12,"9630 Cottonwood Avenue",2168,"NSW","Australia",8,65,1.3625,"30-39","Dorothy Barnardo"
"Sherilyn","Canero","Female",11,"03/08/1996",25,"Dental Hygienist","Health","High Net Worth","N","Yes",13,"8288 Lyons Way",2484,"NSW","Australia",7,68,1.3546875,"20-29","Sherilyn Canero"
"Yancy","Clementet","Male",5,"16/02/1968",54,"Mechanical Systems Engineer","N/A","High Net Worth","N","No",15,"9 Union Center",2147,"NSW","Australia",9,72,1.35,"50-59","Yancy Clementet"
