Customer_ID,First_name,Last_name,Gender,Past_3_Years_Bike_Related_Purchases,DOB,Age,Job_title,Job_industry_category,Wealth_segment,Deceased_indicator,Owns_car,Tenure,Age_Group,Full_name
157,"Chad","Houtby","Male",97,"23/11/1974",47,"Financial Advisor","Financial Services","Affluent Customer","N","No",16,"40-49","Chad Houtby"
189,"Umberto","Torricella","Male",73,"19/07/1981",40,"Safety Technician I","Financial Services","Affluent Customer","N","No",10,"40-49","Umberto Torricella"
194,"Ursala","Ferrai","Female",4,"16/11/1974",47,"Web Developer III","Financial Services","Affluent Customer","N","No",10,"40-49","Ursala Ferrai"
224,"Morgun","Girvan","Male",2,"03/12/1967",54,"Compensation Analyst","Financial Services","Affluent Customer","N","No",17,"50-59","Morgun Girvan"
245,"Noell","Grahlmans","Female",6,"26/09/2001",20,"Associate Professor","Financial Services","Affluent Customer","N","No",1,"20-29","Noell Grahlmans"
364,"Leontyne","Simpkiss","Female",96,"30/09/1976",45,"Database Administrator III","Financial Services","Affluent Customer","N","No",11,"40-49","Leontyne Simpkiss"
408,"Kurtis","Baistow","Male",79,"31/08/1991",30,"Senior Financial Analyst","Financial Services","Affluent Customer","N","No",11,"30-39","Kurtis Baistow"
471,"Libby","Wardesworth","Female",82,"01/01/1956",66,"GIS Technical Architect","Financial Services","Affluent Customer","N","No",14,"60-69","Libby Wardesworth"
499,"Dalli","Baggally","Male",39,"15/03/1961",61,"Budget/Accounting Analyst III","Financial Services","Affluent Customer","N","No",19,"60-69","Dalli Baggally"
532,"Row","Mawditt","Female",25,"14/01/1961",61,"Community Outreach Specialist","Financial Services","Affluent Customer","N","No",19,"60-69","Row Mawditt"
603,"Alidia","Durrett","Female",28,"18/04/1987",35,"Marketing Assistant","Financial Services","Affluent Customer","N","No",11,"30-39","Alidia Durrett"
751,"Amie","Dufty","Female",41,"31/10/2001",20,"Business Systems Development Analyst","Financial Services","Affluent Customer","N","No",1,"20-29","Amie Dufty"
831,"Teddy","Keijser","Male",4,"20/04/1973",49,"Paralegal","Financial Services","Affluent Customer","N","No",11,"40-49","Teddy Keijser"
863,"Kessiah","Logg","Female",19,"10/09/1961",60,"Senior Financial Analyst","Financial Services","Affluent Customer","N","No",5,"60-69","Kessiah Logg"
898,"Reyna","Braizier","Female",53,"28/08/1977",44,"General Manager","Financial Services","Affluent Customer","N","No",16,"40-49","Reyna Braizier"
976,"Andonis","Slimmon","Male",10,"21/10/1971",50,"Graphic Designer","Financial Services","Affluent Customer","N","No",10,"50-59","Andonis Slimmon"
1010,"Leighton","Ebbles","Male",24,"26/01/1963",59,"Nurse","Financial Services","Affluent Customer","N","No",17,"50-59","Leighton Ebbles"
1027,"Rolando","Sherewood","Male",33,"07/10/1966",55,"Statistician I","Financial Services","Affluent Customer","N","No",18,"50-59","Rolando Sherewood"
1047,"Standford","Tanswill","Male",39,"03/09/1978",43,"VP Accounting","Financial Services","Affluent Customer","N","No",11,"40-49","Standford Tanswill"
1134,"Sullivan","Scullion","Male",22,"30/09/1994",27,"Administrative Assistant IV","Financial Services","Affluent Customer","N","No",3,"20-29","Sullivan Scullion"
1180,"Gaye","Quickenden","Female",48,"17/08/1975",46,"Account Representative I","Financial Services","Affluent Customer","N","No",10,"40-49","Gaye Quickenden"
1228,"Marti","Bisterfeld","Female",43,"27/04/1962",59,"Senior Cost Accountant","Financial Services","Affluent Customer","N","No",6,"50-59","Marti Bisterfeld"
1270,"Cullen","Langshaw","Male",72,"27/02/1983",39,"Paralegal","Financial Services","Affluent Customer","N","No",10,"30-39","Cullen Langshaw"
1341,"Parry","Rigolle","Male",65,"18/05/1986",35,"Computer Systems Analyst I","Financial Services","Affluent Customer","N","No",15,"30-39","Parry Rigolle"
1354,"Karee","Hyman","Female",0,"15/10/2000",21,"Analyst Programmer","Financial Services","Affluent Customer","N","No",2,"20-29","Karee Hyman"
1375,"Archie","Van den Hof","Male",36,"07/12/1978",43,"Analog Circuit Design manager","Financial Services","Affluent Customer","N","No",18,"40-49","Archie Van den Hof"
1481,"Ellissa","Stanney","Female",93,"26/06/1976",45,"Senior Financial Analyst","Financial Services","Affluent Customer","N","No",14,"40-49","Ellissa Stanney"
1558,"Oberon","Scading","Male",14,"12/05/1991",30,"Information Systems Manager","Financial Services","Affluent Customer","N","No",2,"30-39","Oberon Scading"
1617,"Jannelle","Ort","Female",97,"06/07/1978",43,"Compensation Analyst","Financial Services","Affluent Customer","N","No",10,"40-49","Jannelle Ort"
1631,"Towny","Beebee","Male",11,"03/09/1996",25,"Speech Pathologist","Financial Services","Affluent Customer","N","No",1,"20-29","Towny Beebee"
1728,"Pryce","Larner","Male",41,"04/05/1977",44,"Paralegal","Financial Services","Affluent Customer","N","No",22,"40-49","Pryce Larner"
1747,"Obadiah","Fairall","Male",46,"14/03/1987",35,"Research Assistant II","Financial Services","Affluent Customer","N","No",14,"30-39","Obadiah Fairall"
1775,"Kimberly","Dishmon","Female",73,"01/10/1995",26,"Actuary","Financial Services","Affluent Customer","N","No",3,"20-29","Kimberly Dishmon"
1776,"Korey","Gate","Male",77,"26/08/1978",43,"Accountant I","Financial Services","Affluent Customer","N","No",10,"40-49","Korey Gate"
1876,"Borden","Wooles","Male",16,"28/05/1977",44,"Recruiting Manager","Financial Services","Affluent Customer","N","No",21,"40-49","Borden Wooles"
2018,"Richie","Matts","Male",80,"30/01/1963",59,"Senior Developer","Financial Services","Affluent Customer","N","No",12,"50-59","Richie Matts"
2103,"Jayme","Hendin","Male",94,"22/09/1975",46,"Business Systems Development Analyst","Financial Services","Affluent Customer","N","No",18,"40-49","Jayme Hendin"
2206,"Osmond","McCamish","Male",60,"25/05/1957",64,"Structural Engineer","Financial Services","Affluent Customer","N","No",14,"60-69","Osmond McCamish"
2293,"Engracia","Newcom","Female",70,"07/03/1958",64,"Financial Advisor","Financial Services","Affluent Customer","N","No",16,"60-69","Engracia Newcom"
2315,"Pernell","MacCheyne","Male",25,"01/03/1994",28,"Community Outreach Specialist","Financial Services","Affluent Customer","N","No",8,"20-29","Pernell MacCheyne"
2403,"Karalee","Tremlett","Female",41,"25/10/1977",44,"Technical Writer","Financial Services","Affluent Customer","N","No",12,"40-49","Karalee Tremlett"
2528,"Cassie","Toffaloni","Male",81,"23/09/1978",43,"Senior Editor","Financial Services","Affluent Customer","N","No",15,"40-49","Cassie Toffaloni"
2535,"Butch","Broadnicke","Male",53,"20/08/1981",40,"Accountant III","Financial Services","Affluent Customer","N","No",13,"40-49","Butch Broadnicke"
2601,"Morgana","Wardel","Female",48,"18/01/1975",47,"Software Engineer III","Financial Services","Affluent Customer","N","No",13,"40-49","Morgana Wardel"
2611,"Aeriel","Lejeune","Female",36,"18/02/1991",31,"Tax Accountant","Financial Services","Affluent Customer","N","No",9,"30-39","Aeriel Lejeune"
2686,"Cully","Takos","Male",63,"21/05/1996",25,"Automation Specialist II","Financial Services","Affluent Customer","N","No",4,"20-29","Cully Takos"
2726,"Bradford","Monkton","Male",49,"18/03/1976",46,"Administrative Officer","Financial Services","Affluent Customer","N","No",4,"40-49","Bradford Monkton"
2993,"Blinnie","Hazelden","Female",85,"07/03/1995",27,"Graphic Designer","Financial Services","Affluent Customer","N","No",4,"20-29","Blinnie Hazelden"
3000,"Tann","McCard","Male",28,"15/05/1974",47,"Compensation Analyst","Financial Services","Affluent Customer","N","No",22,"40-49","Tann McCard"
3017,"Jason","De Lorenzo","Male",88,"05/10/1955",66,"Operator","Financial Services","Affluent Customer","N","No",7,"60-69","Jason De Lorenzo"
3063,"Andrea","Wildber","Male",74,"04/11/1999",22,"VP Sales","Financial Services","Affluent Customer","N","No",2,"20-29","Andrea Wildber"
3069,"Phylis","Traves","Female",59,"12/08/1988",33,"Senior Cost Accountant","Financial Services","Affluent Customer","N","No",12,"30-39","Phylis Traves"
3174,"Odele","Blackmore","Female",67,"16/11/1976",45,"Research Associate","Financial Services","Affluent Customer","N","No",9,"40-49","Odele Blackmore"
3212,"Corella","Bartomeu","Female",62,"15/01/1981",41,"Analog Circuit Design manager","Financial Services","Affluent Customer","N","No",13,"40-49","Corella Bartomeu"
3256,"Collen","Kew","Female",76,"06/02/1986",36,"Professor","Financial Services","Affluent Customer","N","No",6,"30-39","Collen Kew"
3278,"Marcel","Eddolls","Male",66,"22/06/1982",39,"VP Product Management","Financial Services","Affluent Customer","N","No",9,"30-39","Marcel Eddolls"
3302,"Faulkner","McKiernan","Male",17,"30/10/1956",65,"Compensation Analyst","Financial Services","Affluent Customer","N","No",19,"60-69","Faulkner McKiernan"
3362,"Piotr","Saladin","Male",60,"24/06/1971",50,"VP Accounting","Financial Services","Affluent Customer","N","No",13,"50-59","Piotr Saladin"
3368,"Tanya","Boddis","Female",7,"17/07/1967",54,"Technical Writer","Financial Services","Affluent Customer","N","No",16,"50-59","Tanya Boddis"
3463,"Fletch","Durrett","Male",7,"15/06/1984",37,"Compensation Analyst","Financial Services","Affluent Customer","N","No",2,"30-39","Fletch Durrett"
3491,"Leanna","Cromb","Female",69,"03/04/1976",46,"Business Systems Development Analyst","Financial Services","Affluent Customer","N","No",10,"40-49","Leanna Cromb"
3547,"Ganny","Dwerryhouse","Male",19,"06/05/1975",46,"Senior Financial Analyst","Financial Services","Affluent Customer","N","No",8,"40-49","Ganny Dwerryhouse"
3785,"Fernande","Jahan","Female",93,"09/04/1969",53,"Compensation Analyst","Financial Services","Affluent Customer","N","No",14,"50-59","Fernande Jahan"
3915,"Cybil","Brombell","Female",17,"23/06/1959",62,"Statistician I","Financial Services","Affluent Customer","N","No",15,"60-69","Cybil Brombell"
3943,"Adler","Dredge","Male",19,"30/12/1997",24,"VP Accounting","Financial Services","Affluent Customer","N","No",2,"20-29","Adler Dredge"
55,"Linc","Jillions","Male",48,"24/09/1956",65,"Paralegal","Financial Services","Affluent Customer","N","Yes",7,"60-69","Linc Jillions"
58,"Dalenna","Pinnock","Female",26,"04/07/1967",54,"Office Assistant III","Financial Services","Affluent Customer","N","Yes",17,"50-59","Dalenna Pinnock"
65,"Yale","Tanser","Male",21,"01/04/1976",46,"Information Systems Manager","Financial Services","Affluent Customer","N","Yes",15,"40-49","Yale Tanser"
91,"Dylan","Meaker","Male",69,"24/02/1955",67,"Senior Financial Analyst","Financial Services","Affluent Customer","N","Yes",17,"60-69","Dylan Meaker"
103,"Ethyl","Runham","Female",49,"21/04/1997",25,"Product Engineer","Financial Services","Affluent Customer","N","Yes",4,"20-29","Ethyl Runham"
138,"Onofredo","Franc","Male",5,"28/04/1985",36,"Recruiter","Financial Services","Affluent Customer","N","Yes",13,"30-39","Onofredo Franc"
182,"Lydon","Dahlman","Male",99,"20/11/1992",29,"Sales Associate","Financial Services","Affluent Customer","N","Yes",7,"20-29","Lydon Dahlman"
251,"Mala","","Female",88,"24/12/1977",44,"VP Sales","Financial Services","Affluent Customer","N","Yes",10,"40-49","Mala "
312,"Garek","Prattin","Male",44,"17/03/1958",64,"Desktop Support Technician","Financial Services","Affluent Customer","N","Yes",6,"60-69","Garek Prattin"
325,"Anthia","Ghilardini","Female",98,"26/09/1971",50,"Computer Systems Analyst I","Financial Services","Affluent Customer","N","Yes",17,"50-59","Anthia Ghilardini"
333,"Debbi","Doohey","Female",25,"20/06/1965",56,"Sales Associate","Financial Services","Affluent Customer","N","Yes",8,"50-59","Debbi Doohey"
334,"Fredi","Iannuzzelli","Female",71,"20/05/1999",22,"Financial Advisor","Financial Services","Affluent Customer","N","Yes",3,"20-29","Fredi Iannuzzelli"
397,"Nerissa","Foote","Female",86,"02/09/1981",40,"Paralegal","Financial Services","Affluent Customer","N","Yes",5,"40-49","Nerissa Foote"
404,"Sinclair","Sustins","Male",92,"17/12/1995",26,"Geologist I","Financial Services","Affluent Customer","N","Yes",4,"20-29","Sinclair Sustins"
415,"Conchita","Jeans","Female",20,"31/05/1955",66,"Senior Financial Analyst","Financial Services","Affluent Customer","N","Yes",18,"60-69","Conchita Jeans"
465,"Alina","Wilsey","Female",54,"27/03/1976",46,"Developer III","Financial Services","Affluent Customer","N","Yes",14,"40-49","Alina Wilsey"
496,"Korry","Cosgrove","Female",25,"28/01/1976",46,"Engineer II","Financial Services","Affluent Customer","N","Yes",11,"40-49","Korry Cosgrove"
509,"Tobe","Vamplew","Male",64,"06/08/1979",42,"Developer II","Financial Services","Affluent Customer","N","Yes",21,"40-49","Tobe Vamplew"
520,"Jazmin","Neumann","Female",66,"09/08/1964",57,"VP Quality Control","Financial Services","Affluent Customer","N","Yes",15,"50-59","Jazmin Neumann"
523,"Elberta","Tixall","Female",44,"24/11/1974",47,"Senior Financial Analyst","Financial Services","Affluent Customer","N","Yes",16,"40-49","Elberta Tixall"
653,"Maxy","Hurles","Male",68,"28/01/1968",54,"Graphic Designer","Financial Services","Affluent Customer","N","Yes",19,"50-59","Maxy Hurles"
794,"Scott","Ommundsen","Male",99,"12/05/1955",66,"Compensation Analyst","Financial Services","Affluent Customer","N","Yes",16,"60-69","Scott Ommundsen"
824,"Fleurette","Whardley","Female",97,"27/02/1977",45,"Financial Advisor","Financial Services","Affluent Customer","N","Yes",12,"40-49","Fleurette Whardley"
840,"Chas","Carabet","Male",94,"20/06/1964",57,"VP Sales","Financial Services","Affluent Customer","N","Yes",19,"50-59","Chas Carabet"
852,"Andie","Bonney","Female",37,"04/11/2000",21,"Compensation Analyst","Financial Services","Affluent Customer","N","Yes",2,"20-29","Andie Bonney"
859,"Devinne","Tommeo","Female",53,"02/08/1978",43,"Geologist I","Financial Services","Affluent Customer","N","Yes",7,"40-49","Devinne Tommeo"
941,"Tye","Doohan","Male",13,"02/02/1995",27,"Recruiting Manager","Financial Services","Affluent Customer","N","Yes",1,"20-29","Tye Doohan"
952,"Marina","Andresen","Female",34,"13/06/1971",50,"VP Sales","Financial Services","Affluent Customer","N","Yes",6,"50-59","Marina Andresen"
987,"Lars","Keher","Male",89,"29/08/1974",47,"Senior Cost Accountant","Financial Services","Affluent Customer","N","Yes",11,"40-49","Lars Keher"
1022,"Suzann","Wilks","Female",56,"04/03/1990",32,"Assistant Manager","Financial Services","Affluent Customer","N","Yes",14,"30-39","Suzann Wilks"
1063,"Terrence","Geck","Male",22,"01/03/1987",35,"Actuary","Financial Services","Affluent Customer","N","Yes",13,"30-39","Terrence Geck"
1132,"Coriss","Darkott","Female",99,"01/08/1985",36,"Actuary","Financial Services","Affluent Customer","N","Yes",9,"30-39","Coriss Darkott"
1190,"Sib","Gilby","Female",67,"07/09/1968",53,"Assistant Professor","Financial Services","Affluent Customer","N","Yes",10,"50-59","Sib Gilby"
1199,"Ludovico","Bertot","Male",7,"14/06/1958",63,"VP Accounting","Financial Services","Affluent Customer","N","Yes",5,"60-69","Ludovico Bertot"
1211,"Gunar","Petasch","Male",45,"23/07/1978",43,"VP Sales","Financial Services","Affluent Customer","N","Yes",14,"40-49","Gunar Petasch"
1273,"Hieronymus","Whinray","Male",48,"31/07/1974",47,"General Manager","Financial Services","Affluent Customer","N","Yes",14,"40-49","Hieronymus Whinray"
1288,"Abra","Cuardall","Female",51,"07/10/1979",42,"Desktop Support Technician","Financial Services","Affluent Customer","N","Yes",18,"40-49","Abra Cuardall"
1296,"Essy","Vondrak","Female",61,"11/03/1989",33,"Paralegal","Financial Services","Affluent Customer","N","Yes",9,"30-39","Essy Vondrak"
1300,"Sisely","Strelitzer","Female",0,"10/03/1991",31,"Physical Therapy Assistant","Financial Services","Affluent Customer","N","Yes",9,"30-39","Sisely Strelitzer"
1302,"Ericka","Eggers","Female",29,"03/05/1998",23,"Biostatistician I","Financial Services","Affluent Customer","N","Yes",2,"20-29","Ericka Eggers"
1431,"Derek","Malafe","Male",29,"13/05/1975",46,"Sales Associate","Financial Services","Affluent Customer","N","Yes",17,"40-49","Derek Malafe"
1469,"Shermy","","Male",77,"29/06/1957",64,"Financial Advisor","Financial Services","Affluent Customer","N","Yes",14,"60-69","Shermy "
1502,"Margalit","Handrick","Female",52,"26/03/1990",32,"Design Engineer","Financial Services","Affluent Customer","N","Yes",11,"30-39","Margalit Handrick"
1521,"Pernell","Duffett","Male",49,"13/11/1995",26,"Business Systems Development Analyst","Financial Services","Affluent Customer","N","Yes",22,"20-29","Pernell Duffett"
1535,"Emanuel","Baukham","Male",80,"08/04/1997",25,"Cost Accountant","Financial Services","Affluent Customer","N","Yes",3,"20-29","Emanuel Baukham"
1536,"Tiffany","Fanshaw","Female",28,"04/10/1979",42,"Software Consultant","Financial Services","Affluent Customer","N","Yes",15,"40-49","Tiffany Fanshaw"
1579,"Madelaine","Siegertsz","Female",40,"27/01/1978",44,"Desktop Support Technician","Financial Services","Affluent Customer","N","Yes",17,"40-49","Madelaine Siegertsz"
1673,"Suzie","Dahle","Female",45,"09/11/1978",43,"Professor","Financial Services","Affluent Customer","N","Yes",21,"40-49","Suzie Dahle"
1835,"Rodrigo","Felce","Male",48,"30/06/1993",28,"Financial Advisor","Financial Services","Affluent Customer","N","Yes",1,"20-29","Rodrigo Felce"
1838,"Jobina","Dudenie","Female",14,"25/11/1964",57,"Business Systems Development Analyst","Financial Services","Affluent Customer","N","Yes",12,"50-59","Jobina Dudenie"
1900,"Noland","Larder","Male",67,"15/08/1980",41,"Safety Technician II","Financial Services","Affluent Customer","N","Yes",19,"40-49","Noland Larder"
1943,"Armstrong","Style","Male",35,"03/10/1985",36,"Senior Cost Accountant","Financial Services","Affluent Customer","N","Yes",13,"30-39","Armstrong Style"
1964,"Cara","Campbell-Dunlop","Female",60,"19/06/1964",57,"Mechanical Systems Engineer","Financial Services","Affluent Customer","N","Yes",9,"50-59","Cara Campbell-Dunlop"
2017,"Ezri","Sadry","Male",67,"11/02/1995",27,"Programmer II","Financial Services","Affluent Customer","N","Yes",6,"20-29","Ezri Sadry"
2047,"Kirsten","Slegg","Female",45,"13/04/1975",47,"Paralegal","Financial Services","Affluent Customer","N","Yes",21,"40-49","Kirsten Slegg"
2116,"Wyndham","Ecob","Male",81,"20/01/1979",43,"Research Associate","Financial Services","Affluent Customer","N","Yes",9,"40-49","Wyndham Ecob"
2195,"Nevsa","Taill","Female",94,"02/05/1987",34,"GIS Technical Architect","Financial Services","Affluent Customer","N","Yes",13,"30-39","Nevsa Taill"
2201,"Trisha","Basset","Female",56,"12/12/1998",23,"Design Engineer","Financial Services","Affluent Customer","N","Yes",1,"20-29","Trisha Basset"
2202,"Diannne","Neissen","Female",46,"19/08/1977",44,"Physical Therapy Assistant","Financial Services","Affluent Customer","N","Yes",8,"40-49","Diannne Neissen"
2229,"Linette","Gotmann","Female",76,"10/04/1959",63,"Cost Accountant","Financial Services","Affluent Customer","N","Yes",7,"60-69","Linette Gotmann"
2282,"Dominic","Gregoletti","Male",81,"25/02/1957",65,"Senior Financial Analyst","Financial Services","Affluent Customer","N","Yes",7,"60-69","Dominic Gregoletti"
2305,"Aeriell","Greeding","Female",91,"09/07/1984",37,"Chief Design Engineer","Financial Services","Affluent Customer","N","Yes",13,"30-39","Aeriell Greeding"
2316,"Vernen","Bourgaize","Male",79,"21/03/1978",44,"Computer Systems Analyst IV","Financial Services","Affluent Customer","N","Yes",11,"40-49","Vernen Bourgaize"
2362,"Herbie","Machans","Male",49,"05/06/1972",49,"Developer II","Financial Services","Affluent Customer","N","Yes",19,"40-49","Herbie Machans"
2478,"Andreas","Lamke","Male",85,"07/07/1966",55,"Senior Cost Accountant","Financial Services","Affluent Customer","N","Yes",10,"50-59","Andreas Lamke"
2590,"Roslyn","Tewkesbury.","Female",48,"22/09/1964",57,"General Manager","Financial Services","Affluent Customer","N","Yes",11,"50-59","Roslyn Tewkesbury."
2740,"Godiva","Bulward","Female",61,"02/02/1963",59,"Administrative Officer","Financial Services","Affluent Customer","N","Yes",12,"50-59","Godiva Bulward"
2780,"Papageno","Beare","Male",77,"16/11/1985",36,"Actuary","Financial Services","Affluent Customer","N","Yes",16,"30-39","Papageno Beare"
2781,"Linnea","Jeacop","Female",4,"01/09/1997",24,"VP Sales","Financial Services","Affluent Customer","N","Yes",5,"20-29","Linnea Jeacop"
2789,"Violetta","Bucksey","Female",66,"30/11/1992",29,"Senior Editor","Financial Services","Affluent Customer","N","Yes",7,"20-29","Violetta Bucksey"
2817,"Agata","Inglesent","Female",33,"28/02/1987",35,"Senior Financial Analyst","Financial Services","Affluent Customer","N","Yes",6,"30-39","Agata Inglesent"
2843,"Lorain","Danforth","Female",42,"20/04/1968",54,"Recruiter","Financial Services","Affluent Customer","N","Yes",5,"50-59","Lorain Danforth"
2925,"Henderson","Sloey","Male",36,"02/05/1978",43,"Business Systems Development Analyst","Financial Services","Affluent Customer","N","Yes",19,"40-49","Henderson Sloey"
3045,"Renato","Mungham","Male",52,"02/10/1996",25,"Cost Accountant","Financial Services","Affluent Customer","N","Yes",2,"20-29","Renato Mungham"
3064,"Zach","Billison","Male",96,"14/06/1995",26,"Product Engineer","Financial Services","Affluent Customer","N","Yes",4,"20-29","Zach Billison"
3066,"Renell","Bellocht","Female",29,"14/01/1995",27,"Paralegal","Financial Services","Affluent Customer","N","Yes",2,"20-29","Renell Bellocht"
3084,"Birgit","Dowers","Female",57,"16/07/1959",62,"Staff Scientist","Financial Services","Affluent Customer","N","Yes",16,"60-69","Birgit Dowers"
3097,"Alessandro","Casley","Male",2,"09/05/1978",43,"Actuary","Financial Services","Affluent Customer","N","Yes",19,"40-49","Alessandro Casley"
3117,"Nisse","Marriage","Female",68,"11/06/1995",26,"Cost Accountant","Financial Services","Affluent Customer","N","Yes",6,"20-29","Nisse Marriage"
3171,"Leif","","Male",36,"23/05/1967",54,"Account Coordinator","Financial Services","Affluent Customer","N","Yes",10,"50-59","Leif "
3191,"Bobbette","Amps","Female",29,"08/07/1959",62,"Director of Sales","Financial Services","Affluent Customer","N","Yes",12,"60-69","Bobbette Amps"
3296,"Leontyne","Jackett","Female",78,"11/11/1974",47,"Quality Engineer","Financial Services","Affluent Customer","N","Yes",17,"40-49","Leontyne Jackett"
3383,"Dane","Swansbury","Male",47,"05/04/1982",40,"Financial Analyst","Financial Services","Affluent Customer","N","Yes",10,"40-49","Dane Swansbury"
3445,"Craggy","","Male",62,"23/06/1966",55,"Database Administrator I","Financial Services","Affluent Customer","N","Yes",11,"50-59","Craggy "
3477,"Jaquelin","Leek","Female",90,"24/01/1996",26,"Senior Developer","Financial Services","Affluent Customer","N","Yes",7,"20-29","Jaquelin Leek"
3503,"Tootsie","Rafter","Female",53,"12/03/1979",43,"Financial Advisor","Financial Services","Affluent Customer","N","Yes",10,"40-49","Tootsie Rafter"
3567,"Eileen","Ilchenko","Female",17,"14/09/1980",41,"Nurse","Financial Services","Affluent Customer","N","Yes",14,"40-49","Eileen Ilchenko"
3685,"Solomon","Ruffles","Male",86,"12/06/1989",32,"Human Resources Manager","Financial Services","Affluent Customer","N","Yes",16,"30-39","Solomon Ruffles"
3792,"Ingunna","Loxston","Female",81,"16/04/1976",46,"VP Marketing","Financial Services","Affluent Customer","N","Yes",5,"40-49","Ingunna Loxston"
3838,"Mil","Clemitt","Female",59,"24/03/1987",35,"Sales Associate","Financial Services","Affluent Customer","N","Yes",4,"30-39","Mil Clemitt"
3936,"Rodd","Spare","Male",57,"04/05/1960",61,"Paralegal","Financial Services","Affluent Customer","N","Yes",16,"60-69","Rodd Spare"
3958,"Pincus","Woodard","Male",8,"27/04/1970",51,"Actuary","Financial Services","Affluent Customer","N","Yes",16,"50-59","Pincus Woodard"
21,"Mile","Cammocke","Male",74,"20/09/1980",41,"Safety Technician I","Manufacturing","Affluent Customer","N","Yes",16,"40-49","Mile Cammocke"
32,"Marion","Vanichkin","Female",17,"20/04/1995",27,"Legal Assistant","Manufacturing","Affluent Customer","N","No",4,"20-29","Marion Vanichkin"
40,"Tomasine","Jerche","Female",91,"27/10/1981",40,"Payment Adjustment Coordinator","Manufacturing","Affluent Customer","N","No",14,"40-49","Tomasine Jerche"
72,"Sammy","Cheese","Male",93,"13/02/1972",50,"Administrative Officer","Manufacturing","Affluent Customer","N","Yes",16,"50-59","Sammy Cheese"
95,"Nomi","Mallinder","Female",67,"25/12/1960",61,"Software Engineer III","Manufacturing","Affluent Customer","N","Yes",8,"60-69","Nomi Mallinder"
102,"Langsdon","Tranfield","Male",51,"27/11/1956",65,"Quality Control Specialist","Manufacturing","Affluent Customer","N","No",16,"60-69","Langsdon Tranfield"
116,"Scottie","Swiffen","Male",49,"05/02/1999",23,"Assistant Professor","Manufacturing","Affluent Customer","N","Yes",2,"20-29","Scottie Swiffen"
166,"Elston","Oleszczak","Male",54,"12/06/1955",66,"Structural Analysis Engineer","Manufacturing","Affluent Customer","N","No",6,"60-69","Elston Oleszczak"
172,"Hilton","Carney","Male",54,"12/09/1988",33,"Editor","Manufacturing","Affluent Customer","N","Yes",6,"30-39","Hilton Carney"
175,"Templeton","Hambrook","Male",36,"28/11/1975",46,"Quality Engineer","Manufacturing","Affluent Customer","N","No",5,"40-49","Templeton Hambrook"
257,"Marissa","","Female",70,"08/02/1966",56,"Sales Associate","Manufacturing","Affluent Customer","N","Yes",19,"50-59","Marissa "
286,"Kiley","Canaan","Male",99,"01/08/1989",32,"Accounting Assistant II","Manufacturing","Affluent Customer","N","Yes",11,"30-39","Kiley Canaan"
287,"Hannie","Wodham","Female",41,"06/05/1985",36,"Nuclear Power Engineer","Manufacturing","Affluent Customer","N","No",4,"30-39","Hannie Wodham"
315,"Lisa","Odlin","Female",67,"16/04/1958",64,"Chief Design Engineer","Manufacturing","Affluent Customer","N","No",12,"60-69","Lisa Odlin"
359,"Dulcine","Gauson","Female",2,"28/11/1958",63,"Legal Assistant","Manufacturing","Affluent Customer","N","Yes",6,"60-69","Dulcine Gauson"
399,"Nickie","Neissen","Male",26,"18/07/1976",45,"Engineer III","Manufacturing","Affluent Customer","N","Yes",16,"40-49","Nickie Neissen"
419,"Chrissie","Bernardini","Female",34,"26/01/1981",41,"VP Marketing","Manufacturing","Affluent Customer","N","No",17,"40-49","Chrissie Bernardini"
426,"Emlyn","Anstice","Female",10,"02/06/1972",49,"Nuclear Power Engineer","Manufacturing","Affluent Customer","N","No",8,"40-49","Emlyn Anstice"
432,"Amby","Pentin","Male",83,"12/02/1990",32,"Nuclear Power Engineer","Manufacturing","Affluent Customer","N","Yes",10,"30-39","Amby Pentin"
437,"Sayres","Duthie","Male",24,"14/08/1976",45,"Systems Administrator III","Manufacturing","Affluent Customer","N","Yes",17,"40-49","Sayres Duthie"
456,"Randolph","Redihalgh","Male",47,"30/11/1975",46,"Automation Specialist I","Manufacturing","Affluent Customer","N","Yes",17,"40-49","Randolph Redihalgh"
458,"Osborn","Pentony","Male",57,"21/04/1969",53,"Account Representative IV","Manufacturing","Affluent Customer","N","Yes",18,"50-59","Osborn Pentony"
460,"Illa","","Female",0,"23/01/1986",36,"Electrical Engineer","Manufacturing","Affluent Customer","N","Yes",16,"30-39","Illa "
475,"Vernor","","Male",0,"14/11/1996",25,"Nuclear Power Engineer","Manufacturing","Affluent Customer","N","No",1,"20-29","Vernor "
486,"Prudi","Edon","Female",0,"30/12/1955",66,"Technical Writer","Manufacturing","Affluent Customer","N","Yes",15,"60-69","Prudi Edon"
536,"Jannelle","Leist","Female",64,"07/04/1959",63,"Recruiting Manager","Manufacturing","Affluent Customer","N","No",16,"60-69","Jannelle Leist"
584,"Fiona","Clines","Female",10,"15/09/1995",26,"Tax Accountant","Manufacturing","Affluent Customer","N","Yes",19,"20-29","Fiona Clines"
618,"Lucho","Mitie","Male",17,"05/04/1962",60,"Electrical Engineer","Manufacturing","Affluent Customer","N","Yes",18,"60-69","Lucho Mitie"
641,"Foster","Haysar","Male",86,"21/11/1974",47,"Accounting Assistant I","Manufacturing","Affluent Customer","N","No",3,"40-49","Foster Haysar"
