Customer Name,Customer Email Address,Customer Gender,Customer City,Customer Sales Territory Country,Customer Sales Territory Group,Customer Sales Territory Region,Customer Key,Customer Alternate Key,Customer Title,Customer Street Address,Customer Date of Birth,Customer Commute Distance,Customer First Purchase Date,Customer Education,Customer Occupation,Customer House Owner Indicator,Customer Cars Owned,Customer Marital Status,Customer Children,Customer Phone Number,Customer Annual Income,Customer Country Code,Customer Country,Customer Postal Code,Customer State Province,Customer State Province Code,Customer City State
"Trisha Liang","trisha11@adventure-works.com","F","Beverly Hills","United States","North America","Southwest",17178,"AW00017178","","37 Peachwillow Lane",1958-01-16 00:00:00.000,"10+ Miles",2013-12-16 00:00:00.000,"High School","Professional","House Owner",2,"Married",2,"757-555-0197",60000,"US","United States","90210","California","CA","Beverly Hills, CA"
"Evan Ramirez","evan7@adventure-works.com","M","San Carlos","United States","North America","Southwest",17436,"AW00017436","","5260 Marina Village Pkwy.",1961-01-04 00:00:00.000,"1-2 Miles",2013-07-08 00:00:00.000,"High School","Professional","Not House Owner",2,"Married",2,"180-555-0136",60000,"US","United States","94070","California","CA","San Carlos, CA"
"Natalie Baker","natalie59@adventure-works.com","F","Berkeley","United States","North America","Southwest",17437,"AW00017437","","8005 Pacheco St.",1960-12-16 00:00:00.000,"1-2 Miles",2013-03-03 00:00:00.000,"High School","Professional","Not House Owner",2,"Married",2,"532-555-0176",60000,"US","United States","94704","California","CA","Berkeley, CA"
"Destiny Jenkins","destiny55@adventure-works.com","F","Chula Vista","United States","North America","Southwest",17521,"AW00017521","","8246 Via Del Sol",1979-12-22 00:00:00.000,"1-2 Miles",2013-07-04 00:00:00.000,"High School","Professional","Not House Owner",2,"Married",0,"931-555-0157",60000,"US","United States","91910","California","CA","Chula Vista, CA"
"Nathan Patterson","nathan6@adventure-works.com","M","Beverly Hills","United States","North America","Southwest",17532,"AW00017532","","1984 Vista Way",1961-11-22 00:00:00.000,"1-2 Miles",2013-07-09 00:00:00.000,"High School","Professional","Not House Owner",2,"Married",2,"508-555-0156",60000,"US","United States","90210","California","CA","Beverly Hills, CA"
"Shawn Nath","shawn20@adventure-works.com","M","Colma","United States","North America","Southwest",18119,"AW00018119","","259 Thames Drive",1963-05-07 00:00:00.000,"10+ Miles",2013-10-19 00:00:00.000,"High School","Professional","House Owner",2,"Married",2,"756-555-0138",60000,"US","United States","94014","California","CA","Colma, CA"
"Isabella Martin","isabella70@adventure-works.com","F","Berkeley","United States","North America","Southwest",18120,"AW00018120","","4641 Miguel Drive",1957-12-25 00:00:00.000,"2-5 Miles",2013-09-06 00:00:00.000,"High School","Professional","House Owner",2,"Married",2,"145-555-0136",60000,"US","United States","94704","California","CA","Berkeley, CA"
"Olivia Washington","olivia59@adventure-works.com","F","Bellflower","United States","North America","Southwest",18409,"AW00018409","","7214 Elliott Dr",1961-03-11 00:00:00.000,"5-10 Miles",2013-09-29 00:00:00.000,"High School","Professional","Not House Owner",2,"Married",2,"674-555-0114",60000,"US","United States","90706","California","CA","Bellflower, CA"
"Joshua Davis","joshua7@adventure-works.com","M","Imperial Beach","United States","North America","Southwest",18410,"AW00018410","","3385 Crestview Drive",1961-05-20 00:00:00.000,"1-2 Miles",2013-09-30 00:00:00.000,"High School","Professional","Not House Owner",2,"Married",2,"438-555-0110",60000,"US","United States","91932","California","CA","Imperial Beach, CA"
"Garrett Brooks","garrett5@adventure-works.com","M","El Cajon","United States","North America","Southwest",18425,"AW00018425","","635 Chickpea Ct.",1960-03-13 00:00:00.000,"5-10 Miles",2013-09-11 00:00:00.000,"High School","Professional","Not House Owner",2,"Married",2,"625-555-0130",60000,"US","United States","92020","California","CA","El Cajon, CA"
"Pamela Madan","pamela10@adventure-works.com","F","Chula Vista","United States","North America","Southwest",18502,"AW00018502","","8494 Rollingwood Dr.",1980-04-02 00:00:00.000,"5-10 Miles",2013-10-04 00:00:00.000,"High School","Professional","House Owner",2,"Married",0,"481-555-0164",60000,"US","United States","91910","California","CA","Chula Vista, CA"
"Carol Scott","carol14@adventure-works.com","F","San Francisco","United States","North America","Southwest",18505,"AW00018505","","1837 North Main St.",1963-05-04 00:00:00.000,"1-2 Miles",2014-01-21 00:00:00.000,"High School","Professional","Not House Owner",2,"Married",2,"380-555-0153",60000,"US","United States","94109","California","CA","San Francisco, CA"
"Edward Baker","edward9@adventure-works.com","M","San Francisco","United States","North America","Southwest",18507,"AW00018507","","7439 Laguna Niguel",1963-01-10 00:00:00.000,"5-10 Miles",2014-01-03 00:00:00.000,"High School","Professional","Not House Owner",2,"Married",2,"309-555-0161",60000,"US","United States","94109","California","CA","San Francisco, CA"
"Xavier Foster","xavier56@adventure-works.com","M","Palo Alto","United States","North America","Southwest",18509,"AW00018509","","9458 Flame Drive",1972-10-10 00:00:00.000,"1-2 Miles",2013-05-21 00:00:00.000,"High School","Professional","Not House Owner",2,"Married",2,"580-555-0159",60000,"US","United States","94303","California","CA","Palo Alto, CA"
"Morgan Baker","morgan13@adventure-works.com","F","Lakewood","United States","North America","Southwest",18833,"AW00018833","","3560 River Rock Lane",1960-08-30 00:00:00.000,"1-2 Miles",2013-12-09 00:00:00.000,"High School","Professional","Not House Owner",2,"Married",2,"156-555-0171",60000,"US","United States","90712","California","CA","Lakewood, CA"
"Marcus Cox","marcus86@adventure-works.com","M","Lemon Grove","United States","North America","Southwest",18945,"AW00018945","","6535 Gilardy Dr.",1961-12-21 00:00:00.000,"5-10 Miles",2013-12-28 00:00:00.000,"High School","Professional","Not House Owner",2,"Married",2,"764-555-0116",60000,"US","United States","91945","California","CA","Lemon Grove, CA"
"Brandon Simmons","brandon12@adventure-works.com","M","Colma","United States","North America","Southwest",18946,"AW00018946","","9183 J Ave",1967-08-05 00:00:00.000,"5-10 Miles",2013-08-12 00:00:00.000,"High School","Professional","Not House Owner",2,"Married",2,"624-555-0150",60000,"US","United States","94014","California","CA","Colma, CA"
"Edward Diaz","edward70@adventure-works.com","M","San Gabriel","United States","North America","Southwest",19702,"AW00019702","","9369 Alovera Road",1961-03-31 00:00:00.000,"5-10 Miles",2013-05-21 00:00:00.000,"High School","Professional","Not House Owner",2,"Married",2,"506-555-0128",60000,"US","United States","91776","California","CA","San Gabriel, CA"
"Katelyn Baker","katelyn40@adventure-works.com","F","Beverly Hills","United States","North America","Southwest",19703,"AW00019703","","9714 Stroer Lane",1961-03-31 00:00:00.000,"5-10 Miles",2013-02-18 00:00:00.000,"High School","Professional","Not House Owner",2,"Married",2,"771-555-0166",60000,"US","United States","90210","California","CA","Beverly Hills, CA"
"Brianna Anderson","brianna8@adventure-works.com","F","Grossmont","United States","North America","Southwest",19818,"AW00019818","","917 Mark Twain Dr.",1961-07-17 00:00:00.000,"5-10 Miles",2013-08-17 00:00:00.000,"High School","Professional","Not House Owner",2,"Married",2,"394-555-0134",60000,"US","United States","91941","California","CA","Grossmont, CA"
"Andrew Brown","andrew13@adventure-works.com","M","National City","United States","North America","Southwest",19819,"AW00019819","","4350 Mota Dr.",1961-11-09 00:00:00.000,"5-10 Miles",2013-10-24 00:00:00.000,"High School","Professional","Not House Owner",2,"Married",2,"987-555-0117",60000,"US","United States","91950","California","CA","National City, CA"
"Alexandra Coleman","alexandra29@adventure-works.com","F","Lincoln Acres","United States","North America","Southwest",19820,"AW00019820","","3469 Fish Ct.",1961-08-31 00:00:00.000,"1-2 Miles",2013-04-19 00:00:00.000,"High School","Professional","Not House Owner",2,"Married",2,"621-555-0199",60000,"US","United States","91950","California","CA","Lincoln Acres, CA"
"Richard Campbell","richard35@adventure-works.com","M","San Carlos","United States","North America","Southwest",19892,"AW00019892","","1349 Steven Way",1957-11-20 00:00:00.000,"2-5 Miles",2013-04-28 00:00:00.000,"High School","Professional","House Owner",2,"Married",2,"817-555-0174",60000,"US","United States","94070","California","CA","San Carlos, CA"
"Ricky Jimenez","ricky5@adventure-works.com","M","Burbank","United States","North America","Southwest",19895,"AW00019895","","8211 Fremont Street",1963-02-19 00:00:00.000,"10+ Miles",2014-01-14 00:00:00.000,"High School","Professional","House Owner",2,"Married",2,"291-555-0134",60000,"US","United States","91502","California","CA","Burbank, CA"
"Nicole Harris","nicole14@adventure-works.com","F","Novato","United States","North America","Southwest",20349,"AW00020349","","8789 Valley Oak Plaza",1961-06-10 00:00:00.000,"5-10 Miles",2013-07-04 00:00:00.000,"High School","Professional","Not House Owner",2,"Married",2,"519-555-0140",60000,"US","United States","94947","California","CA","Novato, CA"
"Maria Barnes","maria26@adventure-works.com","F","Chula Vista","United States","North America","Southwest",20459,"AW00020459","","9056 Mount Dr",1980-04-05 00:00:00.000,"5-10 Miles",2013-07-29 00:00:00.000,"High School","Professional","House Owner",2,"Married",0,"177-555-0199",60000,"US","United States","91910","California","CA","Chula Vista, CA"
"Jasmine Bryant","jasmine57@adventure-works.com","F","Daly City","United States","North America","Southwest",20463,"AW00020463","","8028 39th Avenue",1963-02-23 00:00:00.000,"1-2 Miles",2013-07-19 00:00:00.000,"High School","Professional","Not House Owner",2,"Married",2,"113-555-0177",60000,"US","United States","94015","California","CA","Daly City, CA"
"Sydney Jenkins","sydney29@adventure-works.com","F","Torrance","United States","North America","Southwest",21303,"AW00021303","","7521 Mount Aire Parkway",1961-02-10 00:00:00.000,"5-10 Miles",2013-07-28 00:00:00.000,"High School","Professional","Not House Owner",2,"Married",2,"334-555-0156",60000,"US","United States","90505","California","CA","Torrance, CA"
"Emily Alexander","emily44@adventure-works.com","F","El Cajon","United States","North America","Southwest",21424,"AW00021424","","9170 Plymouth Dr.",1973-02-28 00:00:00.000,"1-2 Miles",2013-10-09 00:00:00.000,"High School","Professional","Not House Owner",2,"Married",2,"383-555-0160",60000,"US","United States","92020","California","CA","El Cajon, CA"
"Carlos Hall","carlos50@adventure-works.com","M","National City","United States","North America","Southwest",21425,"AW00021425","","8306 Sun Tree Lane",1961-12-25 00:00:00.000,"5-10 Miles",2013-07-07 00:00:00.000,"High School","Professional","Not House Owner",2,"Married",2,"511-555-0178",60000,"US","United States","91950","California","CA","National City, CA"
"Jon Raje","jon10@adventure-works.com","M","Colma","United States","North America","Southwest",21426,"AW00021426","","7053 Santa Maria Ct.",1962-04-05 00:00:00.000,"1-2 Miles",2013-10-17 00:00:00.000,"High School","Professional","Not House Owner",2,"Married",2,"580-555-0193",60000,"US","United States","94014","California","CA","Colma, CA"
"Benjamin Kumar","benjamin30@adventure-works.com","M","Colma","United States","North America","Southwest",22221,"AW00022221","","3494 Radar Blvd",1968-10-14 00:00:00.000,"1-2 Miles",2013-12-14 00:00:00.000,"High School","Professional","Not House Owner",2,"Married",2,"581-555-0158",60000,"US","United States","94014","California","CA","Colma, CA"
"Morgan Sanders","morgan69@adventure-works.com","F","Grossmont","United States","North America","Southwest",22226,"AW00022226","","9590 Galloway Dr",1962-04-23 00:00:00.000,"5-10 Miles",2013-03-18 00:00:00.000,"High School","Professional","House Owner",2,"Married",2,"593-555-0164",60000,"US","United States","91941","California","CA","Grossmont, CA"
"Barbara Cai","barbara30@adventure-works.com","F","Burbank","United States","North America","Southwest",22227,"AW00022227","","7521 Partridge Dr.",1961-11-18 00:00:00.000,"5-10 Miles",2013-03-26 00:00:00.000,"High School","Professional","House Owner",2,"Married",2,"332-555-0118",60000,"US","United States","91502","California","CA","Burbank, CA"
"Wyatt Perry","wyatt59@adventure-works.com","M","Burbank","United States","North America","Southwest",22229,"AW00022229","","2360 St. George Court",1967-08-05 00:00:00.000,"1-2 Miles",2013-12-04 00:00:00.000,"High School","Professional","Not House Owner",2,"Married",2,"435-555-0159",60000,"US","United States","91502","California","CA","Burbank, CA"
"Taylor Jenkins","taylor32@adventure-works.com","F","Chula Vista","United States","North America","Southwest",22791,"AW00022791","","2466 Clearland Circle",1957-09-07 00:00:00.000,"2-5 Miles",2013-04-23 00:00:00.000,"High School","Professional","House Owner",2,"Married",2,"572-555-0144",60000,"US","United States","91910","California","CA","Chula Vista, CA"
"Wyatt Scott","wyatt33@adventure-works.com","M","Colma","United States","North America","Southwest",23039,"AW00023039","","9707 Coldwater Drive",1960-12-30 00:00:00.000,"1-2 Miles",2013-05-16 00:00:00.000,"High School","Professional","Not House Owner",2,"Married",2,"400-555-0140",60000,"US","United States","94014","California","CA","Colma, CA"
"Seth Morgan","seth84@adventure-works.com","M","Palo Alto","United States","North America","Southwest",23040,"AW00023040","","6942 Olivera Road",1960-09-11 00:00:00.000,"1-2 Miles",2013-05-24 00:00:00.000,"High School","Professional","Not House Owner",2,"Married",2,"875-555-0161",60000,"US","United States","94303","California","CA","Palo Alto, CA"
"Haley Hughes","haley30@adventure-works.com","F","Burlingame","United States","North America","Southwest",23127,"AW00023127","","95 RiverRock Dr.",1980-03-08 00:00:00.000,"1-2 Miles",2013-05-11 00:00:00.000,"High School","Professional","Not House Owner",2,"Married",0,"547-555-0132",60000,"US","United States","94010","California","CA","Burlingame, CA"
"Alexis White","alexis11@adventure-works.com","F","Long Beach","United States","North America","Southwest",23133,"AW00023133","","8523 Rose Drive",1963-06-10 00:00:00.000,"5-10 Miles",2013-08-31 00:00:00.000,"High School","Professional","House Owner",2,"Married",2,"451-555-0113",60000,"US","United States","90802","California","CA","Long Beach, CA"
"Alberto Alvarez","alberto6@adventure-works.com","M","Colma","United States","North America","Southwest",23358,"AW00023358","","3545 RiverRock Dr.",1985-04-07 00:00:00.000,"5-10 Miles",2013-08-16 00:00:00.000,"High School","Professional","House Owner",2,"Married",0,"422-555-0169",60000,"US","United States","94014","California","CA","Colma, CA"
"Eduardo Watson","eduardo67@adventure-works.com","M","San Diego","United States","North America","Southwest",23452,"AW00023452","","8932 Sandalwood Dr.",1962-10-21 00:00:00.000,"5-10 Miles",2013-02-04 00:00:00.000,"High School","Professional","House Owner",2,"Married",2,"360-555-0113",60000,"US","United States","92102","California","CA","San Diego, CA"
"Marissa Washington","marissa10@adventure-works.com","F","Spring Valley","United States","North America","Southwest",24391,"AW00024391","","2121 Sahara Drive",1961-09-24 00:00:00.000,"5-10 Miles",2013-05-30 00:00:00.000,"High School","Professional","House Owner",2,"Married",2,"131-555-0196",60000,"US","United States","91977","California","CA","Spring Valley, CA"
"Lauren Sanders","lauren46@adventure-works.com","F","San Carlos","United States","North America","Southwest",24994,"AW00024994","","5242 Marvelle Ln.",1969-12-17 00:00:00.000,"10+ Miles",2013-01-28 00:00:00.000,"High School","Professional","House Owner",2,"Married",3,"122-555-0115",60000,"US","United States","94070","California","CA","San Carlos, CA"
"Ryan Simmons","ryan18@adventure-works.com","M","Chula Vista","United States","North America","Southwest",25148,"AW00025148","","2680 Claudia Drive",1963-04-05 00:00:00.000,"1-2 Miles",2013-02-28 00:00:00.000,"High School","Professional","Not House Owner",2,"Married",2,"964-555-0196",60000,"US","United States","91910","California","CA","Chula Vista, CA"
"Kyle Perry","kyle3@adventure-works.com","M","Woodland Hills","United States","North America","Southwest",25197,"AW00025197","","2876 Morgan Territory Road",1959-09-05 00:00:00.000,"5-10 Miles",2013-05-12 00:00:00.000,"High School","Professional","House Owner",2,"Married",2,"657-555-0140",60000,"US","United States","91364","California","CA","Woodland Hills, CA"
"Brad Oliver","brad12@adventure-works.com","M","Concord","United States","North America","Southwest",26048,"AW00026048","","3426 Fernwood Drive",1961-06-30 00:00:00.000,"5-10 Miles",2013-07-25 00:00:00.000,"High School","Professional","House Owner",2,"Married",2,"872-555-0178",60000,"US","United States","94519","California","CA","Concord, CA"
"Sarah Butler","sarah39@adventure-works.com","F","Oakland","United States","North America","Southwest",26094,"AW00026094","","7292 Preakness Court",1966-06-07 00:00:00.000,"1-2 Miles",2011-11-02 00:00:00.000,"High School","Professional","Not House Owner",2,"Married",2,"990-555-0127",60000,"US","United States","94611","California","CA","Oakland, CA"
"Natalie King","natalie62@adventure-works.com","F","San Carlos","United States","North America","Southwest",26675,"AW00026675","","5146 California Street",1962-09-21 00:00:00.000,"5-10 Miles",2013-07-19 00:00:00.000,"High School","Professional","House Owner",2,"Married",2,"232-555-0176",60000,"US","United States","94070","California","CA","San Carlos, CA"
"Emily Jenkins","emily31@adventure-works.com","F","Lemon Grove","United States","North America","Southwest",26676,"AW00026676","","494 Crown Court",1963-01-16 00:00:00.000,"5-10 Miles",2012-06-11 00:00:00.000,"High School","Professional","House Owner",2,"Married",2,"336-555-0144",60000,"US","United States","91945","California","CA","Lemon Grove, CA"
"Jan Green","jan14@adventure-works.com","F","San Gabriel","United States","North America","Southwest",26710,"AW00026710","","2574 Red Leaf",1961-05-24 00:00:00.000,"5-10 Miles",2012-07-16 00:00:00.000,"High School","Professional","House Owner",2,"Married",2,"306-555-0122",60000,"US","United States","91776","California","CA","San Gabriel, CA"
"Janelle Raman","janelle9@adventure-works.com","F","Colma","United States","North America","Southwest",27442,"AW00027442","","3591 East 18th Street",1959-04-22 00:00:00.000,"10+ Miles",2013-05-28 00:00:00.000,"High School","Professional","House Owner",2,"Married",3,"719-555-0119",60000,"US","United States","94014","California","CA","Colma, CA"
"Jack Edwards","jack36@adventure-works.com","M","El Cajon","United States","North America","Southwest",27611,"AW00027611","","6177 Golf Club Road",1962-06-02 00:00:00.000,"5-10 Miles",2011-01-26 00:00:00.000,"High School","Professional","House Owner",2,"Married",2,"576-555-0121",60000,"US","United States","92020","California","CA","El Cajon, CA"
"Lucas Hill","lucas45@adventure-works.com","M","Berkeley","United States","North America","Southwest",27612,"AW00027612","","8521 C Mt. Hood Circle",1978-11-18 00:00:00.000,"5-10 Miles",2011-01-03 00:00:00.000,"High School","Professional","House Owner",2,"Married",2,"219-555-0196",60000,"US","United States","94704","California","CA","Berkeley, CA"
"Isabella Rodriguez","isabella76@adventure-works.com","F","San Gabriel","United States","North America","Southwest",28221,"AW00028221","","6314 Mota Dr.",1963-05-13 00:00:00.000,"5-10 Miles",2011-04-15 00:00:00.000,"High School","Professional","House Owner",2,"Married",2,"638-555-0163",60000,"US","United States","91776","California","CA","San Gabriel, CA"
"Natalie Cooper","natalie11@adventure-works.com","F","Glendale","United States","North America","Southwest",29033,"AW00029033","","1745 Marina Pkwy.",1964-09-12 00:00:00.000,"2-5 Miles",2013-06-14 00:00:00.000,"High School","Professional","Not House Owner",2,"Married",3,"277-555-0173",60000,"US","United States","91203","California","CA","Glendale, CA"
"Jacqueline Price","jacqueline0@adventure-works.com","F","Palo Alto","United States","North America","Southwest",11194,"AW00011194","","872 Mark Twain Dr",1950-12-08 00:00:00.000,"2-5 Miles",2013-03-13 00:00:00.000,"Bachelors","Management","House Owner",2,"Married",4,"266-555-0112",60000,"US","United States","94303","California","CA","Palo Alto, CA"
"Nathaniel Cooper","nathaniel9@adventure-works.com","M","National City","United States","North America","Southwest",12079,"AW00012079","","9566 Pine Hollow Road",1956-10-09 00:00:00.000,"2-5 Miles",2011-11-05 00:00:00.000,"Bachelors","Management","Not House Owner",2,"Married",4,"299-555-0194",60000,"US","United States","91950","California","CA","National City, CA"
"Ethan Simmons","ethan11@adventure-works.com","M","Redwood City","United States","North America","Southwest",13210,"AW00013210","","8310 Atchinson Stage Ct",1950-11-24 00:00:00.000,"10+ Miles",2011-12-31 00:00:00.000,"Bachelors","Management","House Owner",2,"Married",4,"384-555-0142",60000,"US","United States","94063","California","CA","Redwood City, CA"
"Logan Phillips","logan32@adventure-works.com","M","Long Beach","United States","North America","Southwest",13212,"AW00013212","","9759 La Salle Ave.",1951-02-07 00:00:00.000,"10+ Miles",2012-01-27 00:00:00.000,"Bachelors","Management","House Owner",2,"Married",4,"827-555-0119",60000,"US","United States","90802","California","CA","Long Beach, CA"
"Blake Gonzales","blake65@adventure-works.com","M","El Cajon","United States","North America","Southwest",13357,"AW00013357","","6887 Deerberry Ct.",1951-03-27 00:00:00.000,"10+ Miles",2012-02-05 00:00:00.000,"Bachelors","Management","House Owner",2,"Single",4,"101-555-0146",60000,"US","United States","92020","California","CA","El Cajon, CA"
"Ian Wood","ian42@adventure-works.com","M","Downey","United States","North America","Southwest",13359,"AW00013359","","3589 Bancroft Rd.",1951-03-02 00:00:00.000,"10+ Miles",2012-01-30 00:00:00.000,"Bachelors","Management","House Owner",2,"Married",4,"304-555-0141",60000,"US","United States","90241","California","CA","Downey, CA"
"Jennifer Garcia","jennifer44@adventure-works.com","F","Los Angeles","United States","North America","Southwest",15307,"AW00015307","","9769 Bentley St.",1956-04-21 00:00:00.000,"2-5 Miles",2013-03-30 00:00:00.000,"Bachelors","Management","House Owner",2,"Married",4,"157-555-0133",60000,"US","United States","90012","California","CA","Los Angeles, CA"
"Christy Lal","christy26@adventure-works.com","F","Berkeley","United States","North America","Southwest",15308,"AW00015308","","4675 Pomar Way",1961-10-05 00:00:00.000,"10+ Miles",2012-03-09 00:00:00.000,"Bachelors","Management","House Owner",2,"Married",4,"266-555-0183",60000,"US","United States","94704","California","CA","Berkeley, CA"
"Dylan Wilson","dylan34@adventure-works.com","M","Burbank","United States","North America","Southwest",15309,"AW00015309","","642 Country View Lane",1951-01-30 00:00:00.000,"10+ Miles",2012-03-22 00:00:00.000,"Bachelors","Management","House Owner",2,"Married",4,"951-555-0169",60000,"US","United States","91502","California","CA","Burbank, CA"
"Alexandria Gonzales","alexandria17@adventure-works.com","F","Newport Beach","United States","North America","Southwest",15312,"AW00015312","","5359 Piedmont Dr",1951-01-12 00:00:00.000,"10+ Miles",2012-03-11 00:00:00.000,"Bachelors","Management","House Owner",2,"Married",4,"147-555-0143",60000,"US","United States","92625","California","CA","Newport Beach, CA"
"Tristan Coleman","tristan6@adventure-works.com","M","Coronado","United States","North America","Southwest",15883,"AW00015883","","308 Daffodil Dr.",1951-05-13 00:00:00.000,"2-5 Miles",2013-04-04 00:00:00.000,"Bachelors","Management","House Owner",2,"Married",4,"154-555-0191",60000,"US","United States","92118","California","CA","Coronado, CA"
"Dakota Bradley","dakota0@adventure-works.com","M","Daly City","United States","North America","Southwest",15884,"AW00015884","","9955 Auburn",1951-01-04 00:00:00.000,"2-5 Miles",2013-05-07 00:00:00.000,"Bachelors","Management","Not House Owner",2,"Married",4,"340-555-0119",60000,"US","United States","94015","California","CA","Daly City, CA"
"Melanie Jenkins","melanie22@adventure-works.com","F","El Cajon","United States","North America","Southwest",17138,"AW00017138","","8741 Crow Street",1957-07-04 00:00:00.000,"10+ Miles",2013-03-23 00:00:00.000,"Bachelors","Management","House Owner",2,"Single",4,"314-555-0174",60000,"US","United States","92020","California","CA","El Cajon, CA"
"Alyssa Martinez","alyssa17@adventure-works.com","F","Santa Monica","United States","North America","Southwest",18070,"AW00018070","","2090 Vine Hill Way",1951-08-04 00:00:00.000,"10+ Miles",2014-01-23 00:00:00.000,"Bachelors","Management","House Owner",2,"Married",4,"568-555-0197",60000,"US","United States","90401","California","CA","Santa Monica, CA"
"Katelyn Campbell","katelyn29@adventure-works.com","F","Grossmont","United States","North America","Southwest",18071,"AW00018071","","2141 Pepper Way",1957-08-09 00:00:00.000,"2-5 Miles",2013-04-25 00:00:00.000,"Bachelors","Management","House Owner",2,"Married",4,"911-555-0143",60000,"US","United States","91941","California","CA","Grossmont, CA"
"Robert Chen","robert37@adventure-works.com","M","San Gabriel","United States","North America","Southwest",18073,"AW00018073","","5053 Freedom Hill Circle",1952-02-11 00:00:00.000,"10+ Miles",2014-01-20 00:00:00.000,"Bachelors","Management","House Owner",2,"Married",4,"806-555-0157",60000,"US","United States","91776","California","CA","San Gabriel, CA"
"David Perry","david40@adventure-works.com","M","Los Angeles","United States","North America","Southwest",18992,"AW00018992","","3316 Ringing Dr",1952-04-17 00:00:00.000,"2-5 Miles",2013-06-13 00:00:00.000,"Bachelors","Management","House Owner",2,"Married",4,"663-555-0184",60000,"US","United States","90012","California","CA","Los Angeles, CA"
"Kevin Ross","kevin8@adventure-works.com","M","Berkeley","United States","North America","Southwest",18993,"AW00018993","","7153 Bellord Ct # 18",1952-05-13 00:00:00.000,"10+ Miles",2013-12-08 00:00:00.000,"Bachelors","Management","House Owner",2,"Married",4,"824-555-0115",60000,"US","United States","94704","California","CA","Berkeley, CA"
"Tammy Madan","tammy8@adventure-works.com","F","Burbank","United States","North America","Southwest",19856,"AW00019856","","7421 Palisade Court",1951-12-14 00:00:00.000,"2-5 Miles",2013-05-31 00:00:00.000,"Bachelors","Management","House Owner",2,"Married",4,"875-555-0133",60000,"US","United States","91502","California","CA","Burbank, CA"
"Megan Rogers","megan30@adventure-works.com","F","Santa Cruz","United States","North America","Southwest",19857,"AW00019857","","9006 Woodside Way",1952-03-12 00:00:00.000,"10+ Miles",2013-04-22 00:00:00.000,"Bachelors","Management","House Owner",2,"Single",4,"496-555-0117",60000,"US","United States","95062","California","CA","Santa Cruz, CA"
"Lisa Zhao","lisa14@adventure-works.com","F","Burlingame","United States","North America","Southwest",19859,"AW00019859","","491 Cali",1952-01-08 00:00:00.000,"10+ Miles",2013-05-19 00:00:00.000,"Bachelors","Management","House Owner",2,"Married",4,"432-555-0153",60000,"US","United States","94010","California","CA","Burlingame, CA"
"Matthew Taylor","matthew14@adventure-works.com","M","Novato","United States","North America","Southwest",20511,"AW00020511","","1185 Dallis Drive",1952-04-17 00:00:00.000,"10+ Miles",2013-11-18 00:00:00.000,"Bachelors","Management","House Owner",2,"Married",4,"700-555-0147",60000,"US","United States","94947","California","CA","Novato, CA"
"Ethan Yang","ethan23@adventure-works.com","M","Lincoln Acres","United States","North America","Southwest",21468,"AW00021468","","661 Cardinal Dr",1952-02-24 00:00:00.000,"10+ Miles",2013-09-13 00:00:00.000,"Bachelors","Management","House Owner",2,"Married",4,"473-555-0111",60000,"US","United States","91950","California","CA","Lincoln Acres, CA"
"Sheena Shen","sheena2@adventure-works.com","F","Chula Vista","United States","North America","Southwest",21771,"AW00021771","","2109 Harvey Way",1952-06-08 00:00:00.000,"10+ Miles",2013-07-11 00:00:00.000,"Bachelors","Management","House Owner",2,"Married",4,"599-555-0128",60000,"US","United States","91910","California","CA","Chula Vista, CA"
"Samuel Rodriguez","samuel64@adventure-works.com","M","El Cajon","United States","North America","Southwest",22751,"AW00022751","","6612 Elliott Dr.",1952-01-15 00:00:00.000,"2-5 Miles",2013-06-13 00:00:00.000,"Bachelors","Management","Not House Owner",2,"Married",4,"178-555-0140",60000,"US","United States","92020","California","CA","El Cajon, CA"
"Charles Lewis","charles25@adventure-works.com","M","Mill Valley","United States","North America","Southwest",23677,"AW00023677","","2973 Cardinal Drive",1945-09-10 00:00:00.000,"10+ Miles",2013-10-23 00:00:00.000,"Bachelors","Management","House Owner",2,"Married",3,"116-555-0162",60000,"US","United States","94941","California","CA","Mill Valley, CA"
"Kelly Diaz","kelly26@adventure-works.com","F","Lincoln Acres","United States","North America","Southwest",23678,"AW00023678","","4765 L St.",1946-03-09 00:00:00.000,"10+ Miles",2013-03-31 00:00:00.000,"Bachelors","Management","House Owner",2,"Single",3,"384-555-0143",60000,"US","United States","91950","California","CA","Lincoln Acres, CA"
"Alexa Reed","alexa19@adventure-works.com","F","Lakewood","United States","North America","Southwest",23685,"AW00023685","","621 Brandywine Way",1948-12-22 00:00:00.000,"10+ Miles",2013-09-04 00:00:00.000,"Bachelors","Management","House Owner",2,"Single",4,"154-555-0154",60000,"US","United States","90712","California","CA","Lakewood, CA"
"Rachel Murphy","rachel35@adventure-works.com","F","La Jolla","United States","North America","Southwest",23686,"AW00023686","","7226 Casa Real",1948-09-09 00:00:00.000,"10+ Miles",2013-11-28 00:00:00.000,"Bachelors","Management","House Owner",2,"Single",4,"333-555-0170",60000,"US","United States","92806","California","CA","La Jolla, CA"
"Gabrielle Rogers","gabrielle2@adventure-works.com","F","San Gabriel","United States","North America","Southwest",24635,"AW00024635","","2012 Melody Dr",1946-04-13 00:00:00.000,"10+ Miles",2014-01-25 00:00:00.000,"Bachelors","Management","House Owner",2,"Single",3,"954-555-0118",60000,"US","United States","91776","California","CA","San Gabriel, CA"
