EmployeeKey,ParentEmployeeKey,EmployeeNationalIDAlternateKey,ParentEmployeeNationalIDAlternateKey,SalesTerritoryKey,Title,Hired,Birthday,LoginID,Phone,Marital Status,Emergency Contact,Emergency Phone,Salaried,Gender,Pay Frequency,Base Rate,Vacation Hours,Sick Leave Hours,Current,Sales Person,Department,Start Date,End Date,Status,Employee Name,Email
186,23,"862951447","",11,"Production Supervisor - WC20",2008-09-20 00:00:00.000,1984-06-18 00:00:00.000,"adventure-works\katie0","809-555-0133","S","Katie McAskill-White","809-555-0133",False,"F",2,25,42,41,True,False,"Production",2008-09-20 00:00:00.000,,"Current","Katie McAskill-White","mailto://katie0@adventure-works.com"
188,23,"60114406","",11,"Production Supervisor - WC30",2008-09-21 00:00:00.000,1983-01-20 00:00:00.000,"adventure-works\jack0","552-555-0111","S","Jack Richins","552-555-0111",False,"M",2,25,68,54,True,False,"Production",2008-09-21 00:00:00.000,,"Current","Jack Richins","mailto://jack0@adventure-works.com"
189,23,"33237992","",11,"Production Supervisor - WC10",2008-09-22 00:00:00.000,1988-04-06 00:00:00.000,"adventure-works\andrew0","908-555-0159","S","Andrew Hill","908-555-0159",False,"M",2,25,65,52,True,False,"Production",2008-09-22 00:00:00.000,,"Current","Andrew Hill","mailto://andrew0@adventure-works.com"
201,23,"332349500","",11,"Production Supervisor - WC45",2008-09-26 00:00:00.000,1980-02-16 00:00:00.000,"adventure-works\lori0","289-555-0196","S","Lori Kane","289-555-0196",False,"F",2,25,76,58,True,False,"Production",2008-09-26 00:00:00.000,,"Current","Lori Kane","mailto://lori0@adventure-works.com"
214,23,"634335025","",11,"Production Supervisor - WC40",2008-10-03 00:00:00.000,1982-09-28 00:00:00.000,"adventure-works\brenda0","142-555-0139","M","Brenda Diaz","142-555-0139",False,"F",2,25,71,55,True,False,"Production",2008-10-03 00:00:00.000,,"Current","Brenda Diaz","mailto://brenda0@adventure-works.com"
152,112,"519899904","",11,"Vice President of Production",2008-09-03 00:00:00.000,1988-02-04 00:00:00.000,"adventure-works\james1","870-555-0122","S","James Hamilton","870-555-0122",True,"M",2,84.1346,64,52,True,False,"Production",2008-09-03 00:00:00.000,,"Current","James Hamilton","mailto://james1@adventure-works.com"
36,87,"586486572","",11,"Stocker",2008-07-07 00:00:00.000,1977-09-17 00:00:00.000,"adventure-works\susan0","943-555-0196","S","Susan Eaton","943-555-0196",False,"F",1,9,97,68,True,False,"Shipping and Receiving",2008-07-07 00:00:00.000,,"Current","Susan Eaton","mailto://susan0@adventure-works.com"
74,87,"420776180","",11,"Stocker",2008-07-26 00:00:00.000,1983-11-29 00:00:00.000,"adventure-works\kim0","309-555-0129","S","Kim Ralls","309-555-0129",False,"F",1,9,98,69,True,False,"Shipping and Receiving",2008-07-26 00:00:00.000,,"Current","Kim Ralls","mailto://kim0@adventure-works.com"
199,87,"652779496","",11,"Stocker",2008-09-26 00:00:00.000,1990-06-01 00:00:00.000,"adventure-works\jimmy0","927-555-0168","M","Jimmy Bischoff","927-555-0168",False,"M",1,9,96,68,True,False,"Shipping and Receiving",2008-09-26 00:00:00.000,,"Current","Jimmy Bischoff","mailto://jimmy0@adventure-works.com"
246,51,"646304055","",11,"Janitor",2009-08-27 00:00:00.000,1970-07-03 00:00:00.000,"adventure-works\pat0","720-555-0158","S","Pat Coleman","720-555-0158",False,"M",1,9.25,89,64,True,False,"Facilities and Maintenance",2009-08-27 00:00:00.000,,"Current","Pat Coleman","mailto://pat0@adventure-works.com"
255,51,"879334904","",11,"Janitor",2009-09-16 00:00:00.000,1970-02-28 00:00:00.000,"adventure-works\lori1","295-555-0161","M","Lori Penor","295-555-0161",False,"F",1,9.25,90,65,True,False,"Facilities and Maintenance",2009-09-16 00:00:00.000,,"Current","Lori Penor","mailto://lori1@adventure-works.com"
263,51,"28414965","",11,"Janitor",2009-10-03 00:00:00.000,1971-07-17 00:00:00.000,"adventure-works\stuart1","539-555-0149","M","Stuart Macrae","539-555-0149",False,"M",1,9.25,88,64,True,False,"Facilities and Maintenance",2009-10-03 00:00:00.000,,"Current","Stuart Macrae","mailto://stuart1@adventure-works.com"
264,51,"153479919","",11,"Janitor",2009-10-05 00:00:00.000,1953-11-22 00:00:00.000,"adventure-works\jo1","228-555-0159","M","Jo Berry","228-555-0159",False,"F",1,9.25,91,65,True,False,"Facilities and Maintenance",2009-10-05 00:00:00.000,,"Current","Jo Berry","mailto://jo1@adventure-works.com"
2,7,"253022876","",11,"Marketing Assistant",2006-08-26 00:00:00.000,1986-12-01 00:00:00.000,"adventure-works\kevin0","150-555-0189","S","Kevin Brown","150-555-0189",False,"M",2,13.4615,42,41,True,False,"Marketing",2006-08-26 00:00:00.000,,"Current","Kevin Brown","mailto://kevin0@adventure-works.com"
3,14,"509647174","",11,"Engineering Manager",2007-06-11 00:00:00.000,1974-06-12 00:00:00.000,"adventure-works\roberto0","212-555-0187","M","Roberto Tamburello","212-555-0187",True,"M",2,43.2692,2,21,True,False,"Engineering",2007-06-11 00:00:00.000,,"Current","Roberto Tamburello","mailto://roberto0@adventure-works.com"
5,3,"112457891","",11,"Senior Tool Designer",2007-07-05 00:00:00.000,1974-07-23 00:00:00.000,"adventure-works\rob0","612-555-0100","S","Rob Walters","612-555-0100",False,"M",2,29.8462,48,80,True,False,"Tool Design",2009-12-28 00:00:00.000,,"Current","Rob Walters","mailto://rob0@adventure-works.com"
6,267,"480168528","",11,"Tool Designer",2007-07-11 00:00:00.000,1959-02-26 00:00:00.000,"adventure-works\thierry0","168-555-0183","M","Thierry D'Hers","168-555-0183",False,"M",2,25,9,24,True,False,"Tool Design",2007-07-11 00:00:00.000,,"Current","Thierry D'Hers","mailto://thierry0@adventure-works.com"
8,112,"24756624","",11,"Marketing Manager",2007-07-20 00:00:00.000,1974-10-17 00:00:00.000,"adventure-works\david0","913-555-0172","S","David Bradley","913-555-0172",True,"M",2,37.5,40,40,True,False,"Marketing",2009-02-12 00:00:00.000,,"Current","David Bradley","mailto://david0@adventure-works.com"
11,3,"695256908","",11,"Design Engineer",2007-08-06 00:00:00.000,1952-04-27 00:00:00.000,"adventure-works\gail0","849-555-0139","M","Gail Erickson","849-555-0139",True,"F",2,32.6923,5,22,True,False,"Engineering",2007-08-06 00:00:00.000,,"Current","Gail Erickson","mailto://gail0@adventure-works.com"
13,3,"998320692","",11,"Design Engineer",2007-08-24 00:00:00.000,1958-10-09 00:00:00.000,"adventure-works\jossef0","122-555-0189","M","Jossef Goldberg","122-555-0189",True,"M",2,32.6923,6,23,True,False,"Engineering",2007-08-24 00:00:00.000,,"Current","Jossef Goldberg","mailto://jossef0@adventure-works.com"
14,112,"245797967","",11,"Vice President of Engineering",2007-08-31 00:00:00.000,1971-03-01 00:00:00.000,"adventure-works\terri0","819-555-0175","S","Terri Duffy","819-555-0175",True,"F",2,63.4615,1,20,True,False,"Engineering",2007-08-31 00:00:00.000,,"Current","Terri Duffy","mailto://terri0@adventure-works.com"
23,112,"277173473","",11,"Production Control Manager",2008-07-01 00:00:00.000,1982-06-03 00:00:00.000,"adventure-works\peter0","913-555-0196","M","Peter Krebs","913-555-0196",True,"M",2,24.5192,43,41,True,False,"Production Control",2008-07-01 00:00:00.000,,"Current","Peter Krebs","mailto://peter0@adventure-works.com"
30,154,"749389530","",11,"Network Administrator",2008-07-04 00:00:00.000,1976-10-25 00:00:00.000,"adventure-works\ashvini0","656-555-0119","S","Ashvini Sharma","656-555-0119",False,"M",2,32.4519,70,55,True,False,"Information Services",2008-07-04 00:00:00.000,,"Current","Ashvini Sharma","mailto://ashvini0@adventure-works.com"
32,143,"535145551","",11,"Human Resources Manager",2008-07-06 00:00:00.000,1975-09-11 00:00:00.000,"adventure-works\paula0","523-555-0175","M","Paula Barreto de Mattos","523-555-0175",True,"F",2,27.1394,54,47,True,False,"Human Resources",2008-07-06 00:00:00.000,,"Current","Paula Barreto de Mattos","mailto://paula0@adventure-works.com"
37,87,"337752649","",11,"Shipping and Receiving Clerk",2008-07-07 00:00:00.000,1976-10-16 00:00:00.000,"adventure-works\vamsi0","937-555-0137","M","Vamsi Kuppa","937-555-0137",False,"M",2,9.5,95,67,True,False,"Shipping and Receiving",2008-07-07 00:00:00.000,,"Current","Vamsi Kuppa","mailto://vamsi0@adventure-works.com"
43,204,"885055826","",11,"Quality Assurance Supervisor",2008-07-09 00:00:00.000,1975-10-17 00:00:00.000,"adventure-works\peng0","164-555-0164","M","Peng Wu","164-555-0164",True,"M",2,21.6346,81,60,True,False,"Quality Assurance",2008-07-09 00:00:00.000,,"Current","Peng Wu","mailto://peng0@adventure-works.com"
44,112,"441044382","",11,"Information Services Manager",2008-07-11 00:00:00.000,1975-07-13 00:00:00.000,"adventure-works\jean0","685-555-0120","S","Jean Trenary","685-555-0120",True,"F",2,50.4808,65,52,True,False,"Information Services",2008-07-11 00:00:00.000,,"Current","Jean Trenary","mailto://jean0@adventure-works.com"
46,23,"685233686","",11,"Master Scheduler",2008-07-12 00:00:00.000,1968-04-17 00:00:00.000,"adventure-works\ascott0","992-555-0194","S","A. Scott Wright","992-555-0194",False,"M",2,23.5577,44,42,True,False,"Production Control",2008-07-12 00:00:00.000,,"Current","A. Scott Wright","mailto://ascott0@adventure-works.com"
48,7,"95958330","",11,"Marketing Specialist",2008-07-12 00:00:00.000,1986-12-19 00:00:00.000,"adventure-works\sariya0","399-555-0176","S","Sariya Harnpadoungsataya","399-555-0176",False,"M",2,14.4231,45,42,True,False,"Marketing",2008-07-12 00:00:00.000,,"Current","Sariya Harnpadoungsataya","mailto://sariya0@adventure-works.com"
49,32,"332040978","",11,"Recruiter",2008-07-13 00:00:00.000,1978-02-15 00:00:00.000,"adventure-works\willis0","778-555-0141","S","Willis Johnson","778-555-0141",False,"M",2,18.2692,49,44,True,False,"Human Resources",2008-07-13 00:00:00.000,,"Current","Willis Johnson","mailto://willis0@adventure-works.com"
51,222,"553069203","",11,"Maintenance Supervisor",2008-07-14 00:00:00.000,1975-08-18 00:00:00.000,"adventure-works\christian0","846-555-0157","M","Christian Kleinerman","846-555-0157",True,"M",2,20.4327,92,66,True,False,"Facilities and Maintenance",2008-07-14 00:00:00.000,,"Current","Christian Kleinerman","mailto://christian0@adventure-works.com"
56,92,"540688287","",11,"Control Specialist",2008-07-16 00:00:00.000,1989-11-26 00:00:00.000,"adventure-works\tengiz0","910-555-0116","S","Tengiz Kharatishvili","910-555-0116",False,"M",2,16.8269,76,58,True,False,"Document Control",2008-07-16 00:00:00.000,,"Current","Tengiz Kharatishvili","mailto://tengiz0@adventure-works.com"
61,142,"363923697","",11,"Accounts Receivable Specialist",2008-07-18 00:00:00.000,1975-10-05 00:00:00.000,"adventure-works\deborah0","602-555-0194","M","Deborah Poe","602-555-0194",False,"F",2,19,60,50,True,False,"Finance",2008-07-18 00:00:00.000,,"Current","Deborah Poe","mailto://deborah0@adventure-works.com"
68,44,"525932996","",11,"Application Specialist",2008-07-23 00:00:00.000,1984-08-30 00:00:00.000,"adventure-works\janaina0","623-555-0155","M","Janaina Bueno","623-555-0155",True,"F",2,27.4038,71,55,True,False,"Information Services",2008-07-23 00:00:00.000,,"Current","Janaina Bueno","mailto://janaina0@adventure-works.com"
72,32,"619308550","",11,"Benefits Specialist",2008-07-25 00:00:00.000,1984-06-20 00:00:00.000,"adventure-works\mindy0","522-555-0147","M","Mindy Martin","522-555-0147",False,"F",2,16.5865,51,45,True,False,"Human Resources",2008-07-25 00:00:00.000,,"Current","Mindy Martin","mailto://mindy0@adventure-works.com"
73,143,"121491555","",11,"Finance Manager",2008-07-25 00:00:00.000,1984-05-11 00:00:00.000,"adventure-works\wendy0","248-555-0134","S","Wendy Kahn","248-555-0134",True,"F",2,43.2692,55,47,True,False,"Finance",2008-07-25 00:00:00.000,,"Current","Wendy Kahn","mailto://wendy0@adventure-works.com"
79,43,"403414852","",11,"Quality Assurance Technician",2008-07-28 00:00:00.000,1975-10-05 00:00:00.000,"adventure-works\sean0","420-555-0173","S","Sean Alexander","420-555-0173",False,"M",2,10.5769,82,61,True,False,"Quality Assurance",2008-07-28 00:00:00.000,,"Current","Sean Alexander","mailto://sean0@adventure-works.com"
81,162,"811994146","",11,"Research and Development Engineer",2008-07-29 00:00:00.000,1986-01-03 00:00:00.000,"adventure-works\diane1","815-555-0138","S","Diane Margheim","815-555-0138",True,"F",2,40.8654,62,51,True,False,"Research and Development",2008-07-29 00:00:00.000,,"Current","Diane Margheim","mailto://diane1@adventure-works.com"
84,32,"264306399","",11,"Recruiter",2008-08-01 00:00:00.000,1984-03-01 00:00:00.000,"adventure-works\vidur0","153-555-0186","S","Vidur Luthra","153-555-0186",False,"M",2,18.2692,50,45,True,False,"Human Resources",2008-08-01 00:00:00.000,,"Current","Vidur Luthra","mailto://vidur0@adventure-works.com"
87,23,"521265716","",11,"Shipping and Receiving Supervisor",2008-08-02 00:00:00.000,1972-04-09 00:00:00.000,"adventure-works\pilar0","577-555-0185","S","Pilar Ackerman","577-555-0185",True,"M",2,19.2308,93,66,True,False,"Shipping and Receiving",2008-08-02 00:00:00.000,,"Current","Pilar Ackerman","mailto://pilar0@adventure-works.com"
92,204,"345106466","",11,"Document Control Manager",2008-08-04 00:00:00.000,1975-08-30 00:00:00.000,"adventure-works\zainal0","204-555-0115","M","Zainal Arifin","204-555-0115",False,"M",2,17.7885,77,58,True,False,"Document Control",2008-08-04 00:00:00.000,,"Current","Zainal Arifin","mailto://zainal0@adventure-works.com"
96,142,"60517918","",11,"Accounts Receivable Specialist",2008-08-06 00:00:00.000,1975-09-23 00:00:00.000,"adventure-works\candy0","920-555-0177","S","Candy Spoon","920-555-0177",False,"F",2,19,61,50,True,False,"Finance",2008-08-06 00:00:00.000,,"Current","Candy Spoon","mailto://candy0@adventure-works.com"
99,46,"621209647","",11,"Scheduling Assistant",2008-08-07 00:00:00.000,1981-06-06 00:00:00.000,"adventure-works\william0","148-555-0145","M","William Vong","148-555-0145",False,"M",2,16,45,42,True,False,"Production Control",2011-04-01 00:00:00.000,,"Current","William Vong","mailto://william0@adventure-works.com"
105,44,"671089628","",11,"Application Specialist",2008-08-11 00:00:00.000,1981-01-24 00:00:00.000,"adventure-works\dan0","166-555-0159","M","Dan Bacon","166-555-0159",True,"M",2,27.4038,72,56,True,False,"Information Services",2008-08-11 00:00:00.000,,"Current","Dan Bacon","mailto://dan0@adventure-works.com"
106,143,"231203233","",11,"Assistant to the Chief Financial Officer",2008-08-12 00:00:00.000,1964-01-20 00:00:00.000,"adventure-works\david5","477-555-0132","S","David Barber","477-555-0132",False,"M",2,13.4615,56,48,True,False,"Finance",2008-08-12 00:00:00.000,,"Current","David Barber","mailto://david5@adventure-works.com"
109,7,"767955365","",11,"Marketing Specialist",2008-08-12 00:00:00.000,1962-04-13 00:00:00.000,"adventure-works\mary0","531-555-0183","M","Mary Gibson","531-555-0183",False,"F",2,14.4231,46,43,True,False,"Marketing",2008-08-12 00:00:00.000,,"Current","Mary Gibson","mailto://mary0@adventure-works.com"
112,,"295847284","",11,"Chief Executive Officer",2008-08-14 00:00:00.000,1968-08-29 00:00:00.000,"adventure-works\ken0","697-555-0142","S","Ken Sánchez","697-555-0142",True,"M",2,125.5,99,69,True,False,"Executive",2008-08-14 00:00:00.000,,"Current","Ken Sánchez","mailto://ken0@adventure-works.com"
114,43,"381772114","",11,"Quality Assurance Technician",2008-08-15 00:00:00.000,1985-11-28 00:00:00.000,"adventure-works\mark0","147-555-0179","S","Mark Harrington","147-555-0179",False,"M",2,10.5769,83,61,True,False,"Quality Assurance",2008-08-15 00:00:00.000,,"Current","Mark Harrington","mailto://mark0@adventure-works.com"
117,162,"658797903","",11,"Research and Development Engineer",2008-08-16 00:00:00.000,1978-08-21 00:00:00.000,"adventure-works\gigi0","185-555-0186","M","Gigi Matthew","185-555-0186",True,"F",2,40.8654,63,51,True,False,"Research and Development",2008-08-16 00:00:00.000,,"Current","Gigi Matthew","mailto://gigi0@adventure-works.com"
120,44,"643805155","",11,"Database Administrator",2008-08-17 00:00:00.000,1980-06-13 00:00:00.000,"adventure-works\françois0","785-555-0110","S","François Ajenstat","785-555-0110",True,"M",2,38.4615,67,53,True,False,"Information Services",2008-08-17 00:00:00.000,,"Current","François Ajenstat","mailto://françois0@adventure-works.com"
122,7,"72636981","",11,"Marketing Specialist",2008-08-18 00:00:00.000,1979-01-16 00:00:00.000,"adventure-works\jill0","510-555-0121","M","Jill Williams","510-555-0121",False,"F",2,14.4231,47,43,True,False,"Marketing",2008-08-18 00:00:00.000,,"Current","Jill Williams","mailto://jill0@adventure-works.com"
124,87,"584205124","",11,"Shipping and Receiving Clerk",2008-08-20 00:00:00.000,1973-06-11 00:00:00.000,"adventure-works\matthias0","139-555-0120","M","Matthias Berndt","139-555-0120",False,"M",2,9.5,94,67,True,False,"Shipping and Receiving",2008-08-20 00:00:00.000,,"Current","Matthias Berndt","mailto://matthias0@adventure-works.com"
130,92,"242381745","",11,"Document Control Assistant",2008-08-22 00:00:00.000,1986-10-10 00:00:00.000,"adventure-works\sean1","205-555-0132","S","Sean Chai","205-555-0132",False,"M",2,10.25,78,59,True,False,"Document Control",2008-08-22 00:00:00.000,,"Current","Sean Chai","mailto://sean1@adventure-works.com"
131,44,"929666391","",11,"Database Administrator",2008-08-22 00:00:00.000,1975-08-06 00:00:00.000,"adventure-works\dan1","653-555-0144","M","Dan Wilson","653-555-0144",True,"M",2,38.4615,66,53,True,False,"Information Services",2008-08-22 00:00:00.000,,"Current","Dan Wilson","mailto://dan1@adventure-works.com"
133,142,"931190412","",11,"Accounts Receivable Specialist",2008-08-24 00:00:00.000,1984-04-20 00:00:00.000,"adventure-works\bryan1","935-555-0199","S","Bryan Walton","935-555-0199",False,"M",2,19,62,51,True,False,"Finance",2008-08-24 00:00:00.000,,"Current","Bryan Walton","mailto://bryan1@adventure-works.com"
135,46,"981495526","",11,"Scheduling Assistant",2008-08-26 00:00:00.000,1987-07-22 00:00:00.000,"adventure-works\sairaj0","500-555-0159","M","Sairaj Uddin","500-555-0159",False,"M",2,16,46,43,True,False,"Production Control",2008-08-26 00:00:00.000,,"Current","Sairaj Uddin","mailto://sairaj0@adventure-works.com"
142,143,"30845","",11,"Accounts Manager",2008-08-30 00:00:00.000,1983-02-05 00:00:00.000,"adventure-works\david6","646-555-0185","M","David Liu","646-555-0185",True,"M",2,34.7356,57,48,True,False,"Finance",2008-08-30 00:00:00.000,,"Current","David Liu","mailto://david6@adventure-works.com"
144,112,"184188301","",11,"Chief Financial Officer",2008-08-31 00:00:00.000,1975-08-06 00:00:00.000,"adventure-works\laura1","615-555-0110","M","Laura Norman","615-555-0110",True,"F",2,60.0962,0,20,True,False,"Executive",2013-06-13 00:00:00.000,,"Current","Laura Norman","mailto://laura1@adventure-works.com"
149,43,"131471224","",11,"Quality Assurance Technician",2008-09-02 00:00:00.000,1988-10-26 00:00:00.000,"adventure-works\andreas0","181-555-0124","M","Andreas Berglund","181-555-0124",False,"M",2,10.5769,84,62,True,False,"Quality Assurance",2008-09-02 00:00:00.000,,"Current","Andreas Berglund","mailto://andreas0@adventure-works.com"
153,44,"314747499","",11,"Application Specialist",2008-09-03 00:00:00.000,1987-10-12 00:00:00.000,"adventure-works\ramesh0","182-555-0134","S","Ramesh Meyyappan","182-555-0134",True,"M",2,27.4038,73,56,True,False,"Information Services",2008-09-03 00:00:00.000,,"Current","Ramesh Meyyappan","mailto://ramesh0@adventure-works.com"
154,44,"858323870","",11,"Network Manager",2008-09-04 00:00:00.000,1983-10-24 00:00:00.000,"adventure-works\stephanie0","594-555-0110","S","Stephanie Conroy","594-555-0110",True,"F",2,39.6635,68,54,True,False,"Information Services",2008-09-04 00:00:00.000,,"Current","Stephanie Conroy","mailto://stephanie0@adventure-works.com"
158,32,"416679555","",11,"Human Resources Administrative Assistant",2008-09-06 00:00:00.000,1976-11-15 00:00:00.000,"adventure-works\hao0","806-555-0136","S","Hao Chen","806-555-0136",False,"M",2,13.9423,52,46,True,False,"Human Resources",2008-09-06 00:00:00.000,,"Current","Hao Chen","mailto://hao0@adventure-works.com"
162,3,"134969118","",11,"Research and Development Manager",2008-09-08 00:00:00.000,1986-09-24 00:00:00.000,"adventure-works\dylan0","181-555-0156","M","Dylan Miller","181-555-0156",True,"M",2,50.4808,61,50,True,False,"Research and Development",2008-09-08 00:00:00.000,,"Current","Dylan Miller","mailto://dylan0@adventure-works.com"
165,92,"260770918","",11,"Document Control Assistant",2008-09-09 00:00:00.000,1975-07-25 00:00:00.000,"adventure-works\karen0","746-555-0164","M","Karen Berge","746-555-0164",False,"F",2,10.25,79,59,True,False,"Document Control",2008-09-09 00:00:00.000,,"Current","Karen Berge","mailto://karen0@adventure-works.com"
168,278,"603686790","",11,"Buyer",2008-09-10 00:00:00.000,1984-03-17 00:00:00.000,"adventure-works\mikael0","309-555-0170","S","Mikael Sandberg","309-555-0170",False,"M",2,18.2692,59,49,True,False,"Purchasing",2008-09-10 00:00:00.000,,"Current","Mikael Sandberg","mailto://mikael0@adventure-works.com"
170,142,"663843431","",11,"Accounts Payable Specialist",2008-09-11 00:00:00.000,1976-09-14 00:00:00.000,"adventure-works\dragan0","117-555-0185","M","Dragan Tomic","117-555-0185",False,"M",2,19,63,51,True,False,"Finance",2008-09-11 00:00:00.000,,"Current","Dragan Tomic","mailto://dragan0@adventure-works.com"
174,46,"470689086","",11,"Scheduling Assistant",2008-09-13 00:00:00.000,1983-10-28 00:00:00.000,"adventure-works\alan0","438-555-0172","M","Alan Brewer","438-555-0172",False,"M",2,16,47,43,True,False,"Production Control",2008-09-13 00:00:00.000,,"Current","Alan Brewer","mailto://alan0@adventure-works.com"
180,44,"58317344","",11,"Application Specialist",2008-09-16 00:00:00.000,1977-12-17 00:00:00.000,"adventure-works\karen1","654-555-0177","S","Karen Berg","654-555-0177",True,"F",2,27.4038,74,57,True,False,"Information Services",2008-09-16 00:00:00.000,,"Current","Karen Berg","mailto://karen1@adventure-works.com"
182,142,"363910111","",11,"Accountant",2008-09-18 00:00:00.000,1975-08-04 00:00:00.000,"adventure-works\barbara1","822-555-0145","M","Barbara Moreland","822-555-0145",True,"F",2,26.4423,58,49,True,False,"Finance",2008-09-18 00:00:00.000,,"Current","Barbara Moreland","mailto://barbara1@adventure-works.com"
192,154,"672243793","",11,"Network Administrator",2008-09-23 00:00:00.000,1979-12-27 00:00:00.000,"adventure-works\peter1","310-555-0133","S","Peter Connelly","310-555-0133",False,"M",2,32.4519,69,54,True,False,"Information Services",2008-09-23 00:00:00.000,,"Current","Peter Connelly","mailto://peter1@adventure-works.com"
195,32,"476980013","",11,"Human Resources Administrative Assistant",2008-09-25 00:00:00.000,1975-11-15 00:00:00.000,"adventure-works\grant0","955-555-0131","S","Grant Culbertson","955-555-0131",False,"M",2,13.9423,53,46,True,False,"Human Resources",2008-09-25 00:00:00.000,,"Current","Grant Culbertson","mailto://grant0@adventure-works.com"
202,278,"792847334","",11,"Buyer",2008-09-28 00:00:00.000,1974-03-21 00:00:00.000,"adventure-works\arvind0","848-555-0163","M","Arvind Rao","848-555-0163",False,"M",2,18.2692,60,50,True,False,"Purchasing",2008-09-28 00:00:00.000,,"Current","Arvind Rao","mailto://arvind0@adventure-works.com"
204,23,"398223854","",11,"Quality Assurance Manager",2008-09-28 00:00:00.000,1977-05-26 00:00:00.000,"adventure-works\hazem0","869-555-0125","S","Hazem Abolrous","869-555-0125",True,"M",2,28.8462,80,60,True,False,"Quality Assurance",2008-09-28 00:00:00.000,,"Current","Hazem Abolrous","mailto://hazem0@adventure-works.com"
205,142,"519756660","",11,"Accounts Payable Specialist",2008-09-29 00:00:00.000,1978-10-07 00:00:00.000,"adventure-works\janet0","393-555-0186","M","Janet Sheperdigian","393-555-0186",False,"F",2,19,64,52,True,False,"Finance",2008-09-29 00:00:00.000,,"Current","Janet Sheperdigian","mailto://janet0@adventure-works.com"
207,7,"243322160","",11,"Marketing Specialist",2008-09-30 00:00:00.000,1985-09-04 00:00:00.000,"adventure-works\terry0","138-555-0118","M","Terry Eminhizer","138-555-0118",False,"M",2,14.4231,44,42,True,False,"Marketing",2008-09-30 00:00:00.000,,"Current","Terry Eminhizer","mailto://terry0@adventure-works.com"
210,46,"368691270","",11,"Scheduling Assistant",2008-10-01 00:00:00.000,1984-03-11 00:00:00.000,"adventure-works\brian1","313-555-0196","M","Brian LaMee","313-555-0196",False,"M",2,16,48,44,True,False,"Production Control",2008-10-01 00:00:00.000,,"Current","Brian LaMee","mailto://brian1@adventure-works.com"
216,92,"260805477","",11,"Control Specialist",2008-10-04 00:00:00.000,1986-12-24 00:00:00.000,"adventure-works\chris1","575-555-0126","M","Chris Norred","575-555-0126",False,"M",2,16.8269,75,57,True,False,"Document Control",2008-10-04 00:00:00.000,,"Current","Chris Norred","mailto://chris1@adventure-works.com"
220,142,"480951955","",11,"Accountant",2008-10-06 00:00:00.000,1979-01-29 00:00:00.000,"adventure-works\mike0","927-555-0150","S","Mike Seamans","927-555-0150",True,"M",2,26.4423,59,49,True,False,"Finance",2008-10-06 00:00:00.000,,"Current","Mike Seamans","mailto://mike0@adventure-works.com"
221,162,"879342154","",11,"Research and Development Manager",2008-12-01 00:00:00.000,1984-06-30 00:00:00.000,"adventure-works\michael6","330-555-2568","M","Michael Raheem","330-555-2568",True,"M",2,42.4808,16,64,True,False,"Research and Development",2008-12-01 00:00:00.000,,"Current","Michael Raheem","mailto://michael6@adventure-works.com"
222,152,"141165819","",11,"Facilities Manager",2009-07-02 00:00:00.000,1970-09-18 00:00:00.000,"adventure-works\gary1","110-555-0112","M","Gary Altman","110-555-0112",True,"M",2,24.0385,86,63,True,False,"Facilities and Maintenance",2009-07-02 00:00:00.000,,"Current","Gary Altman","mailto://gary1@adventure-works.com"
227,278,"407505660","",11,"Buyer",2009-07-17 00:00:00.000,1970-06-30 00:00:00.000,"adventure-works\linda2","916-555-0165","M","Linda Meisner","916-555-0165",False,"F",2,18.2692,56,48,True,False,"Purchasing",2009-07-17 00:00:00.000,,"Current","Linda Meisner","mailto://linda2@adventure-works.com"
229,222,"552560652","",11,"Facilities Administrative Assistant",2009-07-21 00:00:00.000,1971-03-27 00:00:00.000,"adventure-works\magnus0","583-555-0182","M","Magnus Hedlund","583-555-0182",False,"M",2,9.75,87,63,True,False,"Facilities and Maintenance",2009-07-21 00:00:00.000,,"Current","Magnus Hedlund","mailto://magnus0@adventure-works.com"
235,278,"482810518","",11,"Buyer",2009-08-04 00:00:00.000,1970-06-24 00:00:00.000,"adventure-works\fukiko0","520-555-0177","M","Fukiko Ogisu","520-555-0177",False,"M",2,18.2692,57,48,True,False,"Purchasing",2009-08-04 00:00:00.000,,"Current","Fukiko Ogisu","mailto://fukiko0@adventure-works.com"
237,278,"466142721","",11,"Buyer",2009-08-11 00:00:00.000,1942-06-29 00:00:00.000,"adventure-works\gordon0","230-555-0144","M","Gordon Hee","230-555-0144",False,"M",2,18.2692,52,46,True,False,"Purchasing",2009-08-11 00:00:00.000,,"Current","Gordon Hee","mailto://gordon0@adventure-works.com"
242,278,"367453993","",11,"Buyer",2009-08-23 00:00:00.000,1951-12-11 00:00:00.000,"adventure-works\frank2","163-555-0147","M","Frank Pellow","163-555-0147",False,"M",2,18.2692,58,49,True,False,"Purchasing",2009-08-23 00:00:00.000,,"Current","Frank Pellow","mailto://frank2@adventure-works.com"
245,278,"381073001","",11,"Buyer",2009-08-27 00:00:00.000,1972-04-17 00:00:00.000,"adventure-works\eric2","265-555-0195","S","Eric Kurjan","265-555-0195",False,"M",2,18.2692,54,47,True,False,"Purchasing",2009-08-27 00:00:00.000,,"Current","Eric Kurjan","mailto://eric2@adventure-works.com"
