CustomerID,Customer,Phone Number,CustomerID.1,Gender,Occupation,Date_of_birth,Source,Age,AgeGroup,Age (groups)
725,"Name 725","416-325-454",725,"M","Student",1974,"Internet",48,"mature","mature"
729,"Name 729","480-861-331",729,"M","Student",1986,"Advertisement",36,"young","young"
734,"Name 734","382-350-398",734,"M","Student",1975,"Friends",47,"mature","mature"
737,"Name 737","837-434-159",737,"F","Student",1989,"Internet",33,"young","young"
743,"Name 743","772-936-600",743,"F","Student",1984,"Advertisement",38,"young","young"
748,"Name 748","752-112-518",748,"F","Student",1984,"Friends",38,"young","young"
750,"Name 750","119-657-153",750,"M","Student",1980,"Friends",42,"young","young"
753,"Name 753","933-442-695",753,"M","Student",1961,"Advertisement",61,"old","old"
760,"Name 760","263-787-732",760,"F","Student",1974,"Radio",48,"mature","mature"
768,"Name 768","460-444-366",768,"F","Student",1965,"Internet",57,"old","old"
800,"Name 800","832-251-487",800,"F","Student",1980,"Advertisement",42,"young","young"
802,"Name 802","644-609-830",802,"F","Student",1976,"Advertisement",46,"mature","mature"
809,"Name 809","858-374-670",809,"F","Student",1968,"Internet",54,"mature","mature"
824,"Name 824","141-160-875",824,"F","Student",1980,"Other",42,"young","young"
840,"Name 840","459-589-196",840,"M","Student",1991,"Internet",31,"young","young"
842,"Name 842","681-550-120",842,"F","Student",1987,"Friends",35,"young","young"
865,"Name 865","477-549-784",865,"M","Student",1972,"Radio",50,"mature","mature"
867,"Name 867","440-316-812",867,"M","Student",1976,"Friends",46,"mature","mature"
871,"Name 871","413-685-698",871,"M","Student",1971,"Radio",51,"mature","mature"
879,"Name 879","114-644-280",879,"M","Student",1985,"Internet",37,"young","young"
889,"Name 889","493-805-554",889,"M","Student",1972,"Advertisement",50,"mature","mature"
892,"Name 892","394-867-702",892,"F","Student",1964,"Advertisement",58,"old","old"
895,"Name 895","420-959-659",895,"M","Student",1990,"Radio",32,"young","young"
899,"Name 899","240-383-324",899,"F","Student",1988,"Friends",34,"young","young"
904,"Name 904","120-839-428",904,"M","Student",1992,"Other",30,"young","young"
907,"Name 907","282-678-128",907,"F","Student",1982,"Advertisement",40,"young","young"
911,"Name 911","336-338-595",911,"M","Student",1971,"Internet",51,"mature","mature"
914,"Name 914","247-189-392",914,"M","Student",1975,"Friends",47,"mature","mature"
929,"Name 929","321-324-943",929,"M","Student",1974,"Radio",48,"mature","mature"
943,"Name 943","433-462-457",943,"F","Student",1976,"Internet",46,"mature","mature"
950,"Name 950","977-925-834",950,"M","Student",1975,"Other",47,"mature","mature"
957,"Name 957","843-642-234",957,"M","Student",1987,"Advertisement",35,"young","young"
960,"Name 960","548-126-399",960,"F","Student",1966,"Friends",56,"old","old"
966,"Name 966","969-749-582",966,"M","Student",1974,"Advertisement",48,"mature","mature"
973,"Name 973","936-270-528",973,"F","Student",1970,"Friends",52,"mature","mature"
979,"Name 979","683-744-699",979,"F","Student",1967,"Other",55,"mature","mature"
980,"Name 980","672-696-461",980,"F","Student",1974,"Radio",48,"mature","mature"
985,"Name 985","964-571-698",985,"F","Student",1963,"Friends",59,"old","old"
993,"Name 993","717-146-940",993,"F","Student",1965,"Radio",57,"old","old"
1004,"Name 1004","518-363-758",1004,"F","Student",1968,"Advertisement",54,"mature","mature"
1012,"Name 1012","535-553-975",1012,"F","Student",1987,"Radio",35,"young","young"
1016,"Name 1016","294-169-300",1016,"M","Student",1966,"Friends",56,"old","old"
1026,"Name 1026","665-457-264",1026,"F","Student",1991,"Friends",31,"young","young"
1034,"Name 1034","315-159-458",1034,"M","Student",1988,"Internet",34,"young","young"
1035,"Name 1035","865-342-516",1035,"M","Student",1988,"Radio",34,"young","young"
1041,"Name 1041","898-252-984",1041,"F","Student",1980,"Friends",42,"young","young"
1045,"Name 1045","722-708-375",1045,"F","Student",1968,"Other",54,"mature","mature"
1052,"Name 1052","245-474-311",1052,"M","Student",1989,"Internet",33,"young","young"
1056,"Name 1056","465-838-718",1056,"F","Student",1960,"Friends",62,"old","old"
1061,"Name 1061","354-660-796",1061,"M","Student",1978,"Advertisement",44,"young","young"
1062,"Name 1062","800-543-159",1062,"M","Student",1973,"Advertisement",49,"mature","mature"
1067,"Name 1067","256-130-498",1067,"M","Student",1983,"Other",39,"young","young"
1069,"Name 1069","606-539-542",1069,"M","Student",1992,"Other",30,"young","young"
1079,"Name 1079","406-714-458",1079,"M","Student",1985,"Internet",37,"young","young"
1084,"Name 1084","968-613-721",1084,"F","Student",1989,"Radio",33,"young","young"
1085,"Name 1085","432-329-779",1085,"M","Student",1973,"Internet",49,"mature","mature"
1088,"Name 1088","463-536-769",1088,"F","Student",1972,"Other",50,"mature","mature"
1094,"Name 1094","992-450-280",1094,"F","Student",1982,"Internet",40,"young","young"
1101,"Name 1101","801-995-877",1101,"F","Student",1969,"Advertisement",53,"mature","mature"
1108,"Name 1108","285-462-629",1108,"F","Student",1973,"Radio",49,"mature","mature"
1115,"Name 1115","143-841-147",1115,"F","Student",1975,"Radio",47,"mature","mature"
1116,"Name 1116","685-699-413",1116,"M","Student",1974,"Radio",48,"mature","mature"
1117,"Name 1117","696-546-483",1117,"F","Student",1968,"Radio",54,"mature","mature"
1120,"Name 1120","215-549-101",1120,"F","Student",1984,"Friends",38,"young","young"
1124,"Name 1124","442-234-230",1124,"M","Student",1992,"Internet",30,"young","young"
1132,"Name 1132","160-909-894",1132,"M","Student",1979,"Other",43,"young","young"
1136,"Name 1136","271-670-441",1136,"F","Student",1975,"Advertisement",47,"mature","mature"
1137,"Name 1137","729-551-762",1137,"M","Student",1970,"Advertisement",52,"mature","mature"
1141,"Name 1141","253-446-767",1141,"F","Student",1980,"Friends",42,"young","young"
1148,"Name 1148","800-951-489",1148,"M","Student",1973,"Internet",49,"mature","mature"
1152,"Name 1152","323-546-217",1152,"F","Student",1981,"Advertisement",41,"young","young"
1159,"Name 1159","673-245-517",1159,"F","Student",1986,"Advertisement",36,"young","young"
1160,"Name 1160","325-745-289",1160,"F","Student",1988,"Internet",34,"young","young"
1163,"Name 1163","158-426-449",1163,"M","Student",1967,"Internet",55,"mature","mature"
1165,"Name 1165","416-556-566",1165,"M","Student",1974,"Radio",48,"mature","mature"
1168,"Name 1168","175-898-870",1168,"F","Student",1984,"Internet",38,"young","young"
1172,"Name 1172","494-199-312",1172,"F","Student",1962,"Advertisement",60,"old","old"
1184,"Name 1184","891-376-656",1184,"F","Student",1970,"Friends",52,"mature","mature"
1188,"Name 1188","452-906-407",1188,"F","Student",1971,"Radio",51,"mature","mature"
1193,"Name 1193","702-890-241",1193,"F","Student",1990,"Radio",32,"young","young"
1202,"Name 1202","154-810-780",1202,"F","Student",1972,"Other",50,"mature","mature"
1203,"Name 1203","167-490-366",1203,"M","Student",1986,"Internet",36,"young","young"
1209,"Name 1209","813-156-238",1209,"M","Student",1965,"Internet",57,"old","old"
1216,"Name 1216","404-573-323",1216,"F","Student",1972,"Internet",50,"mature","mature"
1223,"Name 1223","697-323-151",1223,"F","Student",1976,"Internet",46,"mature","mature"
1224,"Name 1224","642-714-787",1224,"M","Student",1965,"Friends",57,"old","old"
1225,"Name 1225","309-546-114",1225,"F","Student",1986,"Other",36,"young","young"
1229,"Name 1229","242-235-938",1229,"F","Student",1985,"Radio",37,"young","young"
1230,"Name 1230","246-652-462",1230,"M","Student",1985,"Radio",37,"young","young"
1231,"Name 1231","234-474-813",1231,"M","Student",1960,"Friends",62,"old","old"
1233,"Name 1233","417-162-755",1233,"M","Student",1973,"Internet",49,"mature","mature"
1234,"Name 1234","600-868-725",1234,"M","Student",1968,"Other",54,"mature","mature"
1235,"Name 1235","350-328-444",1235,"M","Student",1984,"Internet",38,"young","young"
1237,"Name 1237","841-895-676",1237,"F","Student",1990,"Advertisement",32,"young","young"
1250,"Name 1250","954-456-973",1250,"F","Student",1979,"Other",43,"young","young"
1254,"Name 1254","308-355-495",1254,"F","Student",1969,"Friends",53,"mature","mature"
1262,"Name 1262","619-505-227",1262,"M","Student",1960,"Internet",62,"old","old"
1263,"Name 1263","770-386-340",1263,"M","Student",1977,"Internet",45,"young","young"
1268,"Name 1268","675-647-716",1268,"M","Student",1969,"Radio",53,"mature","mature"
1275,"Name 1275","234-901-446",1275,"M","Student",1992,"Advertisement",30,"young","young"
1278,"Name 1278","770-329-306",1278,"M","Student",1967,"Other",55,"mature","mature"
26,"Name 26","579-825-673",26,"M","Unemployed",1969,"Advertisement",53,"mature","mature"
27,"Name 27","193-672-430",27,"M","Unemployed",1988,"Internet",34,"young","young"
28,"Name 28","101-210-839",28,"F","Unemployed",1980,"Radio",42,"young","young"
29,"Name 29","766-921-738",29,"M","Unemployed",1983,"Advertisement",39,"young","young"
53,"Name 53","805-123-888",53,"M","Unemployed",1973,"Other",49,"mature","mature"
56,"Name 56","160-286-288",56,"F","Unemployed",1970,"Internet",52,"mature","mature"
60,"Name 60","286-962-695",60,"M","Unemployed",1982,"Advertisement",40,"young","young"
62,"Name 62","416-556-464",62,"M","Unemployed",1978,"Friends",44,"young","young"
65,"Name 65","864-659-245",65,"F","Unemployed",1974,"Internet",48,"mature","mature"
67,"Name 67","668-190-948",67,"F","Unemployed",1976,"Radio",46,"mature","mature"
68,"Name 68","309-528-645",68,"M","Unemployed",1991,"Radio",31,"young","young"
75,"Name 75","741-958-503",75,"M","Unemployed",1961,"Advertisement",61,"old","old"
78,"Name 78","823-270-777",78,"M","Unemployed",1968,"Radio",54,"mature","mature"
79,"Name 79","516-608-354",79,"F","Unemployed",1968,"Internet",54,"mature","mature"
80,"Name 80","150-801-659",80,"M","Unemployed",1976,"Advertisement",46,"mature","mature"
82,"Name 82","192-363-212",82,"M","Unemployed",1960,"Internet",62,"old","old"
84,"Name 84","359-913-633",84,"M","Unemployed",1977,"Advertisement",45,"young","young"
91,"Name 91","205-339-665",91,"M","Unemployed",1982,"Radio",40,"young","young"
96,"Name 96","293-644-179",96,"F","Unemployed",1980,"Advertisement",42,"young","young"
105,"Name 105","269-478-153",105,"F","Unemployed",1978,"Friends",44,"young","young"
114,"Name 114","447-664-816",114,"M","Unemployed",1966,"Internet",56,"old","old"
126,"Name 126","289-592-399",126,"M","Unemployed",1992,"Advertisement",30,"young","young"
137,"Name 137","495-281-453",137,"M","Unemployed",1989,"Internet",33,"young","young"
140,"Name 140","736-495-408",140,"F","Unemployed",1985,"Internet",37,"young","young"
143,"Name 143","553-816-575",143,"M","Unemployed",1964,"Other",58,"old","old"
149,"Name 149","650-909-445",149,"F","Unemployed",1980,"Radio",42,"young","young"
155,"Name 155","370-415-107",155,"F","Unemployed",1966,"Internet",56,"old","old"
159,"Name 159","248-998-649",159,"M","Unemployed",1988,"Other",34,"young","young"
167,"Name 167","296-987-371",167,"F","Unemployed",1977,"Other",45,"young","young"
169,"Name 169","989-480-486",169,"M","Unemployed",1990,"Internet",32,"young","young"
173,"Name 173","765-206-570",173,"F","Unemployed",1992,"Advertisement",30,"young","young"
180,"Name 180","242-524-674",180,"M","Unemployed",1978,"Radio",44,"young","young"
185,"Name 185","940-809-196",185,"M","Unemployed",1963,"Radio",59,"old","old"
189,"Name 189","999-943-114",189,"M","Unemployed",1987,"Radio",35,"young","young"
195,"Name 195","988-465-255",195,"F","Unemployed",1990,"Friends",32,"young","young"
198,"Name 198","153-983-248",198,"M","Unemployed",1991,"Internet",31,"young","young"
208,"Name 208","853-796-353",208,"F","Unemployed",1971,"Radio",51,"mature","mature"
212,"Name 212","293-392-963",212,"M","Unemployed",1961,"Radio",61,"old","old"
213,"Name 213","109-691-433",213,"M","Unemployed",1992,"Advertisement",30,"young","young"
217,"Name 217","511-523-681",217,"F","Unemployed",1985,"Radio",37,"young","young"
223,"Name 223","908-574-517",223,"F","Unemployed",1962,"Radio",60,"old","old"
224,"Name 224","547-386-908",224,"M","Unemployed",1962,"Internet",60,"old","old"
225,"Name 225","266-544-257",225,"M","Unemployed",1975,"Radio",47,"mature","mature"
226,"Name 226","792-121-373",226,"F","Unemployed",1960,"Internet",62,"old","old"
238,"Name 238","340-434-184",238,"M","Unemployed",1987,"Radio",35,"young","young"
241,"Name 241","137-210-998",241,"M","Unemployed",1981,"Internet",41,"young","young"
242,"Name 242","239-462-323",242,"F","Unemployed",1963,"Other",59,"old","old"
258,"Name 258","726-430-943",258,"M","Unemployed",1974,"Other",48,"mature","mature"
263,"Name 263","511-398-460",263,"F","Unemployed",1965,"Advertisement",57,"old","old"
265,"Name 265","900-700-328",265,"F","Unemployed",1966,"Internet",56,"old","old"
266,"Name 266","349-753-764",266,"F","Unemployed",1962,"Advertisement",60,"old","old"
278,"Name 278","414-317-104",278,"M","Unemployed",1977,"Other",45,"young","young"
282,"Name 282","297-370-495",282,"F","Unemployed",1985,"Friends",37,"young","young"
284,"Name 284","367-802-524",284,"M","Unemployed",1971,"Other",51,"mature","mature"
294,"Name 294","539-485-560",294,"M","Unemployed",1961,"Other",61,"old","old"
296,"Name 296","427-681-318",296,"M","Unemployed",1987,"Advertisement",35,"young","young"
305,"Name 305","126-344-290",305,"M","Unemployed",1974,"Radio",48,"mature","mature"
313,"Name 313","381-766-765",313,"M","Unemployed",1983,"Other",39,"young","young"
314,"Name 314","273-479-726",314,"F","Unemployed",1984,"Other",38,"young","young"
317,"Name 317","195-690-960",317,"F","Unemployed",1969,"Radio",53,"mature","mature"
321,"Name 321","813-483-648",321,"M","Unemployed",1982,"Internet",40,"young","young"
322,"Name 322","103-251-299",322,"M","Unemployed",1973,"Radio",49,"mature","mature"
324,"Name 324","436-169-899",324,"M","Unemployed",1968,"Internet",54,"mature","mature"
325,"Name 325","771-340-547",325,"M","Unemployed",1974,"Internet",48,"mature","mature"
326,"Name 326","124-494-770",326,"M","Unemployed",1977,"Internet",45,"young","young"
336,"Name 336","179-200-953",336,"F","Unemployed",1985,"Internet",37,"young","young"
337,"Name 337","862-933-545",337,"M","Unemployed",1985,"Radio",37,"young","young"
346,"Name 346","102-215-407",346,"M","Unemployed",1988,"Friends",34,"young","young"
351,"Name 351","269-147-755",351,"F","Unemployed",1988,"Friends",34,"young","young"
361,"Name 361","977-709-777",361,"M","Unemployed",1961,"Advertisement",61,"old","old"
368,"Name 368","557-618-736",368,"F","Unemployed",1990,"Advertisement",32,"young","young"
369,"Name 369","970-121-788",369,"F","Unemployed",1969,"Radio",53,"mature","mature"
378,"Name 378","805-933-496",378,"M","Unemployed",1980,"Other",42,"young","young"
379,"Name 379","773-442-526",379,"F","Unemployed",1985,"Friends",37,"young","young"
387,"Name 387","553-444-176",387,"M","Unemployed",1985,"Radio",37,"young","young"
389,"Name 389","703-681-475",389,"M","Unemployed",1989,"Advertisement",33,"young","young"
391,"Name 391","129-775-168",391,"M","Unemployed",1985,"Radio",37,"young","young"
399,"Name 399","921-510-538",399,"F","Unemployed",1988,"Advertisement",34,"young","young"
402,"Name 402","166-371-217",402,"M","Unemployed",1981,"Friends",41,"young","young"
407,"Name 407","957-491-725",407,"F","Unemployed",1972,"Other",50,"mature","mature"
409,"Name 409","136-333-345",409,"M","Unemployed",1990,"Radio",32,"young","young"
425,"Name 425","170-156-245",425,"F","Unemployed",1977,"Friends",45,"young","young"
426,"Name 426","253-953-211",426,"F","Unemployed",1979,"Friends",43,"young","young"
431,"Name 431","445-264-477",431,"F","Unemployed",1962,"Friends",60,"old","old"
432,"Name 432","663-422-798",432,"M","Unemployed",1982,"Friends",40,"young","young"
436,"Name 436","579-916-181",436,"F","Unemployed",1966,"Advertisement",56,"old","old"
440,"Name 440","221-599-321",440,"F","Unemployed",1966,"Friends",56,"old","old"
441,"Name 441","806-583-444",441,"M","Unemployed",1983,"Friends",39,"young","young"
445,"Name 445","766-813-269",445,"F","Unemployed",1981,"Other",41,"young","young"
447,"Name 447","179-833-520",447,"F","Unemployed",1972,"Radio",50,"mature","mature"
452,"Name 452","219-839-310",452,"F","Unemployed",1972,"Radio",50,"mature","mature"
457,"Name 457","426-941-601",457,"M","Unemployed",1974,"Radio",48,"mature","mature"
459,"Name 459","938-320-146",459,"M","Unemployed",1989,"Radio",33,"young","young"
472,"Name 472","223-652-566",472,"F","Unemployed",1970,"Friends",52,"mature","mature"
483,"Name 483","331-801-671",483,"F","Unemployed",1987,"Advertisement",35,"young","young"
485,"Name 485","359-579-645",485,"M","Unemployed",1989,"Radio",33,"young","young"
486,"Name 486","552-964-616",486,"M","Unemployed",1980,"Other",42,"young","young"
525,"Name 525","566-126-105",525,"M","Unemployed",1960,"Radio",62,"old","old"
529,"Name 529","770-786-330",529,"M","Unemployed",1978,"Radio",44,"young","young"
536,"Name 536","926-485-265",536,"F","Unemployed",1981,"Other",41,"young","young"
541,"Name 541","256-818-819",541,"M","Unemployed",1991,"Other",31,"young","young"
542,"Name 542","687-466-222",542,"F","Unemployed",1991,"Internet",31,"young","young"
543,"Name 543","603-355-511",543,"M","Unemployed",1978,"Other",44,"young","young"
546,"Name 546","432-513-541",546,"F","Unemployed",1964,"Radio",58,"old","old"
548,"Name 548","491-263-420",548,"M","Unemployed",1982,"Friends",40,"young","young"
559,"Name 559","603-735-873",559,"M","Unemployed",1977,"Advertisement",45,"young","young"
560,"Name 560","956-372-532",560,"F","Unemployed",1963,"Advertisement",59,"old","old"
564,"Name 564","970-870-343",564,"F","Unemployed",1989,"Internet",33,"young","young"
573,"Name 573","943-819-995",573,"M","Unemployed",1983,"Friends",39,"young","young"
576,"Name 576","792-634-334",576,"F","Unemployed",1990,"Other",32,"young","young"
577,"Name 577","482-629-567",577,"F","Unemployed",1978,"Internet",44,"young","young"
585,"Name 585","957-486-167",585,"F","Unemployed",1972,"Radio",50,"mature","mature"
587,"Name 587","862-537-614",587,"F","Unemployed",1976,"Radio",46,"mature","mature"
589,"Name 589","373-221-887",589,"F","Unemployed",1975,"Radio",47,"mature","mature"
594,"Name 594","966-805-624",594,"F","Unemployed",1989,"Advertisement",33,"young","young"
603,"Name 603","948-922-855",603,"F","Unemployed",1974,"Advertisement",48,"mature","mature"
605,"Name 605","221-438-999",605,"F","Unemployed",1968,"Friends",54,"mature","mature"
608,"Name 608","825-705-685",608,"F","Unemployed",1990,"Internet",32,"young","young"
615,"Name 615","310-178-552",615,"M","Unemployed",1973,"Friends",49,"mature","mature"
618,"Name 618","156-656-283",618,"M","Unemployed",1973,"Advertisement",49,"mature","mature"
623,"Name 623","895-109-159",623,"F","Unemployed",1987,"Radio",35,"young","young"
624,"Name 624","705-181-114",624,"F","Unemployed",1984,"Radio",38,"young","young"
628,"Name 628","647-648-366",628,"M","Unemployed",1989,"Radio",33,"young","young"
634,"Name 634","328-611-712",634,"F","Unemployed",1968,"Other",54,"mature","mature"
636,"Name 636","832-761-652",636,"M","Unemployed",1980,"Radio",42,"young","young"
645,"Name 645","486-165-469",645,"F","Unemployed",1992,"Advertisement",30,"young","young"
658,"Name 658","777-141-414",658,"F","Unemployed",1985,"Other",37,"young","young"
661,"Name 661","106-827-189",661,"M","Unemployed",1969,"Advertisement",53,"mature","mature"
686,"Name 686","657-609-126",686,"F","Unemployed",1979,"Radio",43,"young","young"
688,"Name 688","450-450-429",688,"M","Unemployed",1974,"Advertisement",48,"mature","mature"
704,"Name 704","794-273-122",704,"F","Unemployed",1979,"Friends",43,"young","young"
709,"Name 709","912-159-979",709,"M","Unemployed",1986,"Radio",36,"young","young"
722,"Name 722","713-836-638",722,"M","Unemployed",1989,"Friends",33,"young","young"
731,"Name 731","895-557-620",731,"F","Unemployed",1985,"Internet",37,"young","young"
736,"Name 736","132-943-838",736,"M","Unemployed",1990,"Advertisement",32,"young","young"
742,"Name 742","489-409-822",742,"M","Unemployed",1977,"Other",45,"young","young"
744,"Name 744","838-493-744",744,"M","Unemployed",1971,"Radio",51,"mature","mature"
751,"Name 751","264-145-247",751,"M","Unemployed",1976,"Other",46,"mature","mature"
752,"Name 752","975-198-562",752,"F","Unemployed",1989,"Internet",33,"young","young"
755,"Name 755","414-926-724",755,"F","Unemployed",1962,"Radio",60,"old","old"
764,"Name 764","525-383-137",764,"M","Unemployed",1978,"Friends",44,"young","young"
767,"Name 767","968-197-439",767,"F","Unemployed",1979,"Friends",43,"young","young"
769,"Name 769","675-426-207",769,"M","Unemployed",1984,"Advertisement",38,"young","young"
771,"Name 771","530-708-662",771,"F","Unemployed",1991,"Other",31,"young","young"
779,"Name 779","426-404-812",779,"M","Unemployed",1980,"Advertisement",42,"young","young"
787,"Name 787","268-483-774",787,"F","Unemployed",1970,"Friends",52,"mature","mature"
790,"Name 790","607-433-980",790,"M","Unemployed",1966,"Radio",56,"old","old"
795,"Name 795","142-840-677",795,"M","Unemployed",1976,"Other",46,"mature","mature"
807,"Name 807","710-578-378",807,"F","Unemployed",1987,"Friends",35,"young","young"
813,"Name 813","770-491-845",813,"M","Unemployed",1971,"Advertisement",51,"mature","mature"
815,"Name 815","817-958-140",815,"M","Unemployed",1990,"Other",32,"young","young"
817,"Name 817","305-212-812",817,"M","Unemployed",1969,"Radio",53,"mature","mature"
819,"Name 819","808-492-132",819,"F","Unemployed",1977,"Other",45,"young","young"
823,"Name 823","656-536-159",823,"M","Unemployed",1961,"Friends",61,"old","old"
827,"Name 827","520-726-917",827,"F","Unemployed",1966,"Internet",56,"old","old"
834,"Name 834","205-296-545",834,"F","Unemployed",1983,"Advertisement",39,"young","young"
838,"Name 838","170-515-601",838,"F","Unemployed",1969,"Other",53,"mature","mature"
841,"Name 841","717-199-570",841,"M","Unemployed",1978,"Other",44,"young","young"
844,"Name 844","688-769-323",844,"F","Unemployed",1986,"Friends",36,"young","young"
850,"Name 850","275-220-686",850,"F","Unemployed",1970,"Friends",52,"mature","mature"
851,"Name 851","726-399-892",851,"M","Unemployed",1963,"Other",59,"old","old"
853,"Name 853","559-332-612",853,"M","Unemployed",1981,"Friends",41,"young","young"
856,"Name 856","946-433-641",856,"M","Unemployed",1980,"Advertisement",42,"young","young"
863,"Name 863","373-785-958",863,"M","Unemployed",1987,"Friends",35,"young","young"
866,"Name 866","310-110-503",866,"M","Unemployed",1960,"Other",62,"old","old"
872,"Name 872","325-598-629",872,"F","Unemployed",1982,"Radio",40,"young","young"
874,"Name 874","963-933-631",874,"F","Unemployed",1973,"Advertisement",49,"mature","mature"
875,"Name 875","488-860-869",875,"M","Unemployed",1963,"Internet",59,"old","old"
878,"Name 878","361-884-340",878,"M","Unemployed",1970,"Friends",52,"mature","mature"
881,"Name 881","954-390-955",881,"M","Unemployed",1990,"Internet",32,"young","young"
888,"Name 888","124-268-482",888,"F","Unemployed",1961,"Advertisement",61,"old","old"
890,"Name 890","508-734-408",890,"M","Unemployed",1973,"Other",49,"mature","mature"
891,"Name 891","604-328-669",891,"F","Unemployed",1989,"Advertisement",33,"young","young"
897,"Name 897","113-707-999",897,"F","Unemployed",1966,"Friends",56,"old","old"
901,"Name 901","961-960-406",901,"F","Unemployed",1974,"Radio",48,"mature","mature"
903,"Name 903","213-341-610",903,"F","Unemployed",1979,"Friends",43,"young","young"
905,"Name 905","194-512-494",905,"F","Unemployed",1984,"Friends",38,"young","young"
910,"Name 910","401-872-807",910,"M","Unemployed",1986,"Radio",36,"young","young"
913,"Name 913","599-435-407",913,"F","Unemployed",1984,"Other",38,"young","young"
917,"Name 917","400-337-753",917,"F","Unemployed",1965,"Internet",57,"old","old"
918,"Name 918","244-649-865",918,"F","Unemployed",1982,"Advertisement",40,"young","young"
919,"Name 919","196-746-970",919,"F","Unemployed",1976,"Radio",46,"mature","mature"
934,"Name 934","295-285-183",934,"M","Unemployed",1973,"Internet",49,"mature","mature"
935,"Name 935","414-400-410",935,"F","Unemployed",1976,"Advertisement",46,"mature","mature"
936,"Name 936","565-693-215",936,"M","Unemployed",1976,"Radio",46,"mature","mature"
937,"Name 937","881-391-587",937,"F","Unemployed",1984,"Radio",38,"young","young"
938,"Name 938","433-431-434",938,"M","Unemployed",1960,"Friends",62,"old","old"
941,"Name 941","921-529-663",941,"M","Unemployed",1971,"Friends",51,"mature","mature"
942,"Name 942","604-246-218",942,"M","Unemployed",1979,"Friends",43,"young","young"
946,"Name 946","814-150-568",946,"F","Unemployed",1991,"Friends",31,"young","young"
956,"Name 956","659-654-665",956,"M","Unemployed",1989,"Radio",33,"young","young"
959,"Name 959","689-599-261",959,"F","Unemployed",1972,"Other",50,"mature","mature"
964,"Name 964","211-908-511",964,"F","Unemployed",1981,"Advertisement",41,"young","young"
967,"Name 967","521-395-459",967,"M","Unemployed",1984,"Radio",38,"young","young"
968,"Name 968","197-242-356",968,"M","Unemployed",1973,"Other",49,"mature","mature"
971,"Name 971","954-991-972",971,"F","Unemployed",1983,"Other",39,"young","young"
974,"Name 974","437-733-338",974,"M","Unemployed",1966,"Internet",56,"old","old"
981,"Name 981","357-281-863",981,"F","Unemployed",1977,"Radio",45,"young","young"
984,"Name 984","997-466-210",984,"F","Unemployed",1971,"Advertisement",51,"mature","mature"
991,"Name 991","237-595-647",991,"M","Unemployed",1971,"Friends",51,"mature","mature"
992,"Name 992","697-157-175",992,"M","Unemployed",1962,"Advertisement",60,"old","old"
995,"Name 995","466-419-368",995,"F","Unemployed",1978,"Internet",44,"young","young"
997,"Name 997","857-102-583",997,"M","Unemployed",1965,"Other",57,"old","old"
999,"Name 999","191-807-916",999,"M","Unemployed",1985,"Advertisement",37,"young","young"
1006,"Name 1006","190-642-767",1006,"F","Unemployed",1966,"Advertisement",56,"old","old"
1010,"Name 1010","416-406-433",1010,"F","Unemployed",1992,"Internet",30,"young","young"
1019,"Name 1019","939-463-788",1019,"F","Unemployed",1960,"Internet",62,"old","old"
1020,"Name 1020","728-899-171",1020,"M","Unemployed",1975,"Advertisement",47,"mature","mature"
1021,"Name 1021","562-764-925",1021,"F","Unemployed",1987,"Friends",35,"young","young"
1023,"Name 1023","701-258-341",1023,"F","Unemployed",1978,"Advertisement",44,"young","young"
1025,"Name 1025","783-152-411",1025,"M","Unemployed",1979,"Advertisement",43,"young","young"
1036,"Name 1036","590-297-521",1036,"M","Unemployed",1964,"Internet",58,"old","old"
1048,"Name 1048","180-654-758",1048,"M","Unemployed",1964,"Other",58,"old","old"
1059,"Name 1059","884-643-431",1059,"M","Unemployed",1967,"Radio",55,"mature","mature"
1066,"Name 1066","565-907-968",1066,"F","Unemployed",1982,"Advertisement",40,"young","young"
1072,"Name 1072","872-940-892",1072,"M","Unemployed",1960,"Other",62,"old","old"
1075,"Name 1075","629-792-568",1075,"M","Unemployed",1972,"Friends",50,"mature","mature"
1080,"Name 1080","667-727-404",1080,"M","Unemployed",1974,"Other",48,"mature","mature"
1081,"Name 1081","247-328-288",1081,"F","Unemployed",1971,"Internet",51,"mature","mature"
1082,"Name 1082","117-351-908",1082,"F","Unemployed",1972,"Radio",50,"mature","mature"
1091,"Name 1091","825-248-343",1091,"F","Unemployed",1987,"Internet",35,"young","young"
1095,"Name 1095","154-543-938",1095,"M","Unemployed",1961,"Internet",61,"old","old"
1097,"Name 1097","159-415-517",1097,"F","Unemployed",1985,"Internet",37,"young","young"
1098,"Name 1098","478-107-140",1098,"F","Unemployed",1978,"Internet",44,"young","young"
1099,"Name 1099","955-242-585",1099,"M","Unemployed",1980,"Radio",42,"young","young"
1107,"Name 1107","261-967-668",1107,"F","Unemployed",1960,"Advertisement",62,"old","old"
1146,"Name 1146","627-175-599",1146,"F","Unemployed",1963,"Radio",59,"old","old"
1150,"Name 1150","731-334-469",1150,"M","Unemployed",1986,"Advertisement",36,"young","young"
1151,"Name 1151","401-374-539",1151,"M","Unemployed",1975,"Friends",47,"mature","mature"
1154,"Name 1154","299-544-680",1154,"M","Unemployed",1976,"Radio",46,"mature","mature"
1169,"Name 1169","562-903-358",1169,"F","Unemployed",1967,"Friends",55,"mature","mature"
1179,"Name 1179","629-774-619",1179,"M","Unemployed",1972,"Internet",50,"mature","mature"
